"","circ_id","mmu1","mmu2","mmu3"
"3414","2:150436221|150442280",NA,NA,2
"3415","2:150637257|150643559",NA,NA,2
"3416","2:151571410|151577546",NA,NA,2
"3417","2:152144071|152150351",6,NA,NA
"3418","2:152149908|152150351",8,NA,NA
"3419","2:152533712|152537504",NA,NA,4
"3420","2:152533712|152537567",NA,NA,3
"3421","2:152726930|152731242",NA,NA,5
"3422","2:153020808|153024407",NA,NA,2
"3423","2:153024307|153030997",2,NA,NA
"3424","2:153029182|153030997",NA,NA,4
"3425","2:153029182|153037485",2,NA,NA
"3426","2:153036196|153037485",6,NA,6
"3427","2:153162194|153162822",NA,3,NA
"3428","2:153194108|153199098",5,NA,8
"3429","2:154429669|154438184",NA,NA,2
"3430","2:154705775|154705969",NA,NA,2
"3431","2:155045200|155054377",NA,NA,2
"3432","2:155054256|155055022",NA,NA,2
"3433","2:155237639|155244660",NA,NA,3
"3434","2:155274735|155280059",NA,NA,2
"3435","2:155274735|155282705",NA,NA,5
"3436","2:155279779|155282705",NA,3,8
"3437","2:155486847|155492505",6,NA,NA
"3438","2:155492338|155495598",2,NA,NA
"3439","2:155880984|155881277",NA,2,NA
"3440","2:155973572|155981732",NA,NA,2
"3441","2:156019552|156020872",3,2,NA
"3442","2:156052193|156052350",2,NA,NA
"3443","2:156052197|156052354",5,NA,NA
"3444","2:156106200|156109462",NA,NA,2
"3445","2:156587754|156591276",NA,NA,8
"3446","2:157125503|157132632",NA,NA,6
"3447","2:157131447|157144431",5,NA,NA
"3448","2:157304629|157306698",NA,NA,4
"3449","2:157324976|157325223",2,NA,NA
"3450","2:157630911|157632715",NA,NA,3
"3451","2:157877915|157892133",NA,NA,7
"3452","2:157877915|157900747",4,NA,4
"3453","2:158408129|158408488",2,NA,NA
"3454","2:158469976|158478720",NA,NA,6
"3455","2:160524570|160532272",5,NA,NA
"3456","2:160592882|160594494",10,NA,NA
"3457","2:160825582|160830287",NA,NA,2
"3458","2:160850274|160863008",NA,NA,2
"3459","2:160881113|160884052",NA,NA,5
"3460","2:161257885|161258070",NA,NA,2
"3461","2:162075982|162076137",NA,4,NA
"3462","2:162775345|162775782",NA,2,NA
"3463","2:162882546|162884719",NA,2,NA
"3464","2:163468172|163469972",NA,NA,2
"3465","2:163469791|163471137",2,3,10
"3466","2:163469791|163481247",NA,NA,2
"3467","2:163474025|163476434",NA,2,NA
"3468","2:163476354|163478924",2,NA,3
"3469","2:163476354|163481247",NA,NA,3
"3470","2:163873118|163879126",2,NA,NA
"3471","2:163938658|163942516",NA,6,4
"3472","2:163938658|163960046",2,NA,NA
"3473","2:163941616|163942516",NA,NA,2
"3474","2:164267847|164273158",4,NA,NA
"3475","2:164636904|164641865",3,NA,NA
"3476","2:164641639|164641865",NA,4,NA
"3477","2:164851242|164855082",NA,NA,9
"3478","2:165506705|165507323",NA,NA,6
"3479","2:165629083|165638081",NA,NA,2
"3480","2:165633824|165636554",NA,NA,3
"3481","2:165647106|165649849",NA,5,19
"3482","2:165670127|165682010",NA,NA,3
"3483","2:165680731|165694068",NA,NA,2
"3484","2:165890374|165893626",5,NA,5
"3485","2:165901614|165907971",NA,NA,5
"3486","2:165925775|165926362",NA,NA,2
"3487","2:165958791|165974774",NA,NA,3
"3488","2:166451657|166455180",3,NA,NA
"3489","2:166668846|166678377",NA,NA,2
"3490","2:166676390|166678377",6,5,13
"3491","2:166677532|166678377",NA,NA,4
"3492","2:166692962|166693974",NA,2,NA
"3493","2:166695174|166696933",NA,NA,3
"3494","2:166701182|166703655",NA,NA,4
"3495","2:166701182|166707747",NA,NA,2
"3496","2:166727698|166735538",NA,NA,13
"3497","2:166768270|166770943",3,NA,NA
"3498","2:166781554|166782038",2,NA,5
"3499","2:166781554|166783412",2,2,10
"3500","2:166801942|166806637",NA,NA,6
"3501","2:166805348|166806637",NA,5,NA
"3502","2:166869588|166871582",NA,NA,4
"3503","2:166994071|166994270",NA,NA,2
"3504","2:167283048|167293270",NA,NA,2
"3505","2:167348966|167353246",29,23,34
"3506","2:167348966|167354544",NA,NA,4
"3507","2:167352795|167353246",11,NA,11
"3508","2:167352795|167354544",29,2,20
"3509","2:167805547|167809747",NA,NA,2
"3510","2:168376837|168378325",2,NA,NA
"3511","2:168419130|168419414",3,NA,NA
"3512","2:168472488|168472665",2,NA,NA
"3513","2:168496474|168496642",NA,NA,2
"3514","2:168503848|168552896",3,NA,NA
"3515","2:168523895|168552896",NA,NA,5
"3516","2:168547042|168552896",20,19,42
"3517","2:168548114|168552896",3,NA,3
"3518","2:169176530|169176739",2,NA,NA
"3519","2:170338881|170339038",6,NA,NA
"3520","2:172234385|172234562",NA,NA,2
"3521","2:173131404|173131667",5,NA,NA
"3522","2:173170572|173170733",NA,2,NA
"3523","2:173536902|173537792",2,NA,NA
"3524","2:173935226|173935865",2,NA,NA
"3525","2:174268281|174268739",NA,2,2
"3526","2:174305538|174305716",NA,NA,3
"3527","2:17475572|17475778",2,NA,NA
"3528","2:177924802|177925900",NA,NA,2
"3529","2:179562944|179563760",NA,NA,3
"3530","2:179562944|179566379",NA,2,NA
"3531","2:179565771|179568123",5,4,NA
"3532","2:179576821|179580323",2,NA,NA
"3533","2:179576821|179581747",NA,NA,2
"3534","2:179580203|179581747",2,NA,NA
"3535","2:179822401|179822555",3,NA,NA
"3536","2:179839509|179840191",NA,NA,2
"3537","2:180105777|180106151",2,NA,NA
"3538","2:180314075|180315384",NA,NA,3
"3539","2:180314075|180325821",NA,NA,3
"3540","2:180612843|180613948",NA,NA,8
"3541","2:18075935|18114702",NA,NA,5
"3542","2:180995769|180996235",3,NA,NA
"3543","2:18106268|18131040",NA,NA,5
"3544","2:181143697|181150060",5,NA,10
"3545","2:18114592|18128623",NA,NA,3
"3546","2:18114592|18131040",NA,NA,4
"3547","2:18114592|18151683",2,NA,NA
"3548","2:181188163|181189346",2,NA,8
"3549","2:181273227|181273880",NA,NA,7
"3550","2:18191028|18208566",6,NA,NA
"3551","2:18289433|18298855",3,3,9
"3552","2:18289433|18313760",NA,NA,3
"3553","2:18289433|18321811",NA,NA,4
"3554","2:18298764|18321811",NA,NA,2
"3555","2:20534769|20535053",2,11,5
"3556","2:20612675|20613093",2,NA,NA
"3557","2:20714215|20718259",NA,NA,2
"3558","2:20748269|20765075",NA,NA,3
"3559","2:20748269|20771422",4,NA,NA
"3560","2:20793238|20793422",6,NA,NA
"3561","2:20865114|20865921",NA,NA,3
"3562","2:21230712|21231068",3,NA,NA
"3563","2:22796806|22805540",NA,NA,5
"3564","2:22850718|22861271",NA,NA,3
"3565","2:22977496|22984529",NA,NA,6
"3566","2:23427339|23435591",2,NA,NA
"3567","2:23427472|23435591",2,NA,NA
"3568","2:24696225|24728880",NA,NA,2
"3569","2:24703538|24715079",22,8,61
"3570","2:24703538|24720914",NA,NA,2
"3571","2:24730647|24746738",NA,2,NA
"3572","2:24737955|24748262",NA,3,NA
"3573","2:24737955|24753920",NA,NA,2
"3574","2:24737955|24767638",3,NA,NA
"3575","2:24742676|24748262",NA,NA,2
"3576","2:24746617|24767638",NA,NA,23
"3577","2:24753234|24753941",NA,NA,2
"3578","2:24774157|24774714",NA,NA,10
"3579","2:24774157|24777081",2,NA,11
"3580","2:24855571|24856686",2,NA,NA
"3581","2:24870045|24873661",NA,NA,5
"3582","2:24885289|24919668",NA,NA,3
"3583","2:24911953|24932219",NA,NA,2
"3584","2:24928848|24932219",3,NA,NA
"3585","2:24932100|24937776",NA,NA,5
"3586","2:25141732|25144953",NA,NA,2
"3587","2:25167647|25168517",4,NA,NA
"3588","2:25262543|25262720",NA,NA,2
"3589","2:25326536|25326869",3,NA,NA
"3590","2:25426687|25429096",4,NA,NA
"3591","2:25486444|25492567",6,2,4
"3592","2:25855674|25856960",NA,4,NA
"3593","2:25897730|25906428",NA,NA,3
"3594","2:26100318|26100644",3,NA,NA
"3595","2:26354817|26355578",8,NA,NA
"3596","2:27265614|27276618",NA,NA,2
"3597","2:27342711|27344516",NA,NA,3
"3598","2:27342844|27343086",2,NA,4
"3599","2:27342844|27344516",2,NA,6
"3600","2:27409360|27410923",NA,2,NA
"3601","2:27410338|27410923",NA,NA,4
"3602","2:27631064|27631955",NA,2,NA
"3603","2:28085111|28085264",8,NA,NA
"3604","2:28430722|28432495",NA,NA,12
"3605","2:28433565|28434398",6,NA,24
"3606","2:28434000|28435530",NA,NA,4
"3607","2:28437545|28440575",NA,2,NA
"3608","2:28446014|28446334",5,NA,NA
"3609","2:28461124|28463584",4,NA,NA
"3610","2:28551593|28553656",NA,NA,6
"3611","2:29023933|29030400",NA,NA,3
"3612","2:29046999|29056387",NA,2,NA
"3613","2:29290170|29290453",NA,NA,2
"3614","2:29569144|29579275",NA,NA,2
"3615","2:29668743|29673385",NA,NA,4
"3616","2:29762574|29763024",NA,NA,3
"3617","2:29868388|29870214",NA,NA,6
"3618","2:29868388|29873772",NA,4,NA
"3619","2:29907209|29910059",NA,NA,6
"3620","2:30000216|30001344",2,NA,NA
"3621","2:30039745|30040178",2,NA,NA
"3622","2:30160503|30160654",3,NA,NA
"3623","2:30211893|30212759",NA,NA,2
"3624","2:30632059|30632221",2,NA,NA
"3625","2:30907681|30907843",NA,2,NA
"3626","2:30926129|30927300",NA,NA,2
"3627","2:30930416|30974097",3,NA,NA
"3628","2:30948900|30973090",7,NA,NA
"3629","2:30961066|30961226",6,NA,NA
"3630","2:30986038|30995369",6,2,9
"3631","2:30995079|30995369",NA,2,NA
"3632","2:31073591|31078825",NA,NA,8
"3633","2:31493222|31495355",NA,2,5
"3634","2:31494625|31495355",2,4,17
"3635","2:31495254|31498238",NA,NA,2
"3636","2:31668345|31669228",5,NA,NA
"3637","2:31907037|31916938",2,NA,NA
"3638","2:32072469|32073312",NA,NA,9
"3639","2:32072469|32075459",NA,NA,3
"3640","2:32072469|32077565",NA,NA,6
"3641","2:32072469|32085008",NA,NA,4
"3642","2:32094020|32094336",5,3,7
"3643","2:32094020|32098847",3,NA,3
"3644","2:32699112|32702117",5,NA,NA
"3645","2:32795780|32802599",NA,4,NA
"3646","2:32813562|32813813",NA,NA,6
"3647","2:32813874|32814106",NA,2,NA
"3648","2:32813904|32814134",3,NA,NA
"3649","2:32837802|32841195",NA,3,NA
"3650","2:32880575|32887775",2,NA,NA
"3651","2:32954015|32995030",NA,NA,2
"3652","2:33150489|33166247",NA,NA,2
"3653","2:33150489|33214715",4,NA,8
"3654","2:33163572|33174920",3,NA,NA
"3655","2:33163572|33184259",NA,NA,2
"3656","2:33214664|33230845",7,NA,7
"3657","2:33300003|33301116",NA,NA,4
"3658","2:3347223|3347933",3,3,20
"3659","2:34006678|34007032",2,NA,NA
"3660","2:34322014|34334418",4,NA,10
"3661","2:34325144|34334418",4,3,17
"3662","2:34471203|34487572",5,NA,NA
"3663","2:34580473|34585620",4,NA,NA
"3664","2:34602176|34605342",11,NA,NA
"3665","2:34664784|34665077",2,NA,NA
"3666","2:34665077|34665910",4,NA,NA
"3667","2:34695618|34703021",NA,NA,2
"3668","2:34804860|34805133",3,NA,NA
"3669","2:35003335|35006814",NA,NA,2
"3670","2:35021483|35021643",NA,NA,3
"3671","2:35533899|35551637",19,10,58
"3672","2:35963183|35963363",2,NA,NA
"3673","2:37268319|37272049",NA,NA,2
"3674","2:37359388|37365478",2,NA,5
"3675","2:37362306|37365478",NA,2,NA
"3676","2:37422527|37433243",4,NA,NA
"3677","2:37430428|37431188",NA,NA,2
"3678","2:37514184|37537297",5,NA,8
"3679","2:37525435|37537297",2,NA,NA
"3680","2:38006616|38016660",NA,NA,3
"3681","2:38015955|38016660",NA,NA,2
"3682","2:38016540|38049862",NA,NA,4
"3683","2:38114589|38114785",3,NA,NA
"3684","2:38285583|38285759",NA,NA,2
"3685","2:39011122|39040426",NA,NA,4
"3686","2:3903648|3903842",2,NA,NA
"3687","2:39080544|39080905",NA,NA,2
"3688","2:39089674|39096729",NA,NA,2
"3689","2:39094844|39101065",NA,NA,4
"3690","2:4192294|4192457",2,NA,NA
"3691","2:44642058|44646447",NA,2,NA
"3692","2:44715362|44718079",NA,NA,4
"3693","2:4749029|4768114",NA,NA,3
"3694","2:48760300|48763485",7,NA,5
"3695","2:48976601|49060025",NA,NA,2
"3696","2:49388740|49388944",3,NA,NA
"3697","2:50031773|50031957",NA,NA,2
"3698","2:50245036|50260981",NA,NA,6
"3699","2:5057798|5059527",NA,NA,9
"3700","2:52006846|52009182",NA,NA,2
"3701","2:52604829|52610980",4,NA,NA
"3702","2:52944465|52963745",NA,NA,4
"3703","2:57157984|57180028",NA,NA,2
"3704","2:58348896|58390569",NA,NA,2
"3705","2:58390495|58430683",NA,NA,2
"3706","2:58406035|58430683",4,NA,NA
"3707","2:5878553|5881812",NA,NA,4
"3708","2:59474701|59502222",NA,NA,2
"3709","2:59477112|59555193",2,NA,5
"3710","2:59529691|59555193",NA,4,2
"3711","2:59588808|59602883",4,NA,11
"3712","2:59588808|59615931",NA,NA,2
"3713","2:59591632|59601169",NA,NA,3
"3714","2:59601475|59602883",4,7,25
"3715","2:59626138|59628096",NA,NA,9
"3716","2:59636619|59645898",NA,NA,2
"3717","2:59729626|59729836",3,NA,NA
"3718","2:59778430|59788836",5,NA,2
"3719","2:5978279|5993283",2,NA,NA
"3720","2:59831849|59836533",NA,NA,3
"3721","2:5987802|6015239",NA,3,NA
"3722","2:5993197|6015239",NA,NA,3
"3723","2:59985561|59991878",3,NA,NA
"3724","2:60062543|60065341",NA,NA,2
"3725","2:6038922|6045372",NA,2,NA
"3726","2:60639670|60639888",NA,NA,3
"3727","2:61443994|61457358",NA,NA,2
"3728","2:61443994|61458183",15,NA,14
"3729","2:61443994|61474766",NA,2,2
"3730","2:61457246|61474766",2,NA,NA
"3731","2:61474650|61480632",NA,NA,12
"3732","2:6395865|6399366",NA,NA,2
"3733","2:64956236|64966890",NA,3,5
"3734","2:65915580|65937816",NA,NA,4
"3735","2:6668925|6726424",2,NA,NA
"3736","2:68093578|68144947",2,NA,NA
"3737","2:68135293|68135511",2,NA,NA
"3738","2:68137384|68144947",13,4,7
"3739","2:68221257|68222596",NA,3,8
"3740","2:68221257|68240485",3,3,15
"3741","2:68228767|68240485",NA,3,NA
"3742","2:69530467|69533193",2,NA,NA
"3743","2:69655170|69655344",NA,2,NA
"3744","2:69744757|69747579",NA,NA,6
"3745","2:69744757|69753277",NA,NA,5
"3746","2:70576277|70580868",NA,NA,14
"3747","2:70580778|70617339",NA,NA,3
"3748","2:70599205|70617339",NA,5,11
"3749","2:70600347|70617339",10,5,7
"3750","2:70617220|70633477",NA,NA,3
"3751","2:70886838|70893839",NA,NA,5
"3752","2:71044782|71059034",3,NA,NA
"3753","2:71574836|71575004",NA,NA,2
"3754","2:71656741|71656927",4,NA,NA
"3755","2:71658239|71664414",NA,NA,2
"3756","2:71713766|71719338",NA,NA,4
"3757","2:71861376|71875592",3,NA,NA
"3758","2:72004766|72010447",NA,NA,2
"3759","2:72011571|72011950",3,NA,NA
"3760","2:72776889|72801858",NA,NA,2
"3761","2:73145775|73161501",NA,NA,2
"3762","2:73270320|73274918",NA,2,NA
"3763","2:73274788|73278281",2,5,NA
"3764","2:73508103|73510247",5,NA,NA
"3765","2:73675782|73676719",NA,3,NA
"3766","2:73680932|73681326",NA,NA,3
"3767","2:73942169|73942371",NA,NA,2
"3768","2:74399284|74403970",4,3,12
"3769","2:75539171|75539332",NA,NA,2
"3770","2:75697090|75698757",NA,NA,2
"3771","2:75707814|75724501",NA,NA,6
"3772","2:76919413|76938823",2,2,7
"3773","2:76954465|77000951",NA,NA,3
"3774","2:76998854|77003951",NA,NA,4
"3775","2:77537475|77537720",NA,3,NA
"3776","2:78744017|78750553",NA,NA,7
"3777","2:80349902|80353851",NA,NA,5
"3778","2:80856181|80856379",NA,2,NA
"3779","2:84432671|84434096",2,NA,NA
"3780","2:84440851|84441234",NA,2,4
"3781","2:87886693|87886909",NA,NA,3
"3782","2:90607908|90608264",3,NA,8
"3783","2:90831350|90835207",NA,NA,3
"3784","2:91379118|91381103",NA,NA,2
"3785","2:91389393|91394793",NA,NA,2
"3786","2:91393098|91393458",3,2,6
"3787","2:91402692|91403412",4,NA,2
"3788","2:91445317|91445724",NA,3,NA
"3789","2:91518985|91524350",NA,NA,2
"3790","2:91542424|91543210",NA,NA,6
"3791","2:91635368|91640554",5,5,NA
"3792","2:91635368|91655697",2,NA,NA
"3793","2:91640374|91655697",6,NA,2
"3794","2:92150573|92161153",4,NA,NA
"3795","2:92197613|92198009",NA,2,NA
"3796","2:93569914|93593029",2,NA,NA
"3797","2:93625979|93644309",NA,6,NA
"3798","2:93642241|93644309",NA,NA,4
"3799","2:98497193|98497678",NA,NA,37
"3800","2:9867905|9873714",NA,NA,2
"3801","2:9867905|9882795",NA,NA,2
"3802","2:98986833|98987045",NA,NA,3
"3803","3:100077251|100078353",NA,4,2
"3804","3:100093885|100095349",NA,NA,2
"3805","3:100485791|100489473",NA,5,4
"3806","3:100495033|100499264",NA,NA,9
"3807","3:100499148|100527468",NA,NA,11
"3808","3:101338519|101347095",NA,NA,2
"3809","3:101346690|101347095",NA,NA,2
"3810","3:102024382|102024535",2,NA,NA
"3811","3:102091266|102096863",NA,NA,6
"3812","3:102637887|102638076",NA,3,NA
"3813","3:102969689|102970769",5,2,NA
"3814","3:103217624|103218829",NA,4,23
"3815","3:103231960|103234225",2,NA,9
"3816","3:103233403|103236628",2,NA,NA
"3817","3:103237395|103239123",2,NA,11
"3818","3:103251609|103251959",2,2,2
"3819","3:103676713|103685615",NA,NA,2
"3820","3:103935113|103963923",NA,NA,2
"3821","3:103992523|103996984",NA,NA,4
"3822","3:104371174|104375964",NA,NA,2
"3823","3:104556573|104558345",10,NA,5
"3824","3:104560057|104560903",NA,NA,4
"3825","3:104778161|104782258",5,NA,NA
"3826","3:104850056|104850223",3,NA,NA
"3827","3:104939968|104946303",NA,NA,4
"3828","3:10499417|10500592",2,NA,NA
"3829","3:106438452|106446919",NA,NA,2
"3830","3:108023078|108025774",8,NA,12
"3831","3:108300326|108314713",NA,2,NA
"3832","3:108304817|108305994",NA,NA,3
"3833","3:108816640|108816902",2,NA,NA
"3834","3:108919597|108919747",NA,NA,2
"3835","3:109433184|109435700",7,NA,NA
"3836","3:115747700|115778623",NA,NA,2
"3837","3:115772292|115778623",3,3,17
"3838","3:115772292|115786688",5,NA,15
"3839","3:116434035|116435577",NA,3,NA
"3840","3:116439014|116445148",2,NA,3
"3841","3:116441430|116445148",NA,2,NA
"3842","3:121021958|121029413",10,5,9
"3843","3:121028691|121029413",2,NA,7
"3844","3:121585382|121586551",NA,NA,3
"3845","3:121681747|121681959",2,NA,NA
"3846","3:121801192|121801740",8,NA,5
"3847","3:122383776|122391516",NA,NA,5
"3848","3:122541537|122542126",NA,NA,4
"3849","3:122757903|122762898",NA,NA,2
"3850","3:123072793|123099569",NA,NA,5
"3851","3:123084064|123099569",NA,NA,2
"3852","3:123469775|123469978",NA,2,NA
"3853","3:125153078|125153366",3,NA,NA
"3854","3:126590486|126591929",NA,NA,3
"3855","3:129795953|129796715",NA,NA,2
"3856","3:131027631|131027814",NA,2,NA
"3857","3:131285071|131290927",NA,NA,11
"3858","3:131305625|131313224",5,5,18
"3859","3:132448762|132480357",NA,NA,4
"3860","3:132456947|132480357",NA,NA,2
"3861","3:132843026|132855411",NA,NA,4
"3862","3:132882131|132912841",2,NA,NA
"3863","3:132963639|132963948",2,NA,NA
"3864","3:133026696|133036273",4,NA,2
"3865","3:133026696|133053951",NA,3,3
"3866","3:133219695|133219934",NA,2,NA
"3867","3:135361260|135375100",8,6,7
"3868","3:136406326|136408251",NA,2,NA
"3869","3:137591033|137614380",NA,2,NA
"3870","3:138151050|138157265",NA,NA,4
"3871","3:138177911|138180839",NA,NA,5
"3872","3:138184630|138192239",2,NA,NA
"3873","3:138647490|138651550",NA,2,NA
"3874","3:138661082|138671757",NA,NA,4
"3875","3:138689482|138756349",NA,NA,2
"3876","3:138721306|138756349",NA,4,4
"3877","3:141964890|141983762",NA,12,7
"3878","3:143316010|143316175",NA,NA,2
"3879","3:143472112|143473521",NA,4,NA
"3880","3:143899656|143900264",3,NA,NA
"3881","3:145443496|145443701",2,NA,NA
"3882","3:146123361|146128761",NA,NA,2
"3883","3:146142297|146143096",NA,2,NA
"3884","3:146285882|146286034",NA,NA,3
"3885","3:14652369|14653373",4,3,22
"3886","3:147373864|147374048",NA,2,NA
"3887","3:148162039|148162297",NA,NA,2
"3888","3:149633982|149634326",4,NA,NA
"3889","3:151925320|151937659",NA,NA,2
"3890","3:151926903|151927881",6,12,6
"3891","3:152002753|152028113",NA,NA,2
"3892","3:152125651|152134469",NA,NA,2
"3893","3:152125651|152134484",NA,NA,3
"3894","3:152154415|152154765",NA,NA,2
"3895","3:152166261|152166450",3,NA,NA
"3896","3:152443822|152453410",NA,NA,6
"3897","3:152443822|152472160",NA,NA,4
"3898","3:152453237|152472160",NA,NA,3
"3899","3:152721036|152721233",2,NA,NA
"3900","3:153115327|153117508",2,NA,NA
"3901","3:153117098|153117508",6,3,38
"3902","3:157193433|157193585",2,NA,NA
"3903","3:157624062|157626673",2,NA,3
"3904","3:157721958|157732495",NA,NA,2
"3905","3:19160732|19161483",2,NA,NA
"3906","3:20026778|20031410",NA,NA,2
"3907","3:20076921|20080084",4,NA,NA
"3908","3:20117981|20126628",NA,NA,2
"3909","3:23887685|23900838",NA,NA,4
"3910","3:23900639|23923894",NA,2,4
"3911","3:24389357|24487374",NA,NA,2
"3912","3:24467513|24487374",NA,2,NA
"3913","3:24605712|24606214",4,NA,19
"3914","3:24605712|24608791",NA,NA,2
"3915","3:27276816|27277045",NA,NA,2
"3916","3:27592097|27596323",NA,2,NA
"3917","3:27610268|27697238",NA,NA,9
"3918","3:27674753|27697238",8,4,13
"3919","3:28153569|28154111",8,NA,NA
"3920","3:28587036|28596247",6,3,21
"3921","3:30983961|30986041",NA,NA,3
"3922","3:30983961|31005180",NA,NA,2
"3923","3:31012157|31020084",NA,NA,2
"3924","3:31947274|31947473",NA,3,NA
"3925","3:32505904|32508649",NA,NA,2
"3926","3:32596954|32600844",NA,NA,2
"3927","3:32617160|32618454",NA,NA,4
"3928","3:35832173|35838736",2,NA,NA
"3929","3:36099973|36100797",2,NA,NA
"3930","3:36121759|36130203",5,NA,NA
"3931","3:36611011|36616313",2,NA,2
"3932","3:36644800|36648709",NA,NA,2
"3933","3:37067028|37077181",NA,NA,2
"3934","3:37502556|37518807",NA,NA,13
"3935","3:38510079|38510364",14,NA,NA
"3936","3:40608135|40618775",NA,2,NA
"3937","3:40924885|40926940",6,NA,NA
"3938","3:40944424|40959261",NA,NA,2
"3939","3:40976924|40978986",NA,NA,6
"3940","3:41535629|41551261",3,NA,11
"3941","3:41535629|41559426",NA,3,NA
"3942","3:41543368|41551261",3,NA,NA
"3943","3:41546117|41551261",NA,NA,8
"3944","3:44121584|44121779",NA,NA,2
"3945","3:45523053|45523265",3,NA,NA
"3946","3:50372436|50393364",4,NA,NA
"3947","3:51201513|51233456",NA,NA,2
"3948","3:51207203|51215636",4,5,NA
"3949","3:51207203|51233456",NA,NA,3
"3950","3:51215470|51230872",2,NA,NA
"3951","3:51215470|51233453",NA,NA,7
"3952","3:51215470|51233456",28,18,97
"3953","3:51230642|51233456",2,NA,NA
"3954","3:51443886|51457785",6,NA,NA
"3955","3:52189081|52191268",2,NA,NA
"3956","3:52252459|52253811",5,3,16
"3957","3:52678491|52684203",NA,2,NA
"3958","3:52899485|52899668",2,NA,NA
"3959","3:53192434|53192684",2,NA,NA
"3960","3:53959043|53959225",NA,2,NA
"3961","3:55625197|55631070",NA,2,NA
"3962","3:55726703|55799095",NA,NA,4
"3963","3:55761191|55764489",4,2,5
"3964","3:55761191|55781204",NA,NA,6
"3965","3:55761191|55842061",NA,NA,2
"3966","3:55841933|55862914",10,NA,NA
"3967","3:55860456|55862914",NA,NA,6
"3968","3:55891170|55899935",2,NA,NA
"3969","3:55907907|55912971",NA,NA,2
"3970","3:55965370|55966251",NA,NA,8
"3971","3:55987279|55998541",3,2,33
"3972","3:55992662|55998541",NA,NA,8
"3973","3:56961765|56961958",2,NA,NA
"3974","3:57671677|57686929",2,NA,NA
"3975","3:57671677|57714548",9,NA,NA
"3976","3:57676460|57703706",NA,2,3
"3977","3:57676460|57714548",2,NA,NA
"3978","3:58923734|58923912",NA,NA,2
"3979","3:60503014|60520941",NA,2,NA
"3980","3:60520683|60523194",6,NA,NA
"3981","3:61275257|61275932",NA,NA,2
"3982","3:63778076|63793434",NA,NA,2
"3983","3:63850642|63861425",NA,NA,13
"3984","3:65448851|65449075",NA,2,NA
"3985","3:65484691|65484841",NA,2,NA
"3986","3:65855682|65858975",NA,NA,3
"3987","3:66901849|66903923",13,2,25
"3988","3:69633693|69638988",3,NA,NA
"3989","3:69637737|69638988",NA,NA,13
"3990","3:78194804|78198543",NA,NA,3
"3991","3:78194804|78206574",NA,NA,4
"3992","3:79396265|79425498",NA,NA,3
"3993","3:79413513|79422556",NA,NA,2
"3994","3:79517105|79525732",NA,NA,2
"3995","3:79724323|79732704",NA,NA,2
"3996","3:79728564|79735003",3,NA,4
"3997","3:81038324|81048907",8,NA,2
"3998","3:81048711|81082303",NA,NA,4
"3999","3:82294430|82294644",2,NA,NA
"4000","3:82965962|82967234",NA,3,NA
"4001","3:84084938|84085485",NA,NA,9
"4002","3:84434992|84455342",3,NA,3
"4003","3:84722122|84722632",2,NA,NA
"4004","3:84771270|84811386",NA,NA,6
"4005","3:84783401|84811386",4,NA,NA
"4006","3:84786684|84811386",NA,NA,2
"4007","3:84810807|84811386",45,25,157
"4008","3:85627722|85629857",6,NA,NA
"4009","3:85637565|85648681",6,2,NA
"4010","3:86192303|86198829",2,NA,6
"4011","3:86260975|86264053",NA,NA,10
"4012","3:86439391|86450018",2,3,NA
"4013","3:86447209|86450018",NA,NA,2
"4014","3:87834037|87835355",4,NA,3
"4015","3:87860779|87860953",2,NA,NA
"4016","3:88075575|88075735",3,NA,NA
"4017","3:88253751|88256751",2,NA,NA
"4018","3:88392253|88392424",NA,NA,2
"4019","3:88462644|88467083",NA,NA,2
"4020","3:88542907|88546799",NA,NA,4
"4021","3:88544090|88544247",NA,3,NA
"4022","3:88603871|88607821",NA,NA,13
"4023","3:88607257|88607821",3,NA,2
"4024","3:88765693|88770919",3,NA,NA
"4025","3:88808884|88816096",NA,NA,3
"4026","3:88810063|88810408",NA,NA,3
"4027","3:88871980|88873635",2,NA,NA
"4028","3:88873118|88873635",2,NA,NA
"4029","3:88907034|88915184",3,NA,11
"4030","3:88909079|88915184",3,NA,24
"4031","3:88914448|88915184",8,NA,7
"4032","3:88930324|88940639",2,NA,NA
"4033","3:88930337|88933813",5,NA,NA
"4034","3:88930337|88942788",NA,NA,2
"4035","3:88930337|88950950",NA,NA,2
"4036","3:88950425|88950950",12,3,7
"4037","3:88950425|88960478",2,NA,NA
"4038","3:88959295|88960478",NA,3,NA
"4039","3:88977534|88977953",NA,NA,3
"4040","3:89110237|89110667",NA,NA,14
"4041","3:89140340|89140548",NA,NA,2
"4042","3:89142411|89145226",2,NA,NA
"4043","3:89354447|89355045",2,NA,NA
"4044","3:89785150|89797780",NA,NA,2
"4045","3:89922436|89927001",NA,NA,6
"4046","3:89951006|89955206",NA,NA,4
"4047","3:9009670|9018859",NA,4,5
"4048","3:9018422|9018575",2,NA,NA
"4049","3:9018743|9023394",NA,NA,3
"4050","3:90248962|90249301",NA,5,31
"4051","3:90257693|90263092",NA,NA,2
"4052","3:92446744|92446985",NA,NA,2
"4053","3:9329594|9330480",NA,2,2
"4054","3:93471643|93471891",NA,NA,6
"4055","3:94409476|94438696",NA,NA,2
