"","circ_id","mmu1","mmu2","mmu3"
"1271","12:111809978|111824720",NA,NA,2
"1272","12:111824643|111838867",5,9,15
"1273","12:112154893|112155066",NA,NA,2
"1274","12:112504740|112510851",6,NA,NA
"1275","12:112698440|112699928",NA,2,NA
"1276","12:112925859|112926078",4,NA,NA
"1277","12:112938038|112938291",2,NA,NA
"1278","12:113075765|113086854",NA,NA,3
"1279","12:11323994|11330403",NA,2,NA
"1280","12:113295627|113295829",3,NA,NA
"1281","12:11379560|11379779",6,NA,NA
"1282","12:116175344|116182514",2,NA,NA
"1283","12:116376680|116379179",NA,NA,6
"1284","12:117511946|117558927",NA,NA,5
"1285","12:117621897|117652971",NA,NA,2
"1286","12:11807309|11807667",NA,2,NA
"1287","12:119173520|119173677",NA,NA,2
"1288","12:13350093|13360305",NA,NA,6
"1289","12:13410931|13412616",2,NA,6
"1290","12:13424696|13429770",NA,NA,4
"1291","12:13424696|13458308",NA,NA,2
"1292","12:13440925|13443533",4,3,6
"1293","12:13455374|13458308",NA,NA,5
"1294","12:13458194|13491581",NA,NA,4
"1295","12:13463528|13491947",NA,NA,5
"1296","12:13482897|13491947",NA,2,5
"1297","12:13519841|13524238",NA,NA,5
"1298","12:13519841|13534045",2,NA,5
"1299","12:13532386|13534045",2,4,11
"1300","12:13608612|13616258",4,NA,NA
"1301","12:13747207|13747358",2,NA,NA
"1302","12:16221250|16221414",NA,2,NA
"1303","12:16437259|16437440",NA,2,NA
"1304","12:16594644|16596808",NA,2,3
"1305","12:16598877|16618520",NA,3,NA
"1306","12:16603949|16611052",NA,NA,5
"1307","12:17018211|17018767",NA,NA,2
"1308","12:17452073|17456897",2,NA,NA
"1309","12:21267975|21280957",3,NA,2
"1310","12:21379054|21382211",3,NA,7
"1311","12:21380033|21382211",5,NA,NA
"1312","12:21399785|21404014",NA,NA,4
"1313","12:24634303|24634944",2,3,NA
"1314","12:24658431|24662239",NA,NA,3
"1315","12:24928189|24974293",NA,NA,5
"1316","12:25044810|25047329",NA,NA,19
"1317","12:25058057|25058691",NA,NA,8
"1318","12:25063295|25067051",NA,NA,3
"1319","12:27025109|27025372",NA,2,NA
"1320","12:27567653|27567952",NA,2,NA
"1321","12:28040502|28040665",NA,2,NA
"1322","12:28702023|28703223",4,NA,13
"1323","12:28909250|28917152",NA,NA,11
"1324","12:28909250|28953903",NA,NA,4
"1325","12:31312229|31312397",NA,2,NA
"1326","12:31667073|31676875",NA,NA,4
"1327","12:31667073|31680892",NA,NA,2
"1328","12:31710715|31720384",NA,NA,5
"1329","12:31840845|31852482",NA,NA,3
"1330","12:31883180|31889853",5,NA,6
"1331","12:31883180|31950972",NA,NA,2
"1332","12:31936203|31950972",NA,NA,2
"1333","12:3287284|3288112",NA,NA,9
"1334","12:3492473|3507209",2,5,22
"1335","12:3492473|3524613",NA,NA,4
"1336","12:3501661|3507209",NA,NA,5
"1337","12:3505546|3507209",2,NA,NA
"1338","12:35128898|35132970",NA,4,NA
"1339","12:35128898|35136983",NA,4,4
"1340","12:36168985|36184954",2,NA,NA
"1341","12:3639170|3667691",4,NA,NA
"1342","12:3646648|3698389",5,NA,NA
"1343","12:3667605|3682964",NA,2,NA
"1344","12:3667605|3694022",NA,NA,8
"1345","12:3667605|3698389",16,13,81
"1346","12:3667605|3736862",NA,NA,6
"1347","12:3682809|3694022",NA,NA,2
"1348","12:3682809|3698389",6,2,18
"1349","12:36839669|36839825",2,NA,NA
"1350","12:3693916|3698389",3,4,12
"1351","12:3784938|3801907",2,NA,2
"1352","12:3798424|3801907",5,6,3
"1353","12:3799469|3801907",7,4,3
"1354","12:3915984|3923428",NA,2,NA
"1355","12:3945542|3947042",NA,NA,5
"1356","12:3949192|3952814",2,NA,NA
"1357","12:40413132|40428873",NA,NA,4
"1358","12:40537697|40541238",3,NA,NA
"1359","12:4189908|4190080",2,NA,NA
"1360","12:4324693|4328219",2,NA,NA
"1361","12:4356423|4365865",NA,2,NA
"1362","12:4363025|4373045",NA,NA,2
"1363","12:4385780|4404509",2,NA,NA
"1364","12:4389017|4404509",5,NA,NA
"1365","12:4439005|4439251",NA,NA,2
"1366","12:44401805|44403356",2,NA,NA
"1367","12:4440480|4441331",5,NA,NA
"1368","12:4466670|4493061",NA,NA,4
"1369","12:45062210|45066438",NA,NA,3
"1370","12:45332621|45332797",2,NA,NA
"1371","12:4708014|4716326",4,NA,7
"1372","12:4987386|4995022",NA,2,NA
"1373","12:4993154|4995022",NA,NA,2
"1374","12:4994905|5004657",NA,2,11
"1375","12:5011217|5024279",NA,NA,2
"1376","12:5011217|5028588",NA,NA,2
"1377","12:5011217|5056791",NA,NA,4
"1378","12:51436064|51440693",NA,NA,6
"1379","12:51666596|51670126",NA,NA,2
"1380","12:51694776|51702266",NA,2,2
"1381","12:51702184|51708496",2,NA,3
"1382","12:51745138|51745644",4,NA,NA
"1383","12:51763724|51769831",NA,5,3
"1384","12:51806001|51807941",NA,NA,4
"1385","12:51806001|51807953",11,3,38
"1386","12:51819056|51819488",15,19,31
"1387","12:51819056|51821573",NA,NA,5
"1388","12:51820609|51821573",NA,NA,6
"1389","12:51821433|51823413",NA,2,NA
"1390","12:51837194|51838073",2,NA,NA
"1391","12:51844619|51850679",NA,NA,4
"1392","12:51968120|51971956",4,NA,NA
"1393","12:51994537|51996870",3,NA,4
"1394","12:52002162|52003053",5,NA,NA
"1395","12:52195665|52195835",3,NA,NA
"1396","12:52562861|52566750",2,NA,NA
"1397","12:53474787|53474980",3,NA,NA
"1398","12:53547816|53548061",2,NA,2
"1399","12:54738784|54739741",NA,3,NA
"1400","12:54798566|54798885",NA,NA,6
"1401","12:54812368|54817625",NA,NA,3
"1402","12:54958094|54963852",2,NA,NA
"1403","12:54959361|54965347",3,NA,NA
"1404","12:55001482|55022167",3,NA,NA
"1405","12:55021888|55022167",NA,NA,12
"1406","12:55454253|55459150",2,NA,NA
"1407","12:55454253|55461283",NA,NA,2
"1408","12:55804710|55809522",NA,NA,2
"1409","12:57350130|57354250",5,NA,14
"1410","12:57372309|57379245",NA,NA,7
"1411","12:57372309|57411020",2,NA,NA
"1412","12:57730216|57730409",NA,NA,2
"1413","12:57971709|57971868",NA,2,NA
"1414","12:59043921|59048841",NA,NA,2
"1415","12:59051275|59054021",5,NA,NA
"1416","12:59097053|59098494",NA,NA,3
"1417","12:59119337|59119702",NA,2,NA
"1418","12:65024942|65027653",2,NA,NA
"1419","12:65033166|65037864",2,NA,NA
"1420","12:65039318|65049535",NA,NA,2
"1421","12:65042279|65049535",NA,NA,2
"1422","12:69349097|69350736",4,NA,8
"1423","12:69367146|69369124",2,3,7
"1424","12:69650249|69654186",NA,NA,4
"1425","12:70030982|70031426",NA,NA,2
"1426","12:71106835|71110098",NA,2,NA
"1427","12:71121709|71122843",NA,NA,2
"1428","12:71472915|71473105",NA,2,NA
"1429","12:71942500|71962562",NA,4,2
"1430","12:72830456|72831310",4,NA,NA
"1431","12:72830456|72833563",4,NA,NA
"1432","12:73612556|73612745",2,NA,NA
"1433","12:73738321|73749686",NA,NA,4
"1434","12:73977430|73983070",NA,NA,2
"1435","12:73977430|73987405",2,NA,3
"1436","12:75531905|75562572",NA,NA,4
"1437","12:75781785|75781947",NA,2,NA
"1438","12:76020050|76055715",NA,NA,2
"1439","12:76078049|76085859",8,NA,3
"1440","12:76118901|76122682",NA,NA,5
"1441","12:76347161|76348172",NA,NA,2
"1442","12:76396545|76404059",NA,NA,4
"1443","12:77324134|77325806",NA,NA,7
"1444","12:77324134|77379103",NA,NA,2
"1445","12:77324134|77412133",2,NA,NA
"1446","12:77370618|77379103",2,NA,NA
"1447","12:77378669|77379103",2,NA,NA
"1448","12:77411742|77412133",6,NA,8
"1449","12:77459485|77497050",2,NA,NA
"1450","12:77495246|77497050",NA,NA,2
"1451","12:77858718|77858934",NA,4,NA
"1452","12:78390125|78459207",NA,3,4
"1453","12:78459114|78540831",NA,NA,2
"1454","12:78538954|78540831",3,NA,NA
"1455","12:78551390|78637445",11,3,20
"1456","12:78841018|78844164",NA,NA,3
"1457","12:78865977|78871646",NA,NA,2
"1458","12:79310546|79311207",NA,5,10
"1459","12:79332032|79333101",NA,NA,2
"1460","12:80395093|80423505",5,NA,2
"1461","12:80410777|80423505",2,NA,9
"1462","12:80410777|80451472",NA,NA,2
"1463","12:80423291|80451472",8,NA,NA
"1464","12:80444426|80451472",16,NA,6
"1465","12:80753201|80753383",NA,NA,4
"1466","12:80844886|80875017",NA,NA,2
"1467","12:80915200|80916984",3,2,7
"1468","12:81790571|81819867",NA,NA,2
"1469","12:81819453|81819867",NA,NA,2
"1470","12:81941756|81959484",NA,NA,2
"1471","12:82209986|82210192",NA,NA,4
"1472","12:82387435|82389273",NA,NA,3
"1473","12:83341135|83397669",NA,NA,2
"1474","12:83580640|83582753",5,NA,NA
"1475","12:83580644|83582753",NA,NA,2
"1476","12:83759077|83761679",2,NA,NA
"1477","12:83854874|83889132",NA,NA,3
"1478","12:8386266|8386463",4,NA,NA
"1479","12:83878695|83902298",3,3,2
"1480","12:83878695|83923586",NA,3,NA
"1481","12:84171248|84178161",NA,NA,3
"1482","12:84171248|84183411",9,NA,NA
"1483","12:84339057|84342109",NA,NA,3
"1484","12:84339057|84344976",NA,2,2
"1485","12:84344784|84355206",NA,NA,2
"1486","12:84362978|84363145",2,NA,NA
"1487","12:84368585|84369793",NA,NA,13
"1488","12:84655343|84656247",NA,3,NA
"1489","12:84997826|84998155",2,NA,NA
"1490","12:85075543|85077661",NA,NA,2
"1491","12:85089715|85091298",4,NA,NA
"1492","12:85096465|85097146",NA,NA,3
"1493","12:85168760|85170645",NA,NA,2
"1494","12:85359719|85361376",4,NA,7
"1495","12:85654906|85678523",3,NA,NA
"1496","12:85910337|85926249",3,2,5
"1497","12:85923264|85926249",NA,NA,4
"1498","12:86003339|86003494",NA,NA,2
"1499","12:86116120|86116684",NA,NA,2
"1500","12:86303641|86315835",NA,NA,2
"1501","12:86307350|86315835",NA,3,NA
"1502","12:86930634|86930797",2,NA,NA
"1503","12:87359471|87360960",NA,NA,4
"1504","12:87382805|87393575",2,NA,NA
"1505","12:87393481|87397159",NA,NA,8
"1506","12:8748090|8756041",6,NA,7
"1507","12:8778855|8779149",6,NA,NA
"1508","12:88397790|88413527",2,NA,NA
"1509","12:91988401|91988584",NA,2,NA
"1510","12:94148666|94148864",NA,2,NA
"1511","12:98624471|98630564",2,NA,NA
"1512","12:99333909|99334695",NA,NA,2
"1513","12:99354619|99355176",NA,NA,7
"1514","12:99959628|99959848",3,NA,NA
"1515","13:100104148|100113030",NA,NA,3
"1516","13:100160107|100167497",NA,NA,3
"1517","13:100167292|100171778",NA,2,NA
"1518","13:100263094|100264869",NA,NA,3
"1519","13:100671470|100677692",NA,NA,6
"1520","13:100823616|100830216",NA,NA,4
"1521","13:100949155|100954721",NA,NA,2
"1522","13:101822759|101823718",NA,NA,3
"1523","13:101892944|101894547",NA,NA,4
"1524","13:101893833|101894547",8,5,35
"1525","13:102070525|102070691",2,NA,NA
"1526","13:102897467|102897925",NA,NA,2
"1527","13:102917667|102925572",2,NA,NA
"1528","13:103276670|103308064",NA,NA,10
"1529","13:103710281|103710493",4,NA,NA
"1530","13:103880142|103885362",2,NA,NA
"1531","13:103880142|103900514",NA,2,NA
"1532","13:104020650|104025793",19,3,29
"1533","13:104020650|104034436",6,NA,27
"1534","13:104182696|104189147",NA,2,2
"1535","13:104182696|104198360",NA,NA,4
"1536","13:104187002|104189147",5,NA,6
"1537","13:104566068|104566268",NA,NA,4
"1538","13:104754816|104797924",NA,NA,4
"1539","13:104794536|104857027",NA,NA,2
"1540","13:106997368|107012115",NA,NA,2
"1541","13:107046707|107047324",NA,2,NA
"1542","13:107119031|107124583",NA,NA,4
"1543","13:107874906|107884898",3,NA,NA
"1544","13:107906094|107924544",NA,2,NA
"1545","13:107924187|107924544",3,NA,NA
"1546","13:107977038|107977481",NA,NA,2
"1547","13:108498768|108500197",3,NA,NA
"1548","13:108789928|108790799",NA,NA,2
"1549","13:108790638|108822627",3,NA,NA
"1550","13:109156814|109157060",NA,2,NA
"1551","13:109876920|109909214",NA,NA,3
"1552","13:110426350|110426517",5,NA,NA
"1553","13:111684686|111684908",2,NA,NA
"1554","13:111893146|111893719",NA,2,NA
"1555","13:111904496|111912552",2,NA,2
"1556","13:112634255|112635423",8,NA,NA
"1557","13:112806120|112850781",NA,NA,2
"1558","13:112831774|112850781",NA,NA,8
"1559","13:113081603|113084889",3,NA,NA
"1560","13:113574452|113574646",4,NA,NA
"1561","13:119565617|119565783",9,NA,NA
"1562","13:119566695|119577407",NA,NA,6
"1563","13:119584250|119586546",NA,NA,2
"1564","13:119584250|119592325",NA,NA,2
"1565","13:12240347|12242755",NA,NA,2
"1566","13:12450709|12452714",4,NA,NA
"1567","13:12469615|12474197",NA,NA,5
"1568","13:14150022|14155281",NA,2,NA
"1569","13:14161937|14166137",2,NA,3
"1570","13:14183199|14189408",3,NA,NA
"1571","13:14189227|14194472",3,NA,5
"1572","13:14226892|14227158",3,NA,NA
"1573","13:14317564|14328077",NA,NA,4
"1574","13:14344503|14344764",10,NA,NA
"1575","13:16523119|16523322",2,NA,NA
"1576","13:17586010|17586225",NA,3,NA
"1577","13:17924841|17947542",6,NA,NA
"1578","13:17937688|17947542",2,3,5
"1579","13:18063091|18071687",2,NA,NA
"1580","13:18994601|18998463",NA,NA,2
"1581","13:20369523|20393381",NA,NA,4
"1582","13:20675834|20756627",NA,NA,2
"1583","13:23642748|23642946",3,NA,NA
"1584","13:23642908|23643136",NA,2,NA
"1585","13:23642920|23643133",NA,2,NA
"1586","13:23739596|23739794",NA,NA,2
"1587","13:23805824|23806115",6,NA,NA
"1588","13:23923161|23923431",4,NA,NA
"1589","13:23923188|23923431",15,NA,NA
"1590","13:23923290|23923449",77,NA,14
"1591","13:23935103|23935520",2,NA,NA
"1592","13:24220167|24278553",NA,NA,2
"1593","13:24248559|24278553",NA,NA,6
"1594","13:25020837|25024541",NA,2,NA
"1595","13:25022129|25024541",NA,2,NA
"1596","13:28792500|28818389",8,2,7
"1597","13:28818240|28914486",9,NA,NA
"1598","13:28852352|28853977",8,NA,9
"1599","13:28852352|28914486",NA,NA,2
"1600","13:28895099|28914486",NA,NA,7
"1601","13:29067297|29078327",2,NA,NA
"1602","13:29136539|29136689",2,NA,NA
"1603","13:29701395|29736378",NA,NA,6
"1604","13:29875581|29901800",NA,NA,5
"1605","13:29928448|29928660",NA,NA,2
"1606","13:30030210|30034091",NA,3,NA
"1607","13:30378518|30386403",2,4,6
"1608","13:31109705|31124753",NA,NA,4
"1609","13:32355393|32356074",NA,3,NA
"1610","13:32409117|32418380",NA,3,NA
"1611","13:33000235|33005101",NA,2,NA
"1612","13:34482611|34513912",NA,NA,2
"1613","13:34482979|34489244",2,NA,NA
"1614","13:35924223|35924532",NA,NA,2
"1615","13:35974083|36000558",NA,2,NA
"1616","13:35999891|36000558",13,16,83
"1617","13:3606313|3607057",4,NA,4
"1618","13:3606925|3612037",4,NA,NA
"1619","13:36391609|36430477",3,NA,3
"1620","13:36416104|36430477",6,7,27
"1621","13:36416104|36449817",NA,NA,3
"1622","13:36525919|36594213",NA,2,NA
"1623","13:38072846|38077960",2,NA,NA
"1624","13:38072846|38083763",14,9,23
"1625","13:38072846|38100571",NA,NA,5
"1626","13:38076527|38083763",4,NA,NA
"1627","13:38099997|38100571",4,3,5
"1628","13:38191915|38203289",6,NA,NA
"1629","13:38232855|38234921",NA,NA,2
"1630","13:38404663|38405369",3,NA,NA
"1631","13:38646679|38647024",8,NA,NA
"1632","13:39138084|39139912",3,NA,NA
"1633","13:40669552|40669748",3,NA,NA
"1634","13:41195843|41196042",3,NA,NA
"1635","13:41492052|41492496",NA,NA,4
"1636","13:42208875|42209018",NA,NA,2
"1637","13:42431571|42431872",3,NA,NA
"1638","13:43565886|43578690",NA,NA,2
"1639","13:43573051|43578690",10,NA,7
"1640","13:43588289|43615299",2,NA,NA
"1641","13:44487652|44487885",NA,5,NA
"1642","13:44885188|44976991",4,NA,5
"1643","13:44976855|45001897",NA,NA,8
"1644","13:45027758|45038356",5,NA,8
"1645","13:45055701|45056734",NA,NA,2
"1646","13:45100340|45123654",NA,NA,6
"1647","13:45123521|45147214",8,NA,NA
"1648","13:45123521|45149486",NA,NA,2
"1649","13:45948984|46005932",NA,2,3
"1650","13:46072363|46110051",NA,NA,4
"1651","13:48974001|48976611",NA,NA,4
"1652","13:49038748|49039354",5,13,36
"1653","13:49075157|49075726",NA,NA,4
"1654","13:49085772|49087554",9,20,32
"1655","13:49085772|49102779",4,NA,NA
"1656","13:49099417|49102779",NA,NA,4
"1657","13:49390899|49394147",NA,NA,9
"1658","13:49416023|49416233",NA,NA,2
"1659","13:49439169|49451538",6,NA,NA
"1660","13:49440493|49440851",4,NA,NA
"1661","13:49537035|49537946",NA,NA,4
"1662","13:49857746|49859361",2,3,8
"1663","13:51277123|51298571",NA,NA,4
"1664","13:51824842|51828065",NA,NA,4
"1665","13:52001387|52001805",NA,NA,3
"1666","13:52869081|52869277",NA,NA,3
"1667","13:53505636|53508316",NA,NA,2
"1668","13:53845510|53845713",2,NA,NA
"1669","13:54457559|54457788",NA,NA,2
"1670","13:54477467|54477618",2,NA,NA
"1671","13:54673481|54673688",NA,NA,4
"1672","13:54687516|54689365",NA,NA,2
"1673","13:54799855|54803390",4,NA,NA
"1674","13:54875722|54879265",NA,NA,3
"1675","13:55182701|55208155",3,NA,NA
"1676","13:55198553|55217620",NA,NA,3
"1677","13:55203787|55217620",2,10,4
"1678","13:55223070|55241094",NA,NA,4
"1679","13:55381707|55386675",NA,2,NA
"1680","13:55381707|55395890",NA,NA,3
"1681","13:55437867|55447773",NA,NA,2
"1682","13:55441370|55446489",NA,NA,2
"1683","13:55569601|55569779",NA,NA,2
"1684","13:55742517|55743427",NA,4,NA
"1685","13:55811031|55818166",NA,NA,2
"1686","13:55813999|55818166",NA,NA,6
"1687","13:56252114|56276294",NA,NA,2
"1688","13:58325664|58331138",NA,NA,2
"1689","13:58339535|58346884",NA,3,10
"1690","13:58425795|58425956",NA,2,NA
"1691","13:58713085|58713465",NA,NA,4
"1692","13:58717090|58721335",2,NA,NA
"1693","13:58726218|58736085",NA,2,NA
"1694","13:5914766|5916761",4,NA,NA
"1695","13:59608282|59609987",NA,NA,2
"1696","13:59643146|59655886",NA,NA,3
"1697","13:59660137|59662109",NA,2,NA
"1698","13:59669212|59684187",NA,NA,2
"1699","13:59755059|59765840",NA,NA,2
"1700","13:60864491|60884156",NA,NA,3
"1701","13:63162839|63163777",2,NA,NA
"1702","13:63162839|63165768",2,NA,NA
"1703","13:63208848|63216099",4,NA,7
"1704","13:63429955|63446670",5,2,6
"1705","13:63545896|63550852",2,NA,NA
"1706","13:64042451|64046477",NA,NA,2
"1707","13:64332386|64333285",NA,NA,5
"1708","13:64391447|64395132",5,4,2
"1709","13:64391447|64396313",2,4,17
"1710","13:64515673|64516052",4,NA,NA
"1711","13:67111376|67114605",NA,2,5
"1712","13:67245856|67254376",NA,NA,5
"1713","13:69130465|69130663",NA,NA,6
"1714","13:69658738|69664022",5,NA,6
"1715","13:69661008|69664022",30,27,71
"1716","13:72107828|72108090",2,NA,NA
"1717","13:72357404|72357719",2,NA,NA
"1718","13:72724063|72745005",NA,2,3
"1719","13:72760326|72760545",3,NA,NA
"1720","13:73632379|73637220",NA,NA,2
"1721","13:74328553|74330506",NA,NA,2
"1722","13:74475045|74485658",NA,NA,2
"1723","13:74479417|74485658",NA,NA,4
"1724","13:75309514|75309680",4,NA,NA
"1725","13:75894410|75898207",NA,5,9
"1726","13:77231559|77232579",NA,NA,2
"1727","13:77249040|77274833",NA,NA,4
"1728","13:77480421|77482482",NA,2,NA
"1729","13:78050772|78100223",2,2,NA
"1730","13:78144551|78154591",NA,NA,2
"1731","13:81842766|81848012",NA,NA,6
"1732","13:84231429|84231614",2,NA,NA
"1733","13:84297300|84297498",3,NA,NA
"1734","13:84399348|84408359",11,8,7
"1735","13:86309147|86309305",NA,NA,2
"1736","13:8869898|8887059",NA,NA,3
"1737","13:8885332|8899705",NA,NA,2
"1738","13:8886818|8899705",NA,NA,4
"1739","13:90139191|90140725",NA,NA,26
"1740","13:90139191|90149203",2,NA,3
"1741","13:9168001|9173998",NA,NA,5
"1742","13:9186814|9187337",4,NA,NA
"1743","13:9186814|9201260",4,NA,4
"1744","13:92386334|92393310",10,NA,NA
"1745","13:92386334|92402499",NA,NA,10
"1746","13:92386334|92436866",NA,NA,3
"1747","13:92435660|92449194",5,NA,3
"1748","13:92819262|92821746",NA,2,NA
"1749","13:93182374|93186778",4,NA,NA
"1750","13:93478263|93492587",11,NA,14
"1751","13:93998594|94017066",NA,NA,6
"1752","13:94075734|94077216",NA,NA,2
"1753","13:94076668|94077024",3,NA,NA
"1754","13:94254342|94257343",NA,NA,4
"1755","13:94329740|94329946",5,NA,NA
"1756","13:94361402|94369688",5,2,7
"1757","13:94539845|94545351",5,NA,NA
"1758","13:94616218|94630249",NA,4,NA
"1759","13:94616234|94638532",NA,NA,2
"1760","13:94664672|94668574",5,NA,NA
"1761","13:9658979|9674103",NA,NA,3
"1762","13:96638026|96655695",NA,NA,11
"1763","13:9770808|9785502",21,6,17
"1764","13:98065918|98079092",NA,2,NA
"1765","13:98083310|98090471",NA,NA,3
"1766","13:98165884|98190482",3,NA,NA
"1767","13:98180307|98190482",NA,NA,3
"1768","13:98211506|98213828",8,NA,5
"1769","13:98403823|98405003",NA,NA,3
"1770","13:98644295|98644456",NA,2,NA
"1771","13:98789771|98790114",NA,NA,2
"1772","13:98871526|98882412",NA,2,NA
"1773","13:99364826|99370796",NA,NA,4
"1774","13:99463145|99473288",NA,NA,6
"1775","14:101680525|101681694",NA,NA,5
"1776","14:101714415|101716641",2,NA,NA
"1777","14:101738447|101745126",NA,NA,4
"1778","14:101742543|101745126",NA,NA,3
"1779","14:101744523|101745126",NA,NA,3
"1780","14:101897431|101897609",3,NA,NA
"1781","14:103410002|103412426",6,NA,NA
"1782","14:103446184|103448825",NA,NA,5
"1783","14:103485797|103497713",NA,NA,3
"1784","14:105354421|105362219",NA,NA,2
"1785","14:105525050|105532326",13,2,23
"1786","14:118891561|118906519",2,NA,NA
"1787","14:11938610|11938770",NA,2,NA
"1788","14:120562205|120562824",12,10,48
"1789","14:121296396|121339594",2,NA,2
"1790","14:121308721|121308875",NA,2,NA
"1791","14:121574833|121575064",2,NA,4
"1792","14:121814758|121829360",NA,NA,2
"1793","14:122142534|122145732",3,10,13
"1794","14:122361127|122377186",NA,NA,3
"1795","14:122608652|122621734",NA,NA,2
"1796","14:122608674|122616711",NA,NA,5
"1797","14:122887663|122906083",NA,NA,4
"1798","14:123128874|123129015",NA,NA,4
"1799","14:123178716|123210697",2,NA,3
"1800","14:123187900|123210697",2,NA,NA
"1801","14:123209151|123210697",4,5,3
"1802","14:124850737|124850933",NA,NA,3
"1803","14:14550415|14550663",2,NA,NA
"1804","14:14556650|14576029",NA,NA,3
"1805","14:14692960|14713104",NA,NA,5
"1806","14:14718189|14730314",NA,NA,13
"1807","14:14723281|14730314",2,NA,9
"1808","14:14724789|14730314",2,NA,3
"1809","14:20194702|20195190",NA,NA,4
"1810","14:20357300|20359865",NA,NA,2
"1811","14:20536214|20537753",2,NA,NA
"1812","14:20620315|20623969",2,NA,NA
"1813","14:20726025|20726225",NA,NA,2
"1814","14:20741333|20741430",3,NA,NA
"1815","14:21033435|21035817",3,NA,NA
"1816","14:21284900|21290639",2,NA,13
"1817","14:21431570|21473657",NA,6,NA
"1818","14:21566693|21567566",6,11,48
"1819","14:21676786|21714816",NA,NA,3
"1820","14:21806056|21806248",NA,3,NA
"1821","14:21926791|21926948",2,NA,NA
"1822","14:22627915|22634613",NA,NA,2
"1823","14:22627915|22646610",NA,NA,18
"1824","14:24214098|24216361",NA,NA,2
"1825","14:24240385|24243022",NA,4,2
"1826","14:24260867|24261438",2,NA,NA
"1827","14:25503078|25582097",3,NA,3
"1828","14:25572443|25582097",7,NA,5
"1829","14:25645125|25645317",NA,NA,2
"1830","14:26139267|26151065",2,NA,NA
"1831","14:26143575|26149471",NA,NA,3
"1832","14:26147719|26148710",2,NA,NA
"1833","14:26147719|26151065",NA,NA,2
"1834","14:26306493|26321679",NA,NA,4
"1835","14:26367813|26368178",NA,2,2
"1836","14:27160555|27164577",15,NA,2
"1837","14:27160555|27171817",NA,NA,2
"1838","14:27498782|27503913",4,NA,NA
"1839","14:27762299|27802224",5,NA,NA
"1840","14:30287444|30291096",NA,2,NA
"1841","14:30291912|30292290",NA,2,10
"1842","14:30326063|30327858",NA,NA,2
"1843","14:30388635|30399774",NA,NA,3
"1844","14:30404328|30404813",NA,NA,5
"1845","14:30457079|30460587",NA,NA,2
"1846","14:30487919|30496082",4,NA,NA
"1847","14:30487919|30499949",NA,NA,2
"1848","14:30505893|30509558",NA,NA,5
"1849","14:30505899|30509564",NA,NA,5
"1850","14:30697179|30702035",2,NA,NA
"1851","14:30728415|30730824",NA,NA,2
"1852","14:30739013|30739370",NA,NA,4
"1853","14:30747454|30767382",NA,NA,3
"1854","14:30752800|30758016",6,NA,4
"1855","14:30783425|30811579",NA,NA,4
"1856","14:30874173|30874351",6,NA,NA
"1857","14:30991722|30991896",2,NA,NA
"1858","14:31099347|31101476",2,NA,NA
"1859","14:31109675|31133626",NA,2,4
"1860","14:31133497|31156102",NA,NA,4
"1861","14:31187293|31209698",NA,NA,3
"1862","14:31204747|31209698",2,NA,2
"1863","14:31971973|31984788",3,NA,NA
"1864","14:31984640|32006161",NA,NA,2
"1865","14:31993586|32006161",NA,2,NA
"1866","14:32248105|32248835",NA,6,3
"1867","14:32261722|32261893",2,NA,NA
"1868","14:32291695|32292388",2,NA,NA
"1869","14:32953464|32953616",NA,NA,2
"1870","14:33105830|33115064",3,NA,NA
"1871","14:33130004|33132981",NA,NA,7
"1872","14:33354972|33355298",4,NA,NA
"1873","14:33662554|33662754",2,NA,NA
"1874","14:33981581|33990909",NA,NA,2
"1875","14:34156335|34156691",3,NA,NA
"1876","14:34413638|34417062",3,6,13
"1877","14:34452505|34453566",4,NA,14
"1878","14:34461187|34466861",NA,NA,4
"1879","14:36618211|36631169",5,NA,NA
"1880","14:36618211|36640553",NA,3,NA
"1881","14:36640390|36648886",9,4,NA
"1882","14:36660540|36663221",NA,NA,3
"1883","14:38050140|38050309",NA,NA,2
"1884","14:3882697|3895520",NA,NA,2
"1885","14:39564132|39564421",NA,NA,2
"1886","14:40537700|40542792",NA,NA,8
"1887","14:40562181|40582696",NA,NA,2
"1888","14:40562181|40596196",NA,NA,7
"1889","14:40576035|40576188",NA,3,NA
"1890","14:40582548|40596196",NA,NA,2
"1891","14:40594486|40596200",2,NA,NA
"1892","14:40898449|40899366",NA,2,NA
"1893","14:4458425|4461127",2,2,19
"1894","14:4458425|4467168",NA,NA,3
"1895","14:4506374|4506635",7,17,20
"1896","14:4506374|4544100",NA,NA,3
"1897","14:45389214|45389383",NA,NA,2
"1898","14:45599021|45599257",NA,NA,4
"1899","14:45853986|45858297",NA,NA,3
"1900","14:45856725|45858297",NA,NA,8
"1901","14:46946530|46946683",6,NA,NA
"1902","14:47253733|47254252",NA,NA,2
"1903","14:47920839|47923800",NA,3,NA
"1904","14:47952088|47957742",2,NA,NA
"1905","14:48405653|48416733",NA,NA,8
"1906","14:48709780|48724367",NA,NA,7
"1907","14:51044956|51045107",27,5,20
"1908","14:51166658|51167147",4,NA,NA
"1909","14:52232336|52233864",3,2,23
"1910","14:52357929|52358578",NA,NA,2
"1911","14:54505459|54505785",4,NA,NA
"1912","14:54611298|54615367",3,NA,NA
