"","circ_id","mmu1","mmu2","mmu3"
"1440","12:13406824|13429770",NA,1,NA
"1441","12:13410931|13412616",2,1,3
"1442","12:13424696|13429770",NA,NA,2
"1443","12:13424696|13458308",NA,NA,2
"1444","12:13440925|13443533",3,3,3
"1445","12:13455374|13458308",NA,NA,5
"1446","12:13458194|13491581",NA,NA,4
"1447","12:13463528|13491947",NA,NA,5
"1448","12:13482897|13491947",NA,5,NA
"1449","12:13519841|13524238",NA,1,5
"1450","12:13519841|13534045",2,NA,8
"1451","12:13532386|13534045",2,3,12
"1452","12:16594644|16596808",NA,3,3
"1453","12:16598877|16618520",NA,2,NA
"1454","12:16603949|16611052",12,NA,44
"1455","12:16610982|16618520",NA,NA,2
"1456","12:16618390|16629978",NA,NA,1
"1457","12:17018211|17018767",NA,NA,2
"1458","12:17022981|17026113",1,NA,NA
"1459","12:17335113|17338181",1,NA,NA
"1460","12:17374887|17375134",3,NA,NA
"1461","12:17452073|17456897",3,NA,1
"1462","12:21267975|21280957",3,NA,2
"1463","12:21324766|21329531",NA,NA,1
"1464","12:21379054|21382211",5,NA,7
"1465","12:21399785|21404014",NA,NA,2
"1466","12:24634303|24634944",2,3,NA
"1467","12:24658431|24662239",NA,NA,3
"1468","12:24928189|24974293",1,NA,5
"1469","12:25044810|25047329",NA,NA,16
"1470","12:25058057|25058691",NA,NA,4
"1471","12:25063295|25067051",NA,NA,3
"1472","12:25369301|25369455",1,NA,NA
"1473","12:28702023|28703223",4,NA,13
"1474","12:28702023|28705683",NA,1,NA
"1475","12:31667073|31676875",1,NA,4
"1476","12:31667073|31680892",NA,NA,2
"1477","12:31674113|31680892",NA,NA,1
"1478","12:31840845|31852482",NA,NA,3
"1479","12:31883180|31889853",5,NA,7
"1480","12:31883180|31950972",NA,NA,1
"1481","12:31936203|31950972",NA,NA,2
"1482","12:3287284|3288112",NA,NA,11
"1483","12:33391919|33396087",NA,NA,1
"1484","12:34423876|34424137",NA,1,NA
"1485","12:3492473|3507209",3,5,22
"1486","12:3492473|3524613",NA,1,4
"1487","12:3492473|3534608",NA,NA,1
"1488","12:3501661|3507209",NA,NA,5
"1489","12:3505546|3507209",2,NA,NA
"1490","12:35128898|35132970",NA,2,NA
"1491","12:35128898|35136983",NA,4,5
"1492","12:35128898|35142912",NA,NA,2
"1493","12:35150537|35162503",NA,1,NA
"1494","12:35182019|35190279",NA,NA,1
"1495","12:36168985|36184954",2,NA,1
"1496","12:3639170|3646862",11,1,14
"1497","12:3639170|3667691",4,1,NA
"1498","12:3646648|3698389",5,NA,NA
"1499","12:36551976|36572050",NA,2,NA
"1500","12:3667605|3682964",NA,2,NA
"1501","12:3667605|3694022",NA,NA,14
"1502","12:3667605|3698389",36,26,167
"1503","12:3667605|3736862",NA,2,11
"1504","12:3682809|3694022",NA,NA,2
"1505","12:3682809|3698389",6,4,25
"1506","12:3693916|3698389",3,4,11
"1507","12:3784938|3801907",2,NA,10
"1508","12:3798424|3801907",5,8,3
"1509","12:3799469|3801907",8,4,10
"1510","12:3915984|3923428",NA,1,NA
"1511","12:3945542|3947042",NA,NA,5
"1512","12:3949192|3952814",1,NA,NA
"1513","12:40413132|40428873",NA,NA,5
"1514","12:40671219|40699488",NA,NA,1
"1515","12:4266518|4267322",NA,1,NA
"1516","12:4324693|4328219",2,NA,NA
"1517","12:4356423|4365865",NA,NA,1
"1518","12:4363025|4373045",NA,NA,2
"1519","12:4389017|4404509",5,NA,NA
"1520","12:45062210|45066438",NA,NA,6
"1521","12:4680636|4683562",NA,NA,1
"1522","12:4708014|4716326",2,NA,6
"1523","12:4812326|4814147",NA,1,NA
"1524","12:4933822|4935858",NA,NA,1
"1525","12:4941314|4944679",1,NA,NA
"1526","12:4987386|4995022",1,2,NA
"1527","12:4993154|4995022",NA,NA,2
"1528","12:4994905|5004657",NA,2,8
"1529","12:5011217|5056791",NA,NA,12
"1530","12:51436064|51440693",NA,NA,6
"1531","12:51640574|51640700",1,NA,NA
"1532","12:51666596|51670126",NA,NA,2
"1533","12:51694776|51702266",NA,NA,1
"1534","12:51694776|51708496",3,NA,NA
"1535","12:51702184|51708496",6,NA,16
"1536","12:51763724|51769831",NA,5,18
"1537","12:51806001|51807953",12,7,42
"1538","12:51819056|51819488",13,15,36
"1539","12:51819056|51821573",NA,NA,3
"1540","12:51820609|51821573",NA,NA,4
"1541","12:51821433|51823413",1,3,1
"1542","12:51844619|51850679",NA,NA,2
"1543","12:51850451|51874296",NA,NA,1
"1544","12:51874134|51874296",2,NA,NA
"1545","12:51968120|51971956",4,1,NA
"1546","12:51994537|51996870",3,NA,4
"1547","12:52002162|52003053",5,NA,NA
"1548","12:53547816|53548061",2,NA,2
"1549","12:53547816|53548223",NA,1,NA
"1550","12:53547816|53687319",1,NA,5
"1551","12:54738784|54739741",NA,3,2
"1552","12:54798566|54798885",NA,NA,3
"1553","12:54803820|54814927",1,NA,NA
"1554","12:54807183|54812464",NA,1,NA
"1555","12:54810404|54830904",NA,NA,1
"1556","12:54812368|54817625",NA,NA,3
"1557","12:54946784|54947343",NA,1,NA
"1558","12:54958094|54963852",2,1,NA
"1559","12:54959361|54965347",3,NA,NA
"1560","12:55001482|55022167",3,NA,NA
"1561","12:55021888|55022167",NA,NA,12
"1562","12:55104026|55109894",NA,1,NA
"1563","12:55454253|55459150",2,NA,NA
"1564","12:55454253|55461283",NA,NA,1
"1565","12:55804710|55809522",NA,NA,2
"1566","12:55829566|55842561",NA,NA,1
"1567","12:57350130|57354250",4,NA,14
"1568","12:57350130|57411020",NA,NA,1
"1569","12:57372309|57379245",NA,NA,6
"1570","12:57372309|57411020",1,NA,1
"1571","12:59043921|59048841",NA,NA,1
"1572","12:59051275|59054021",5,NA,NA
"1573","12:59097053|59098494",NA,NA,5
"1574","12:59191484|59196354",NA,NA,2
"1575","12:65033166|65037864",2,NA,2
"1576","12:65039318|65042455",1,NA,NA
"1577","12:65039318|65049535",NA,NA,2
"1578","12:65042279|65049535",NA,NA,1
"1579","12:65043665|65053198",NA,NA,2
"1580","12:69349097|69350736",4,4,9
"1581","12:69367146|69369124",7,8,35
"1582","12:69650249|69654186",NA,NA,2
"1583","12:69653963|69657600",NA,1,NA
"1584","12:69695225|69704852",2,NA,NA
"1585","12:70030982|70031426",NA,NA,2
"1586","12:70940380|70941782",NA,NA,1
"1587","12:71030092|71039854",NA,NA,3
"1588","12:71030097|71035263",NA,NA,1
"1589","12:71106835|71108402",1,NA,NA
"1590","12:71106835|71110098",NA,3,NA
"1591","12:71121709|71122843",NA,NA,2
"1592","12:71942500|71962562",NA,4,2
"1593","12:72830456|72831310",2,NA,NA
"1594","12:72830456|72833563",4,NA,NA
"1595","12:73214773|73235039",3,NA,NA
"1596","12:73225978|73235039",3,NA,NA
"1597","12:73391566|73398947",NA,NA,1
"1598","12:73738321|73749686",NA,NA,5
"1599","12:73805659|73806515",NA,1,NA
"1600","12:73977430|73983070",NA,NA,2
"1601","12:73977430|73987405",2,NA,3
"1602","12:75531905|75562572",NA,NA,4
"1603","12:76020050|76055715",NA,NA,2
"1604","12:76078049|76085859",8,NA,3
"1605","12:76118901|76122682",NA,NA,5
"1606","12:76347161|76348172",NA,NA,1
"1607","12:77324134|77325806",NA,NA,5
"1608","12:77324134|77379103",4,NA,3
"1609","12:77324134|77412133",2,NA,NA
"1610","12:77324134|77497050",NA,NA,1
"1611","12:77370618|77379103",5,NA,NA
"1612","12:77411742|77412133",6,NA,7
"1613","12:77459485|77497050",2,NA,NA
"1614","12:77495246|77497050",NA,NA,1
"1615","12:78390125|78459207",6,4,23
"1616","12:78390125|78501625",NA,1,12
"1617","12:78390125|78551525",NA,3,NA
"1618","12:78390125|78637445",NA,NA,2
"1619","12:78459114|78540831",NA,NA,2
"1620","12:78551390|78637445",11,3,17
"1621","12:78637307|78684353",NA,1,1
"1622","12:78841018|78844164",1,NA,3
"1623","12:78865977|78871646",NA,NA,1
"1624","12:79310546|79311207",1,5,11
"1625","12:79332032|79333101",NA,NA,3
"1626","12:80225075|80228282",NA,NA,4
"1627","12:80395093|80423505",3,NA,2
"1628","12:80410777|80423505",1,NA,11
"1629","12:80410777|80451472",NA,NA,2
"1630","12:80423291|80451472",5,NA,NA
"1631","12:80444426|80451472",14,1,6
"1632","12:80915200|80916984",3,3,9
"1633","12:81151380|81152785",NA,1,NA
"1634","12:81521360|81557739",NA,1,NA
"1635","12:81790571|81819867",NA,NA,1
"1636","12:81819453|81819867",NA,NA,2
"1637","12:81941756|81959484",NA,NA,2
"1638","12:82387435|82389273",NA,NA,3
"1639","12:83341135|83397669",NA,NA,1
"1640","12:83575941|83577680",NA,NA,1
"1641","12:83580640|83582753",5,NA,NA
"1642","12:83621405|83621910",NA,NA,1
"1643","12:83746128|83778566",NA,NA,1
"1644","12:83759077|83761679",2,NA,NA
"1645","12:83854874|83889132",NA,NA,3
"1646","12:83878695|83902298",7,3,7
"1647","12:83878695|83923586",NA,3,NA
"1648","12:83888991|83923586",NA,NA,1
"1649","12:84171248|84178161",NA,NA,6
"1650","12:84171248|84183411",7,NA,NA
"1651","12:84339057|84342109",NA,NA,3
"1652","12:84339057|84344976",NA,2,3
"1653","12:84344784|84355206",NA,NA,6
"1654","12:84368585|84369793",NA,1,8
"1655","12:84372344|84379798",NA,1,NA
"1656","12:84655343|84656247",NA,4,NA
"1657","12:84997826|84998155",2,NA,NA
"1658","12:85075543|85077661",NA,NA,1
"1659","12:85089715|85091298",2,NA,NA
"1660","12:85096465|85097146",NA,NA,7
"1661","12:85168760|85170645",NA,NA,2
"1662","12:85359719|85361376",2,NA,7
"1663","12:85654906|85678523",3,NA,NA
"1664","12:85910337|85926249",4,4,13
"1665","12:85923264|85926249",1,NA,6
"1666","12:86003339|86003494",NA,NA,2
"1667","12:86116120|86116684",NA,NA,1
"1668","12:86303641|86315835",13,NA,12
"1669","12:86307350|86315835",NA,3,11
"1670","12:87359471|87360960",NA,NA,4
"1671","12:87382805|87393575",2,NA,NA
"1672","12:87382805|87397159",NA,1,NA
"1673","12:87393481|87397159",NA,NA,4
"1674","12:87397034|87403476",NA,NA,1
"1675","12:8748090|8756041",12,8,14
"1676","12:8778855|8779149",2,NA,NA
"1677","12:88397790|88413527",2,NA,NA
"1678","12:91333116|91336970",NA,1,NA
"1679","12:98200500|98209031",NA,NA,2
"1680","12:98624471|98630564",2,NA,NA
"1681","12:98912827|98930866",NA,1,NA
"1682","12:99257495|99355176",NA,NA,6
"1683","12:99307680|99355176",NA,NA,1
"1684","12:99354619|99355176",2,NA,5
"1685","13:100104148|100113030",NA,NA,3
"1686","13:100167292|100171778",NA,2,NA
"1687","13:100171591|100174780",NA,NA,1
"1688","13:100263094|100264869",NA,NA,3
"1689","13:100612977|100613718",NA,1,NA
"1690","13:100671470|100677692",NA,NA,4
"1691","13:100823616|100830216",NA,NA,4
"1692","13:100846581|100848104",NA,NA,2
"1693","13:100853008|100855878",NA,3,NA
"1694","13:100949155|100954721",NA,NA,11
"1695","13:100951103|100954721",NA,1,NA
"1696","13:101893833|101894547",8,3,35
"1697","13:102897467|102897925",NA,NA,2
"1698","13:102917667|102925572",2,NA,NA
"1699","13:102930476|102947078",6,NA,NA
"1700","13:102941149|102990427",5,NA,NA
"1701","13:103276670|103308064",NA,1,5
"1702","13:104020650|104025793",80,16,114
"1703","13:104182696|104189147",NA,2,2
"1704","13:104182696|104198360",NA,NA,4
"1705","13:104187002|104189147",5,NA,3
"1706","13:104205702|104209530",NA,NA,1
"1707","13:104303366|104306396",NA,NA,3
"1708","13:104321233|104324751",NA,NA,5
"1709","13:104794536|104857027",NA,NA,2
"1710","13:106948715|106978718",NA,NA,4
"1711","13:106959463|106984844",NA,NA,1
"1712","13:106978596|106984844",NA,NA,1
"1713","13:106997368|107012115",NA,NA,2
"1714","13:107046707|107047324",1,5,1
"1715","13:107119031|107121667",NA,1,NA
"1716","13:107119031|107124583",NA,NA,3
"1717","13:107874906|107884898",3,NA,NA
"1718","13:107906094|107924544",NA,2,NA
"1719","13:107924187|107924544",3,NA,NA
"1720","13:108408338|108416247",NA,NA,2
"1721","13:108498768|108500197",3,NA,NA
"1722","13:108790638|108822627",3,NA,NA
"1723","13:109876920|109909214",NA,NA,3
"1724","13:111891176|111912552",NA,NA,1
"1725","13:111893146|111893719",NA,1,NA
"1726","13:111894599|111912552",NA,NA,1
"1727","13:111904496|111912552",2,NA,2
"1728","13:112634255|112635423",4,NA,NA
"1729","13:112806120|112850781",NA,NA,2
"1730","13:112831774|112850781",NA,NA,4
"1731","13:113081603|113084889",3,NA,NA
"1732","13:114037538|114070659",NA,1,NA
"1733","13:119566695|119577407",NA,1,7
"1734","13:119584250|119586546",1,NA,2
"1735","13:119584250|119592325",NA,NA,2
"1736","13:12231695|12240527",NA,NA,1
"1737","13:12240347|12242755",NA,NA,1
"1738","13:12247787|12256551",NA,NA,1
"1739","13:12450709|12452714",2,NA,NA
"1740","13:12469615|12474197",NA,NA,5
"1741","13:14150022|14155281",NA,1,NA
"1742","13:14161937|14166137",2,NA,3
"1743","13:14179727|14181122",1,NA,NA
"1744","13:14183199|14189408",3,NA,NA
"1745","13:14194286|14203991",NA,NA,1
"1746","13:14294725|14303850",1,NA,NA
"1747","13:14317564|14328077",NA,NA,4
"1748","13:14344503|14344764",5,NA,NA
"1749","13:17901704|17913777",1,NA,NA
"1750","13:17913501|17947542",NA,NA,1
"1751","13:17924841|17947542",6,NA,NA
"1752","13:17937688|17947542",1,3,7
"1753","13:17946885|17947542",NA,NA,1
"1754","13:18063091|18071687",2,NA,NA
"1755","13:18994601|18998463",NA,NA,8
"1756","13:20369523|20393381",NA,NA,2
"1757","13:24208305|24229065",1,NA,NA
"1758","13:24220167|24278553",NA,NA,2
"1759","13:24248559|24278553",NA,NA,5
"1760","13:25020837|25024541",NA,2,NA
"1761","13:25022129|25024541",NA,2,3
"1762","13:28689688|28745562",5,NA,6
"1763","13:28689688|28792611",1,NA,4
"1764","13:28852352|28853977",10,NA,9
"1765","13:28852352|28914486",NA,NA,2
"1766","13:28895099|28914486",NA,NA,6
"1767","13:29067297|29069273",NA,NA,1
"1768","13:29701395|29736378",NA,NA,3
"1769","13:29875581|29901800",NA,NA,5
"1770","13:30030210|30034091",4,3,3
"1771","13:30102558|30104208",NA,NA,1
"1772","13:30378518|30386403",3,2,6
"1773","13:31109705|31124753",NA,NA,2
"1774","13:32284339|32312082",NA,NA,2
"1775","13:32310982|32312082",NA,5,4
"1776","13:32409117|32418380",NA,13,2
"1777","13:33000235|33005101",NA,2,NA
"1778","13:34482979|34489244",1,NA,NA
"1779","13:35171451|35177213",NA,NA,1
"1780","13:35999891|36000558",15,14,87
"1781","13:35999891|36047392",NA,NA,3
"1782","13:3606313|3607057",3,NA,11
"1783","13:3606313|3612037",1,NA,NA
"1784","13:3606925|3612037",4,NA,NA
"1785","13:3638297|3638534",NA,NA,1
"1786","13:36416104|36430477",7,7,25
"1787","13:36525919|36594213",NA,2,NA
"1788","13:38072846|38077960",1,NA,NA
"1789","13:38072846|38083763",22,5,32
"1790","13:38072846|38100571",NA,NA,3
"1791","13:38076527|38083763",2,NA,NA
"1792","13:38099997|38100571",2,3,3
"1793","13:38232855|38234921",NA,NA,2
"1794","13:38404663|38405369",5,NA,3
"1795","13:39138084|39139912",2,NA,2
"1796","13:40872667|40874863",NA,NA,1
"1797","13:41492052|41492496",NA,1,4
"1798","13:42208875|42209018",NA,NA,1
"1799","13:43560087|43578690",NA,NA,1
"1800","13:43565886|43578690",NA,NA,1
"1801","13:43573051|43578690",10,NA,7
"1802","13:43574686|43578690",NA,NA,1
"1803","13:43576026|43578690",NA,NA,1
"1804","13:43588289|43615299",2,NA,NA
"1805","13:44885188|44976991",4,NA,5
"1806","13:44976855|45001897",NA,1,8
"1807","13:45027758|45038356",5,NA,5
"1808","13:45123521|45147214",4,NA,NA
"1809","13:45851296|46005932",NA,NA,1
"1810","13:45851296|46110051",3,NA,4
"1811","13:45888590|46005932",7,NA,NA
"1812","13:45888590|46110051",3,NA,1
"1813","13:45948984|46005932",NA,2,3
"1814","13:45948984|46110051",1,1,4
"1815","13:46005803|46110051",15,4,10
"1816","13:48974001|48976611",NA,NA,4
"1817","13:49038748|49039354",8,13,44
"1818","13:49075157|49075726",NA,NA,4
"1819","13:49085772|49087554",16,18,41
"1820","13:49085772|49102779",4,NA,1
"1821","13:49099417|49102779",1,1,5
"1822","13:49390899|49394147",NA,NA,7
"1823","13:49439169|49451538",3,NA,NA
"1824","13:49840861|49842119",1,NA,1
"1825","13:49857746|49859361",3,5,9
"1826","13:49859262|49869305",1,NA,NA
"1827","13:49861881|49863249",NA,NA,1
"1828","13:51277123|51298571",NA,NA,4
"1829","13:51281960|51298571",4,NA,NA
"1830","13:51824842|51828065",NA,NA,2
"1831","13:52001387|52001805",NA,NA,3
"1832","13:52992121|52995100",NA,NA,1
"1833","13:53505636|53508316",NA,NA,2
"1834","13:54687516|54689365",NA,NA,2
"1835","13:54700710|54701117",NA,NA,3
"1836","13:54799855|54803390",4,NA,NA
"1837","13:54835744|54835984",2,NA,NA
"1838","13:54875722|54879265",NA,NA,3
"1839","13:55182701|55208155",3,NA,NA
"1840","13:55198553|55208155",NA,NA,1
"1841","13:55198553|55217620",NA,NA,3
"1842","13:55203787|55217620",6,14,11
"1843","13:55223070|55241094",NA,NA,4
"1844","13:55225215|55233507",NA,1,NA
"1845","13:55260848|55270328",NA,NA,1
"1846","13:55361873|55386675",2,NA,NA
"1847","13:55381707|55386675",NA,1,NA
"1848","13:55381707|55395890",NA,NA,3
"1849","13:55409356|55411255",NA,NA,1
"1850","13:55416260|55430595",NA,NA,1
"1851","13:55437867|55447773",NA,NA,1
"1852","13:55441370|55446489",NA,NA,2
"1853","13:55742517|55743427",1,2,NA
"1854","13:55785838|55795605",NA,1,NA
"1855","13:55811031|55818166",NA,NA,2
"1856","13:55813999|55818166",1,1,6
"1857","13:56252114|56276294",NA,NA,1
"1858","13:58339535|58346884",NA,3,14
"1859","13:58391615|58412013",NA,NA,3
"1860","13:58717090|58721335",2,NA,NA
"1861","13:58724538|58730513",NA,1,NA
"1862","13:58726218|58736085",NA,2,3
"1863","13:5914766|5916761",4,NA,NA
"1864","13:59608282|59613930",1,NA,NA
"1865","13:59630330|59644873",NA,NA,1
"1866","13:59660137|59662109",NA,2,NA
"1867","13:59745853|59748885",NA,1,NA
"1868","13:59790056|59797479",NA,NA,1
"1869","13:60864491|60884156",NA,1,3
"1870","13:63208848|63216099",5,NA,8
"1871","13:63429955|63446670",5,1,3
"1872","13:63545896|63550852",2,NA,NA
"1873","13:64291968|64293494",NA,NA,1
"1874","13:64391447|64395132",5,4,2
"1875","13:64515673|64516052",4,1,NA
"1876","13:65222799|65223516",1,NA,NA
"1877","13:67111376|67114605",NA,1,5
"1878","13:68729587|68729739",1,NA,NA
"1879","13:68816588|69036239",NA,NA,2
"1880","13:69130465|69130663",NA,NA,5
"1881","13:69657681|69664022",NA,1,NA
"1882","13:69658738|69664022",9,NA,6
"1883","13:69661008|69664022",27,36,71
"1884","13:69769723|69774670",1,NA,NA
"1885","13:70765215|70768888",NA,NA,1
"1886","13:72778689|72779095",NA,NA,4
"1887","13:73632379|73637220",NA,NA,2
"1888","13:74328553|74330506",NA,NA,2
"1889","13:74475045|74485658",NA,NA,1
"1890","13:74479417|74485658",NA,NA,4
"1891","13:75894410|75898207",NA,4,7
"1892","13:76050296|76087757",NA,NA,1
"1893","13:77231559|77232579",NA,1,2
"1894","13:77249040|77274833",NA,NA,2
"1895","13:77464466|77482482",NA,1,NA
"1896","13:77480421|77482482",NA,1,NA
"1897","13:78050772|78100223",1,2,2
"1898","13:81842766|81848012",NA,NA,3
"1899","13:84399348|84408359",14,9,9
"1900","13:8869898|8887059",NA,NA,3
"1901","13:8869898|8899705",NA,NA,1
"1902","13:8885332|8887059",2,NA,NA
"1903","13:8885332|8899705",NA,NA,1
"1904","13:8885332|8911301",NA,NA,1
"1905","13:8886818|8899705",NA,NA,2
"1906","13:8894822|8899705",1,NA,NA
"1907","13:90139191|90140725",1,3,23
"1908","13:90139191|90149203",2,NA,5
"1909","13:91672703|91712813",NA,NA,7
"1910","13:9186814|9187337",2,NA,NA
"1911","13:9186814|9201260",2,NA,2
"1912","13:9187190|9195554",NA,NA,1
"1913","13:92357463|92372236",NA,NA,1
"1914","13:92372081|92386446",NA,1,NA
"1915","13:92386334|92393310",7,NA,NA
"1916","13:92386334|92402499",NA,1,10
"1917","13:92386334|92436866",NA,NA,3
"1918","13:92435660|92436866",NA,NA,1
"1919","13:92435660|92449194",5,NA,3
"1920","13:92603484|92604670",NA,1,NA
"1921","13:92603484|92614461",NA,NA,1
"1922","13:92819262|92821746",NA,2,NA
"1923","13:93182374|93186778",4,NA,NA
"1924","13:93304433|93322984",NA,NA,1
"1925","13:93478263|93492587",6,2,15
"1926","13:93926546|93930726",1,NA,NA
"1927","13:93998594|94017066",NA,4,9
"1928","13:94361402|94369688",5,2,10
"1929","13:94531226|94554651",NA,NA,6
"1930","13:94539845|94545351",5,NA,NA
"1931","13:94616234|94630249",NA,1,1
"1932","13:94616234|94638532",NA,NA,2
"1933","13:94664672|94668574",6,3,NA
"1934","13:95145315|95151723",NA,NA,6
"1935","13:9543140|9556725",NA,1,NA
"1936","13:9658979|9674103",NA,NA,3
"1937","13:96638026|96655695",NA,NA,7
"1938","13:9770808|9785502",17,9,15
"1939","13:98065918|98079092",NA,2,NA
"1940","13:98083310|98090471",NA,NA,3
"1941","13:98165884|98190482",3,NA,NA
"1942","13:98180307|98190482",NA,1,3
"1943","13:98211506|98213828",8,NA,5
"1944","13:98871526|98882412",NA,2,NA
"1945","13:99000215|99003676",NA,NA,1
"1946","13:99003553|99021172",NA,1,1
"1947","13:99012111|99015234",2,NA,1
"1948","13:99012111|99021172",NA,3,NA
"1949","13:99364826|99370796",NA,NA,2
"1950","13:99463145|99473288",NA,NA,6
"1951","14:101714415|101716641",3,NA,NA
"1952","14:101714415|101731914",NA,1,NA
"1953","14:101738447|101745126",NA,1,4
"1954","14:101742543|101745126",NA,NA,3
"1955","14:103326737|103329862",NA,1,NA
"1956","14:103357941|103374075",NA,NA,3
"1957","14:103410002|103412426",3,NA,NA
"1958","14:103446184|103448825",NA,NA,6
"1959","14:10507040|10517057",NA,1,NA
"1960","14:105354421|105362219",NA,NA,2
"1961","14:105525050|105532326",12,2,21
"1962","14:105525050|105535561",NA,NA,2
"1963","14:118390980|118391338",1,NA,NA
"1964","14:118891561|118906519",2,NA,NA
"1965","14:119195279|119205553",NA,NA,1
"1966","14:119269397|119269605",NA,4,NA
"1967","14:120562205|120562824",10,8,53
"1968","14:120622802|120642144",1,NA,NA
"1969","14:121176187|121179297",1,NA,NA
"1970","14:121574833|121575064",1,NA,4
"1971","14:121814758|121829360",NA,NA,2
"1972","14:122142534|122145732",5,8,11
"1973","14:122361127|122377186",NA,NA,3
"1974","14:122608652|122621734",NA,NA,2
"1975","14:122854165|122887742",NA,1,NA
"1976","14:122887663|122906083",NA,1,4
"1977","14:123178716|123210697",1,NA,4
"1978","14:123187900|123210697",2,NA,NA
"1979","14:123209151|123210697",5,4,6
"1980","14:14328228|14332904",NA,1,NA
"1981","14:14550415|14550663",2,NA,NA
"1982","14:14556650|14576029",NA,NA,3
"1983","14:20194702|20195190",NA,NA,2
"1984","14:20402771|20406565",NA,1,NA
"1985","14:20536214|20537753",2,NA,NA
"1986","14:20626540|20633558",NA,NA,1
"1987","14:20633389|20636217",NA,1,NA
"1988","14:20726025|20726225",NA,NA,2
"1989","14:20736922|20738914",NA,NA,1
"1990","14:20738453|20740088",NA,NA,1
"1991","14:20768494|20768986",NA,NA,1
"1992","14:21033435|21035817",3,NA,NA
"1993","14:21045079|21053338",NA,NA,1
"1994","14:21284900|21290639",1,NA,9
"1995","14:21566693|21567566",10,10,46
"1996","14:21676786|21687708",NA,NA,1
"1997","14:21676786|21714816",NA,1,6
"1998","14:21710810|21714816",NA,NA,5
"1999","14:21825030|21833864",NA,NA,1
"2000","14:22627915|22634613",NA,NA,1
"2001","14:22627915|22646610",NA,NA,18
"2002","14:24214098|24216361",NA,NA,2
"2003","14:24226463|24243022",NA,NA,1
"2004","14:24240385|24243022",NA,4,2
"2005","14:25503078|25537248",NA,NA,1
"2006","14:25503078|25582097",3,NA,3
"2007","14:25572443|25582097",17,1,5
"2008","14:26139267|26151065",2,NA,NA
"2009","14:26143575|26149471",NA,NA,5
"2010","14:26147719|26148710",2,NA,NA
"2011","14:26147719|26151065",NA,NA,2
"2012","14:26329244|26333216",1,NA,1
"2013","14:26367813|26368178",NA,5,3
"2014","14:27160555|27164577",15,1,2
"2015","14:27160555|27171817",NA,NA,2
"2016","14:27762299|27802224",5,NA,NA
"2017","14:30287444|30291096",NA,1,NA
"2018","14:30291912|30292290",NA,2,11
"2019","14:30326063|30327858",NA,NA,2
"2020","14:30388635|30399774",NA,NA,3
"2021","14:30487919|30491850",NA,1,NA
"2022","14:30487919|30496082",4,NA,NA
"2023","14:30491755|30499949",NA,1,NA
"2024","14:30505899|30509564",NA,NA,6
"2025","14:30697179|30702035",2,NA,NA
"2026","14:30728415|30730824",NA,NA,2
"2027","14:30739013|30739370",NA,NA,4
"2028","14:30747454|30767382",NA,NA,3
"2029","14:30752800|30758016",6,1,6
"2030","14:30783425|30811579",NA,NA,2
"2031","14:30925183|30926482",NA,1,NA
"2032","14:31099347|31099567",NA,1,NA
"2033","14:31099347|31101476",2,NA,NA
"2034","14:31109675|31133626",NA,2,6
"2035","14:31133497|31156102",NA,NA,4
"2036","14:31204747|31209698",2,NA,2
"2037","14:31204747|31214413",1,NA,7
"2038","14:31911100|31915904",NA,1,NA
"2039","14:31971973|31984788",3,NA,NA
"2040","14:31993586|32006161",NA,2,NA
"2041","14:32248105|32248835",NA,3,3
"2042","14:32291695|32292388",2,NA,NA
"2043","14:33105830|33115064",3,NA,NA
"2044","14:33130004|33132981",NA,NA,4
"2045","14:33981581|33990909",NA,NA,1
"2046","14:34156335|34156691",3,NA,1
"2047","14:34258521|34266374",NA,NA,1
"2048","14:34413638|34414691",NA,NA,1
"2049","14:34413638|34417062",4,6,8
"2050","14:34446662|34451364",NA,NA,1
"2051","14:34452505|34453566",4,1,11
"2052","14:34459812|34461395",NA,NA,5
"2053","14:34461187|34466861",NA,NA,4
"2054","14:36618211|36631169",6,1,NA
"2055","14:36618211|36640553",1,3,NA
"2056","14:36640390|36648886",9,3,NA
"2057","14:36660540|36663221",NA,NA,2
"2058","14:40562181|40582696",NA,NA,1
"2059","14:40562181|40596196",NA,NA,7
"2060","14:40582548|40596196",NA,1,NA
"2061","14:40898449|40899366",NA,1,NA
"2062","14:4458425|4461127",2,2,16
"2063","14:4458425|4467168",NA,NA,3
"2064","14:4506374|4506635",7,19,29
"2065","14:4506374|4544100",NA,NA,5
"2066","14:45197538|45197719",NA,1,NA
"2067","14:45389214|45389383",NA,NA,1
"2068","14:45539149|45539223",NA,NA,1
"2069","14:45853986|45858297",NA,NA,3
"2070","14:45856725|45858297",NA,NA,8
"2071","14:47253733|47254252",NA,NA,2
"2072","14:47742442|47744903",1,NA,NA
"2073","14:47904752|47907755",NA,NA,1
"2074","14:47904752|47923800",NA,NA,1
"2075","14:47920839|47923800",8,4,10
"2076","14:47952088|47957742",2,NA,NA
"2077","14:48709780|48724367",NA,NA,7
"2078","14:48717760|48722510",NA,NA,1
"2079","14:49316151|49321412",NA,NA,1
"2080","14:51081479|51081636",NA,NA,1
"2081","14:51166658|51167147",2,NA,NA
"2082","14:52232336|52233864",3,NA,25
"2083","14:52357929|52358578",NA,NA,2
"2084","14:52384666|52387950",NA,1,NA
"2085","14:52400143|52400770",NA,1,NA
