"gene_id","gene_name"
"ENSMFUG00012010800004","novel_gene_302_5d71f2e7"
"ENSMFUG00012012000244","novel_gene_269_5d846b90"
"ENSMFUG00012042600244","novel_gene_316_5d769ab4"
"ENSMFUG00012005902093","novel_gene_193_5d71f2e7"
"ENSMFUG00012044004173","novel_gene_1199_5d71f2e7"
"ENSMFUG00012014800004","novel_gene_424_5d71f2e7"
"ENSMFUG00012035100004","novel_gene_1086_5d71f2e7"
"ENSMFUG00012005200004","novel_gene_176_5d71f2e7"
"ENSMFUG00012015800004","novel_gene_445_5d71f2e7"
"ENSMFUG00012012700244","novel_gene_1525_5d71f2e7"
"ENSMFUG00012026100244","novel_gene_1563_5d71f2e7"
"ENSMFUG00012031100004","novel_gene_970_5d71f2e7"
"ENSMFUG00012012300004","novel_gene_346_5d71f2e7"
"ENSMFUG00012005700004","novel_gene_1290_5d71f2e7"
"ENSMFUG00012008600244","novel_gene_299_5d769ab4"
"ENSMFUG00012016600004","novel_gene_483_5d71f2e7"
"ENSMFUG00012003200174","novel_gene_91_5d71f2e7"
"ENSMFUG00012042300004","novel_gene_1150_5d71f2e7"
"ENSMFUG00012020300004","novel_gene_590_5d71f2e7"
"ENSMFUG00012020900004","novel_gene_165_5d769ab4"
"ENSMFUG00012012800244","novel_gene_288_5d846b90"
"ENSMFUG00012026500004","novel_gene_840_5d71f2e7"
"ENSMFUG00012002300004","novel_gene_76_5d71f2e7"
"ENSMFUG00012031000004","novel_gene_964_5d71f2e7"
"ENSMFUG00012037900004","novel_gene_1105_5d71f2e7"
"ENSMFUG00012048700004","novel_gene_1277_5d71f2e7"
"ENSMFUG00012009900004","novel_gene_283_5d71f2e7"
"ENSMFUG00012017200004","novel_gene_509_5d71f2e7"
"ENSMFUG00012034000004","novel_gene_1591_5d71f2e7"
"ENSMFUG00012041000004","novel_gene_1131_5d71f2e7"
"ENSMFUG00012013600004","novel_gene_383_5d71f2e7"
"ENSMFUG00012048300004","novel_gene_1271_5d71f2e7"
"ENSMFUG00012014400244","novel_gene_1363_5d71f2e7"
"ENSMFUG00012027900244","novel_gene_273_5d846b90"
"ENSMFUG00012010600004","novel_gene_301_5d71f2e7"
"ENSMFUG00012026200244","novel_gene_296_5d846b90"
"ENSMFUG00012002400004","novel_gene_79_5d71f2e7"
"ENSMFUG00012020200004","novel_gene_588_5d71f2e7"
"ENSMFUG00012013900004","novel_gene_396_5d71f2e7"
"ENSMFUG00012002800004","novel_gene_86_5d71f2e7"
"ENSMFUG00012006800244","novel_gene_281_5d769ab4"
"ENSMFUG00012006600244","novel_gene_1345_5d71f2e7"
"ENSMFUG00012032600094","novel_gene_1305_5d71f2e7"
"ENSMFUG00012031900004","novel_gene_993_5d71f2e7"
"ENSMFUG00012008500244","novel_gene_286_5d846b90"
"ENSMFUG00012046700004","novel_gene_1241_5d71f2e7"
"ENSMFUG00012001700004","novel_gene_37_5d71f2e7"
"ENSMFUG00012009503113","novel_gene_268_5d71f2e7"
"ENSMFUG00012005100004","novel_gene_173_5d71f2e7"
"ENSMFUG00012042400244","novel_gene_1613_5d71f2e7"
"ENSMFUG00012043800024","novel_gene_1197_5d71f2e7"
"ENSMFUG00012005800004","novel_gene_187_5d71f2e7"
"ENSMFUG00012048800004","novel_gene_1281_5d71f2e7"
"ENSMFUG00012013500004","novel_gene_379_5d71f2e7"
"ENSMFUG00012023200004","novel_gene_725_5d71f2e7"
"ENSMFUG00012014500244","novel_gene_270_5d846b90"
"ENSMFUG00012019600034","novel_gene_576_5d71f2e7"
"ENSMFUG00012019800244","novel_gene_1543_5d71f2e7"
"ENSMFUG00012005300004","novel_gene_178_5d71f2e7"
"ENSMFUG00012042501243","novel_gene_305_5d846b90"
"ENSMFUG00012019900244","novel_gene_290_5d846b90"
"ENSMFUG00012004000154","novel_gene_106_5d71f2e7"
"ENSMFUG00012018900004","novel_gene_549_5d71f2e7"
"ENSMFUG00012045200004","novel_gene_1622_5d71f2e7"
"ENSMFUG00012013300004","novel_gene_374_5d71f2e7"
"ENSMFUG00012032900004","novel_gene_1026_5d71f2e7"
"ENSMFUG00012022900244","novel_gene_1557_5d71f2e7"
"ENSMFUG00012011900244","novel_gene_1356_5d71f2e7"
"ENSMFUG00012048600004","novel_gene_1276_5d71f2e7"
"ENSMFUG00012043600004","novel_gene_1195_5d71f2e7"
"ENSMFUG00012013800004","novel_gene_388_5d71f2e7"
"ENSMFUG00012035400004","novel_gene_1089_5d71f2e7"
"ENSMFUG00012016800004","novel_gene_492_5d71f2e7"
"ENSMFUG00012012900244","novel_gene_301_5d769ab4"
"ENSMFUG00012014000004","novel_gene_403_5d71f2e7"
"ENSMFUG00012042902171","novel_gene_1165_5d71f2e7"
"ENSMFUG00012015100004","novel_gene_432_5d71f2e7"
"ENSMFUG00012020700004","novel_gene_606_5d71f2e7"
"ENSMFUG00012033000004","novel_gene_1029_5d71f2e7"
"ENSMFUG00012029600004","novel_gene_929_5d71f2e7"
"ENSMFUG00012013200004","novel_gene_362_5d71f2e7"
"ENSMFUG00012025300004","novel_gene_794_5d71f2e7"
"ENSMFUG00059004000164","novel_gene_3492_5d71f2e7"
"ENSMFUG00059003600074","novel_gene_3489_5d71f2e7"
"ENSMFUG00059001300004","novel_gene_3482_5d71f2e7"
"ENSMFUG00059003900024","novel_gene_3491_5d71f2e7"
"ENSMFUG00059000500034","novel_gene_3495_5d71f2e7"
"ENSMFUG00059004100094","novel_gene_3493_5d71f2e7"
"ENSMFUG00059002300004","novel_gene_3485_5d71f2e7"
"ENSMFUG00059000903091","novel_gene_3481_5d71f2e7"
"ENSMFUG00059002100094","novel_gene_3484_5d71f2e7"
"ENSMFUG00077000700074","novel_gene_3579_5d71f2e7"
"ENSMFUG00077001600004","novel_gene_3583_5d71f2e7"
"ENSMFUG00077001400004","novel_gene_3580_5d71f2e7"
"ENSMFUG00077001500004","novel_gene_3581_5d71f2e7"
"ENSMFUG00119000100004","novel_gene_3598_5d71f2e7"
"ENSMFUG00068001500214","novel_gene_3547_5d71f2e7"
"ENSMFUG00068000900004","novel_gene_3550_5d71f2e7"
"ENSMFUG00068001700004","novel_gene_3557_5d71f2e7"
"ENSMFUG00068001200244","novel_gene_606_5d846b90"
"ENSMFUG00001037300244","novel_gene_192_5d71f2e7"
"ENSMFUG00001050500004","novel_gene_1470_5d71f2e7"
"ENSMFUG00001124200094","novel_gene_2140_5d71f2e7"
"ENSMFUG00001125400074","novel_gene_2152_5d71f2e7"
"ENSMFUG00001036100244","novel_gene_1334_5d71f2e7"
"ENSMFUG00001062600244","novel_gene_435_5d769ab4"
"ENSMFUG00001098600174","novel_gene_2401_5d71f2e7"
"ENSMFUG00001109200004","novel_gene_2012_5d71f2e7"
"ENSMFUG00001005500004","novel_gene_26_5d71f2e7"
"ENSMFUG00001066400004","novel_gene_1784_5d71f2e7"
"ENSMFUG00001005700004","novel_gene_767_5d71f2e7"
"ENSMFUG00001011000004","novel_gene_63_5d71f2e7"
"ENSMFUG00001008700004","novel_gene_833_5d71f2e7"
"ENSMFUG00001094700004","novel_gene_1885_5d71f2e7"
"ENSMFUG00001134500004","novel_gene_2266_5d71f2e7"
"ENSMFUG00001129000004","novel_gene_2202_5d71f2e7"
"ENSMFUG00001009600004","novel_gene_853_5d71f2e7"
"ENSMFUG00001005400004","novel_gene_761_5d71f2e7"
"ENSMFUG00001131700094","novel_gene_2627_5d71f2e7"
"ENSMFUG00001065100054","novel_gene_1769_5d71f2e7"
"ENSMFUG00001003400004","novel_gene_710_5d71f2e7"
"ENSMFUG00001093000054","novel_gene_2377_5d71f2e7"
"ENSMFUG00001026700004","novel_gene_1110_5d71f2e7"
"ENSMFUG00001061400004","novel_gene_1710_5d71f2e7"
"ENSMFUG00001054300004","novel_gene_256_5d71f2e7"
"ENSMFUG00001029400004","novel_gene_1198_5d71f2e7"
"ENSMFUG00001052600004","novel_gene_1495_5d71f2e7"
"ENSMFUG00001071200004","novel_gene_1805_5d71f2e7"
"ENSMFUG00001025900004","novel_gene_1095_5d71f2e7"
"ENSMFUG00001002900004","novel_gene_696_5d71f2e7"
"ENSMFUG00001005200004","novel_gene_754_5d71f2e7"
"ENSMFUG00001099000024","novel_gene_1913_5d71f2e7"
"ENSMFUG00001022900004","novel_gene_1060_5d71f2e7"
"ENSMFUG00001003100004","novel_gene_704_5d71f2e7"
"ENSMFUG00001010200004","novel_gene_860_5d71f2e7"
"ENSMFUG00001027800244","novel_gene_134_5d71f2e7"
"ENSMFUG00001002000004","novel_gene_689_5d71f2e7"
"ENSMFUG00001005800004","novel_gene_775_5d71f2e7"
"ENSMFUG00001016400004","novel_gene_946_5d71f2e7"
"ENSMFUG00001004600004","novel_gene_650_5d71f2e7"
"ENSMFUG00001122700014","novel_gene_2109_5d71f2e7"
"ENSMFUG00001129500244","novel_gene_431_5d846b90"
"ENSMFUG00001026800004","novel_gene_2455_5d71f2e7"
"ENSMFUG00001018200004","novel_gene_986_5d71f2e7"
"ENSMFUG00001115700004","novel_gene_2047_5d71f2e7"
"ENSMFUG00001121100164","novel_gene_536_5d71f2e7"
"ENSMFUG00001064000234","novel_gene_436_5d769ab4"
"ENSMFUG00001082300004","novel_gene_2529_5d71f2e7"
"ENSMFUG00001099300004","novel_gene_1922_5d71f2e7"
"ENSMFUG00001110800004","novel_gene_2019_5d71f2e7"
"ENSMFUG00001113700044","novel_gene_2032_5d71f2e7"
"ENSMFUG00001010400004","novel_gene_864_5d71f2e7"
"ENSMFUG00001135500004","novel_gene_2409_5d71f2e7"
"ENSMFUG00001083400004","novel_gene_1851_5d71f2e7"
"ENSMFUG00001127800004","novel_gene_2185_5d71f2e7"
"ENSMFUG00001106600004","novel_gene_1986_5d71f2e7"
"ENSMFUG00001044800004","novel_gene_1412_5d71f2e7"
"ENSMFUG00001020800004","novel_gene_1032_5d71f2e7"
"ENSMFUG00001022400004","novel_gene_2446_5d71f2e7"
"ENSMFUG00001060600004","novel_gene_1700_5d71f2e7"
"ENSMFUG00001007600004","novel_gene_811_5d71f2e7"
"ENSMFUG00001014700004","novel_gene_2304_5d71f2e7"
"ENSMFUG00001106900004","novel_gene_1992_5d71f2e7"
"ENSMFUG00001006800004","novel_gene_2402_5d71f2e7"
"ENSMFUG00001033300004","novel_gene_1282_5d71f2e7"
"ENSMFUG00001027900244","novel_gene_48_5d769ab4"
"ENSMFUG00001089600004","novel_gene_1872_5d71f2e7"
"ENSMFUG00001049100004","novel_gene_1454_5d71f2e7"
"ENSMFUG00001034000244","novel_gene_433_5d769ab4"
"ENSMFUG00001027000004","novel_gene_1127_5d71f2e7"
"ENSMFUG00001128100004","novel_gene_2193_5d71f2e7"
"ENSMFUG00001049400004","novel_gene_1458_5d71f2e7"
"ENSMFUG00001119700004","novel_gene_2082_5d71f2e7"
"ENSMFUG00001027100004","novel_gene_1138_5d71f2e7"
"ENSMFUG00001100500004","novel_gene_1941_5d71f2e7"
"ENSMFUG00001063900234","novel_gene_415_5d846b90"
"ENSMFUG00001137300024","novel_gene_2293_5d71f2e7"
"ENSMFUG00001004200004","novel_gene_2341_5d71f2e7"
"ENSMFUG00001108900244","novel_gene_448_5d769ab4"
"ENSMFUG00001117100004","novel_gene_500_5d71f2e7"
"ENSMFUG00001023700004","novel_gene_1072_5d71f2e7"
"ENSMFUG00001007900004","novel_gene_2430_5d71f2e7"
"ENSMFUG00001119300004","novel_gene_2080_5d71f2e7"
"ENSMFUG00001116700014","novel_gene_2060_5d71f2e7"
"ENSMFUG00001064400244","novel_gene_97_5d769ab4"
"ENSMFUG00001078400004","novel_gene_2626_5d71f2e7"
"ENSMFUG00001022000004","novel_gene_240_5d769ab4"
"ENSMFUG00001071800004","novel_gene_1810_5d71f2e7"
"ENSMFUG00001098700164","novel_gene_2347_5d71f2e7"
"ENSMFUG00001106800004","novel_gene_1991_5d71f2e7"
"ENSMFUG00001114300004","novel_gene_2036_5d71f2e7"
"ENSMFUG00001123500004","novel_gene_2122_5d71f2e7"
"ENSMFUG00001018800174","novel_gene_992_5d71f2e7"
"ENSMFUG00001102500004","novel_gene_2618_5d71f2e7"
"ENSMFUG00001054500074","novel_gene_2317_5d71f2e7"
"ENSMFUG00001024300004","novel_gene_2450_5d71f2e7"
"ENSMFUG00001022800004","novel_gene_1057_5d71f2e7"
"ENSMFUG00001137400064","novel_gene_2294_5d71f2e7"
"ENSMFUG00001057200244","novel_gene_271_5d71f2e7"
"ENSMFUG00001062200004","novel_gene_1715_5d71f2e7"
"ENSMFUG00001131800004","novel_gene_2232_5d71f2e7"
"ENSMFUG00001122800004","novel_gene_2110_5d71f2e7"
"ENSMFUG00001135700164","novel_gene_2279_5d71f2e7"
"ENSMFUG00001114000034","novel_gene_2034_5d71f2e7"
"ENSMFUG00001024600004","novel_gene_1078_5d71f2e7"
"ENSMFUG00001123900004","novel_gene_2131_5d71f2e7"
"ENSMFUG00001004100004","novel_gene_717_5d71f2e7"
"ENSMFUG00001104700104","novel_gene_441_5d71f2e7"
"ENSMFUG00001117000004","novel_gene_2067_5d71f2e7"
"ENSMFUG00001015900004","novel_gene_933_5d71f2e7"
"ENSMFUG00001060700024","novel_gene_2332_5d71f2e7"
"ENSMFUG00001122300004","novel_gene_2103_5d71f2e7"
"ENSMFUG00001008400004","novel_gene_2617_5d71f2e7_novel_gene_831_5d71f2e7"
"ENSMFUG00001069800004","novel_gene_2328_5d71f2e7"
"ENSMFUG00001108800244","novel_gene_421_5d846b90"
"ENSMFUG00001105600004","novel_gene_1973_5d71f2e7"
"ENSMFUG00001114600014","novel_gene_2041_5d71f2e7"
"ENSMFUG00001021800004","novel_gene_1040_5d71f2e7"
"ENSMFUG00001015100174","novel_gene_920_5d71f2e7"
"ENSMFUG00001062500244","novel_gene_413_5d846b90"
"ENSMFUG00001050800244","novel_gene_84_5d769ab4"
"ENSMFUG00001073200084","novel_gene_1815_5d71f2e7"
"ENSMFUG00001016600004","novel_gene_956_5d71f2e7"
"ENSMFUG00001127100004","novel_gene_2170_5d71f2e7"
"ENSMFUG00001031000004","novel_gene_1220_5d71f2e7"
"ENSMFUG00001116500114","novel_gene_2058_5d71f2e7"
"ENSMFUG00001037400244","novel_gene_64_5d769ab4"
"ENSMFUG00001122500064","novel_gene_2106_5d71f2e7"
"ENSMFUG00001057300004","novel_gene_1620_5d71f2e7"
"ENSMFUG00001134300244","novel_gene_459_5d769ab4"
"ENSMFUG00001110700244","novel_gene_467_5d71f2e7"
"ENSMFUG00001074400004","novel_gene_1822_5d71f2e7"
"ENSMFUG00001080500004","novel_gene_1836_5d71f2e7"
"ENSMFUG00001062900014","novel_gene_1732_5d71f2e7"
"ENSMFUG00001024900004","novel_gene_119_5d71f2e7"
"ENSMFUG00001067200004","novel_gene_1794_5d71f2e7"
"ENSMFUG00001107100004","novel_gene_1994_5d71f2e7"
"ENSMFUG00001008000004","novel_gene_818_5d71f2e7"
"ENSMFUG00001008800004","novel_gene_837_5d71f2e7"
"ENSMFUG00001034900004","novel_gene_1307_5d71f2e7"
"ENSMFUG00001000200004","novel_gene_2417_5d71f2e7"
"ENSMFUG00001122900004","novel_gene_2111_5d71f2e7"
"ENSMFUG00001101300004","novel_gene_1946_5d71f2e7"
"ENSMFUG00001006400004","novel_gene_784_5d71f2e7"
"ENSMFUG00001088700004","novel_gene_1866_5d71f2e7"
"ENSMFUG00001134200244","novel_gene_433_5d846b90"
"ENSMFUG00001018000004","novel_gene_984_5d71f2e7"
"ENSMFUG00001129600244","novel_gene_455_5d769ab4"
"ENSMFUG00001033900244","novel_gene_408_5d846b90"
"ENSMFUG00001034200004","novel_gene_1294_5d71f2e7"
"ENSMFUG00001053000004","novel_gene_1513_5d71f2e7"
"ENSMFUG00001123400244","novel_gene_2602_5d71f2e7"
"ENSMFUG00001004900004","novel_gene_745_5d71f2e7"
"ENSMFUG00001130400004","novel_gene_2212_5d71f2e7"
"ENSMFUG00001030300004","novel_gene_1213_5d71f2e7"
"ENSMFUG00001012800004","novel_gene_894_5d71f2e7"
"ENSMFUG00001123600004","novel_gene_2126_5d71f2e7"
"ENSMFUG00001029000004","novel_gene_1185_5d71f2e7"
"ENSMFUG00001004800004","novel_gene_743_5d71f2e7"
"ENSMFUG00001065400004","novel_gene_1773_5d71f2e7"
"ENSMFUG00001119200004","novel_gene_2595_5d71f2e7"
"ENSMFUG00001070600004","novel_gene_1804_5d71f2e7"
"ENSMFUG00001004500004","novel_gene_2404_5d71f2e7"
"ENSMFUG00001048500004","novel_gene_1445_5d71f2e7"
"ENSMFUG00001004300004","novel_gene_2426_5d71f2e7"
"ENSMFUG00001110500244","novel_gene_136_5d846b90"
"ENSMFUG00001079400004","novel_gene_2521_5d71f2e7"
"ENSMFUG00001102000244","novel_gene_133_5d769ab4"
"ENSMFUG00001135002021","novel_gene_2272_5d71f2e7"
"ENSMFUG00001069700004","novel_gene_2387_5d71f2e7"
"ENSMFUG00001018300154","novel_gene_2440_5d71f2e7"
"ENSMFUG00001014300004","novel_gene_906_5d71f2e7"
"ENSMFUG00001064300244","novel_gene_95_5d846b90"
"ENSMFUG00001008900004","novel_gene_838_5d71f2e7"
"ENSMFUG00001073000074","novel_gene_1813_5d71f2e7"
"ENSMFUG00001057400004","novel_gene_2488_5d71f2e7"
"ENSMFUG00001020300004","novel_gene_1018_5d71f2e7"
"ENSMFUG00001082800004","novel_gene_1848_5d71f2e7"
"ENSMFUG00001127900064","novel_gene_2192_5d71f2e7"
"ENSMFUG00001064200244","novel_gene_295_5d71f2e7"
"ENSMFUG00001110602243","novel_gene_139_5d769ab4"
"ENSMFUG00001110900004","novel_gene_2020_5d71f2e7"
"ENSMFUG00001049200014","novel_gene_1455_5d71f2e7"
"ENSMFUG00001029200004","novel_gene_1193_5d71f2e7"
"ENSMFUG00001050700244","novel_gene_83_5d846b90"
"ENSMFUG00029017400004","novel_gene_2551_5d71f2e7"
"ENSMFUG00029002600004","novel_gene_2590_5d71f2e7"
"ENSMFUG00029016500244","novel_gene_455_5d846b90"
"ENSMFUG00029001500004","novel_gene_2343_5d71f2e7"
"ENSMFUG00029016900004","novel_gene_2546_5d71f2e7"
"ENSMFUG00029001900244","novel_gene_423_5d769ab4"
"ENSMFUG00029000900004","novel_gene_2336_5d71f2e7"
"ENSMFUG00029010100004","novel_gene_2466_5d71f2e7"
"ENSMFUG00029008800004","novel_gene_2457_5d71f2e7"
"ENSMFUG00029006900244","novel_gene_471_5d769ab4"
"ENSMFUG00029016800004","novel_gene_2542_5d71f2e7"
"ENSMFUG00029018300004","novel_gene_2556_5d71f2e7"
"ENSMFUG00029002500004","novel_gene_2371_5d71f2e7"
"ENSMFUG00029019800004","novel_gene_2570_5d71f2e7"
"ENSMFUG00029001600004","novel_gene_2330_5d71f2e7"
"ENSMFUG00029015400004","novel_gene_2504_5d71f2e7"
"ENSMFUG00029002700004","novel_gene_2373_5d71f2e7"
"ENSMFUG00029019600004","novel_gene_2568_5d71f2e7"
"ENSMFUG00029001800244","novel_gene_411_5d846b90"
"ENSMFUG00029003900014","novel_gene_2392_5d71f2e7"
"ENSMFUG00029002200004","novel_gene_2359_5d71f2e7"
"ENSMFUG00029009200244","novel_gene_426_5d769ab4"
"ENSMFUG00029002100004","novel_gene_2353_5d71f2e7"
"ENSMFUG00029002300004","novel_gene_2594_5d71f2e7"
"ENSMFUG00029012800004","novel_gene_2483_5d71f2e7"
"ENSMFUG00029017800004","novel_gene_2553_5d71f2e7"
"ENSMFUG00029005600004","novel_gene_2427_5d71f2e7"
"ENSMFUG00029015500004","novel_gene_2507_5d71f2e7"
"ENSMFUG00029020600084","novel_gene_2580_5d71f2e7"
"ENSMFUG00029019500004","novel_gene_2565_5d71f2e7"
"ENSMFUG00029017300004","novel_gene_2550_5d71f2e7"
"ENSMFUG00029007200004","novel_gene_2449_5d71f2e7"
"ENSMFUG00029016200084","novel_gene_2524_5d71f2e7"
"ENSMFUG00029012600244","novel_gene_473_5d769ab4"
"ENSMFUG00029002400004","novel_gene_2364_5d71f2e7"
"ENSMFUG00029019700004","novel_gene_2569_5d71f2e7_novel_gene_2616_5d71f2e7"
"ENSMFUG00029003000004","novel_gene_2385_5d71f2e7"
"ENSMFUG00029017100004","novel_gene_2547_5d71f2e7"
"ENSMFUG00029016400244","novel_gene_2613_5d71f2e7"
"ENSMFUG00029014700004","novel_gene_2497_5d71f2e7"
"ENSMFUG00029009100244","novel_gene_414_5d846b90"
"ENSMFUG00069002400004","novel_gene_3566_5d71f2e7"
"ENSMFUG00069000600004","novel_gene_3554_5d71f2e7"
"ENSMFUG00069000200004","novel_gene_3552_5d71f2e7"
"ENSMFUG00069000900004","novel_gene_3559_5d71f2e7"
"ENSMFUG00069002500004","novel_gene_3567_5d71f2e7"
"ENSMFUG00069002000104","novel_gene_3563_5d71f2e7"
"ENSMFUG00039020900004","novel_gene_549_5d846b90"
"ENSMFUG00039020500004","novel_gene_3146_5d71f2e7"
"ENSMFUG00039012400004","novel_gene_3089_5d71f2e7"
"ENSMFUG00039019900004","novel_gene_2928_5d71f2e7"
"ENSMFUG00039021600004","novel_gene_3149_5d71f2e7"
"ENSMFUG00039015100244","novel_gene_526_5d846b90"
"ENSMFUG00039011400004","novel_gene_2956_5d71f2e7"
"ENSMFUG00039012500004","novel_gene_3153_5d71f2e7"
"ENSMFUG00039015500004","novel_gene_3120_5d71f2e7"
"ENSMFUG00039011100004","novel_gene_3065_5d71f2e7"
"ENSMFUG00039020800004","novel_gene_3147_5d71f2e7"
"ENSMFUG00039009900244","novel_gene_523_5d846b90"
"ENSMFUG00039007600004","novel_gene_2914_5d71f2e7"
"ENSMFUG00039009500004","novel_gene_3040_5d71f2e7"
"ENSMFUG00039013800004","novel_gene_3100_5d71f2e7"
"ENSMFUG00039008800004","novel_gene_3030_5d71f2e7"
"ENSMFUG00039019800004","novel_gene_3144_5d71f2e7"
"ENSMFUG00039012300004","novel_gene_3087_5d71f2e7"
"ENSMFUG00039019200004","novel_gene_3140_5d71f2e7"
"ENSMFUG00039004500004","novel_gene_2993_5d71f2e7"
"ENSMFUG00039018900004","novel_gene_3139_5d71f2e7"
"ENSMFUG00039013100004","novel_gene_3097_5d71f2e7"
"ENSMFUG00039005100004","novel_gene_2999_5d71f2e7"
"ENSMFUG00039015000244","novel_gene_2962_5d71f2e7"
"ENSMFUG00039010400004","novel_gene_3047_5d71f2e7"
"ENSMFUG00065000400244","novel_gene_599_5d846b90"
"ENSMFUG00065000200174","novel_gene_3538_5d71f2e7"
"ENSMFUG00065001100084","novel_gene_3544_5d71f2e7"
"ENSMFUG00065000900004","novel_gene_3536_5d71f2e7"
"ENSMFUG00049012700244","novel_gene_592_5d769ab4"
"ENSMFUG00049012300004","novel_gene_3322_5d71f2e7"
"ENSMFUG00049012200004","novel_gene_3216_5d71f2e7"
"ENSMFUG00049012100004","novel_gene_3320_5d71f2e7"
"ENSMFUG00049012900214","novel_gene_3336_5d71f2e7"
"ENSMFUG00049008700004","novel_gene_3283_5d71f2e7"
"ENSMFUG00049012600244","novel_gene_563_5d846b90"
"ENSMFUG00049007800004","novel_gene_3276_5d71f2e7"
"ENSMFUG00049011900004","novel_gene_3317_5d71f2e7"
"ENSMFUG00049004700004","novel_gene_3256_5d71f2e7"
"ENSMFUG00049008100044","novel_gene_588_5d769ab4"
"ENSMFUG00049002000004","novel_gene_3367_5d71f2e7"
"ENSMFUG00049006000004","novel_gene_3260_5d71f2e7"
"ENSMFUG00049012500244","novel_gene_3217_5d71f2e7"
"ENSMFUG00049014700004","novel_gene_3351_5d71f2e7"
"ENSMFUG00049008000004","novel_gene_3277_5d71f2e7"
"ENSMFUG00049009500004","novel_gene_3296_5d71f2e7"
"ENSMFUG00049004200004","novel_gene_3251_5d71f2e7"
"ENSMFUG00049012400004","novel_gene_3327_5d71f2e7"
"ENSMFUG00049001700004","novel_gene_3242_5d71f2e7"
"ENSMFUG00049004300004","novel_gene_3252_5d71f2e7"
"ENSMFUG00049009400004","novel_gene_3295_5d71f2e7"
"ENSMFUG00049013100004","novel_gene_3344_5d71f2e7"
"ENSMFUG00049013500004","novel_gene_3230_5d71f2e7"
"ENSMFUG00020024100004","novel_gene_482_5d71f2e7"
"ENSMFUG00020027500064","novel_gene_881_5d71f2e7"
"ENSMFUG00020035700244","novel_gene_44_5d769ab4"
"ENSMFUG00020027400004","novel_gene_997_5d71f2e7"
"ENSMFUG00020036500004","novel_gene_796_5d71f2e7"
"ENSMFUG00020039100004","novel_gene_825_5d71f2e7"
"ENSMFUG00020016500244","novel_gene_222_5d769ab4"
"ENSMFUG00020024400084","novel_gene_487_5d71f2e7"
"ENSMFUG00020034900004","novel_gene_742_5d71f2e7"
"ENSMFUG00020026200004","novel_gene_546_5d71f2e7"
"ENSMFUG00020030500004","novel_gene_638_5d71f2e7"
"ENSMFUG00020034100004","novel_gene_878_5d71f2e7"
"ENSMFUG00020033400004","novel_gene_706_5d71f2e7"
"ENSMFUG00020034600004","novel_gene_737_5d71f2e7"
"ENSMFUG00020031100004","novel_gene_646_5d71f2e7"
"ENSMFUG00020016300244","novel_gene_961_5d71f2e7"
"ENSMFUG00020016700004","novel_gene_381_5d71f2e7"
"ENSMFUG00020016404241","novel_gene_213_5d846b90"
"ENSMFUG00020010900244","novel_gene_942_5d71f2e7"
"ENSMFUG00020038900004","novel_gene_820_5d71f2e7"
"ENSMFUG00020032700244","novel_gene_231_5d769ab4"
"ENSMFUG00020035500004","novel_gene_751_5d71f2e7"
"ENSMFUG00020039200004","novel_gene_827_5d71f2e7"
"ENSMFUG00020034800004","novel_gene_1028_5d71f2e7"
"ENSMFUG00020006500004","novel_gene_226_5d71f2e7"
"ENSMFUG00020037100064","novel_gene_810_5d71f2e7"
"ENSMFUG00020033900004","novel_gene_714_5d71f2e7"
"ENSMFUG00020035600004","novel_gene_755_5d71f2e7"
"ENSMFUG00020011100004","novel_gene_292_5d71f2e7"
"ENSMFUG00020024500004","novel_gene_489_5d71f2e7"
"ENSMFUG00020015801093","novel_gene_365_5d71f2e7"
"ENSMFUG00020007200004","novel_gene_232_5d71f2e7"
"ENSMFUG00020033200004","novel_gene_698_5d71f2e7"
"ENSMFUG00020034400004","novel_gene_732_5d71f2e7"
"ENSMFUG00020033800004","novel_gene_708_5d71f2e7"
"ENSMFUG00020028400004","novel_gene_591_5d71f2e7"
"ENSMFUG00020022000004","novel_gene_854_5d71f2e7"
"ENSMFUG00020022400004","novel_gene_447_5d71f2e7"
"ENSMFUG00020036600004","novel_gene_154_5d71f2e7"
"ENSMFUG00020030400004","novel_gene_636_5d71f2e7"
"ENSMFUG00020036900004","novel_gene_807_5d71f2e7"
"ENSMFUG00020031000174","novel_gene_641_5d71f2e7"
"ENSMFUG00020031900244","novel_gene_108_5d71f2e7_novel_gene_38_5d769ab4"
"ENSMFUG00020035000004","novel_gene_746_5d71f2e7"
"ENSMFUG00020029500244","novel_gene_610_5d71f2e7"
"ENSMFUG00020036000004","novel_gene_774_5d71f2e7"
"ENSMFUG00020036400004","novel_gene_788_5d71f2e7"
"ENSMFUG00020035800004","novel_gene_765_5d71f2e7"
"ENSMFUG00020040600004","novel_gene_848_5d71f2e7"
"ENSMFUG00020034700004","novel_gene_1027_5d71f2e7_novel_gene_885_5d71f2e7"
"ENSMFUG00020011300164","novel_gene_293_5d71f2e7"
"ENSMFUG00020010800244","novel_gene_216_5d769ab4"
"ENSMFUG00020032600244","novel_gene_223_5d846b90"
"ENSMFUG00020035300004","novel_gene_1030_5d71f2e7"
"ENSMFUG00020032300004","novel_gene_666_5d71f2e7"
"ENSMFUG00020038400004","novel_gene_814_5d71f2e7"
"ENSMFUG00020036200004","novel_gene_785_5d71f2e7"
"ENSMFUG00020019300004","novel_gene_405_5d71f2e7"
