"","circ_id","mma1","mma2","mma3"
"668","12:110141799|110142921",3,1,51
"669","12:110141799|110148718",6,NA,NA
"670","12:111331736|111334311",2,NA,NA
"671","12:11142629|11165803",5,NA,NA
"672","12:11164401|11165803",2,NA,NA
"673","12:11190254|11302577",2,NA,NA
"674","12:111940287|111959528",6,NA,NA
"675","12:111980354|112002451",20,NA,NA
"676","12:11224232|11302577",3,NA,NA
"677","12:114979516|115000394",1,NA,NA
"678","12:115343690|115352747",3,NA,NA
"679","12:117217052|117222512",3,NA,NA
"680","12:117271633|117315309",10,NA,NA
"681","12:117294132|117294935",5,NA,NA
"682","12:117294132|117315309",10,NA,NA
"683","12:117806142|117820555",NA,28,NA
"684","12:117878737|117886027",NA,NA,9
"685","12:118644695|118669325",5,NA,NA
"686","12:118706980|118712827",1,NA,NA
"687","12:119546546|119567424",3,NA,NA
"688","12:119981191|119991114",NA,22,NA
"689","12:120219254|120227078",3,NA,NA
"690","12:120219254|120228354",6,35,NA
"691","12:120245349|120273606",5,NA,NA
"692","12:120638213|120643932",3,NA,NA
"693","12:120838978|120841219",7,NA,NA
"694","12:120987741|121014865",4,NA,NA
"695","12:121007249|121009666",18,NA,13
"696","12:123120096|123164249",9,NA,NA
"697","12:123210570|123219590",NA,NA,82
"698","12:123210570|123327515",NA,NA,31
"699","12:123210570|123386675",2,NA,NA
"700","12:123300399|123327515",NA,NA,27
"701","12:123300399|123386675",4,NA,NA
"702","12:123327346|123349945",NA,NA,30
"703","12:123349786|123386675",5,NA,62
"704","12:125574375|125588578",5,NA,NA
"705","12:125750845|125762824",4,NA,NA
"706","12:126751957|126752198",3,59,NA
"707","12:129045863|129067312",2,NA,NA
"708","12:17439061|17444366",10,NA,NA
"709","12:19412168|19412548",7,NA,NA
"710","12:19502091|19520413",1,NA,NA
"711","12:19502091|19583611",1,NA,NA
"712","12:20306619|20307347",4,NA,NA
"713","12:20752006|20755152",3,17,NA
"714","12:20772110|20832455",4,NA,NA
"715","12:20782168|20802813",10,NA,NA
"716","12:20812289|20832455",5,NA,NA
"717","12:2867455|2908159",1,NA,NA
"718","12:2898680|2898983",6,NA,NA
"719","12:3119223|3127075",1,NA,NA
"720","12:31546387|31580014",2,NA,NA
"721","12:35062119|35065715",6,29,26
"722","12:35137829|35141060",63,NA,65
"723","12:35943304|35951075",1,NA,NA
"724","12:38607819|38641876",1,NA,NA
"725","12:39642067|39680009",7,NA,NA
"726","12:39789682|39790826",7,NA,NA
"727","12:43595256|43612823",3,NA,NA
"728","12:45710449|45719755",4,NA,NA
"729","12:46174553|46188912",10,NA,NA
"730","12:46293475|46322012",2,NA,NA
"731","12:46300928|46304597",1,NA,NA
"732","12:46304563|46322012",2,NA,NA
"733","12:46785351|46808348",12,NA,NA
"734","12:46799386|46814884",4,NA,NA
"735","12:47219579|47224475",11,NA,NA
"736","12:47334424|47348149",4,NA,NA
"737","12:47415156|47417810",20,NA,NA
"738","12:51861676|51870052",1,NA,12
"739","12:52900611|52908626",NA,23,NA
"740","12:55825300|55848779",1,NA,NA
"741","12:56637615|56658497",4,NA,NA
"742","12:56638402|56645489",1,NA,NA
"743","12:56638402|56668318",1,NA,NA
"744","12:56638402|56679157",3,NA,NA
"745","12:56988046|56992078",2,NA,NA
"746","12:57140996|57179824",3,NA,NA
"747","12:58187767|58191830",NA,NA,27
"748","12:60447354|60447591",3,NA,NA
"749","12:61044332|61045692",15,37,42
"750","12:61218618|61236784",6,NA,NA
"751","12:61474200|61475985",4,NA,NA
"752","12:76885737|76899408",NA,2,NA
"753","12:76962939|76982848",6,NA,NA
"754","12:77866696|77876965",7,NA,NA
"755","12:77866696|77879641",22,NA,39
"756","12:827230|831782",NA,NA,33
"757","12:82812451|82816315",8,NA,NA
"758","12:83911879|83912748",20,NA,NA
"759","12:84516964|84517202",NA,NA,17
"760","12:84567822|84578512",NA,NA,10
"761","12:84604515|84607205",3,NA,NA
"762","12:87520842|87521089",7,NA,NA
"763","12:88118128|88126102",5,NA,NA
"764","12:88120902|88121210",5,NA,NA
"765","12:88406403|88411055",37,NA,NA
"766","12:89633081|89643012",2,NA,NA
"767","12:89638324|89643012",NA,24,NA
"768","12:90116173|90118147",7,NA,NA
"769","12:90116173|90120378",5,45,NA
"770","12:90334332|90353821",2,NA,NA
"771","12:90352007|90353821",1,NA,NA
"772","12:90352007|90364806",2,NA,NA
"773","12:90444589|90445921",4,NA,NA
"774","12:90630599|90651756",4,NA,NA
"775","12:90657770|90663354",2,NA,NA
"776","12:90871990|90887332",NA,NA,42
"777","12:90885615|90887332",11,NA,NA
"778","12:92510290|92594125",2,NA,NA
"779","12:9330400|9334682",5,NA,NA
"780","12:95155497|95168795",6,NA,NA
"781","12:95401825|95402761",9,32,NA
"782","12:9556326|9586592",4,NA,NA
"783","12:95684863|95687398",2,NA,NA
"784","12:95684863|95691370",13,13,NA
"785","12:95684863|95702450",5,NA,NA
"786","12:95687248|95717899",2,NA,NA
"787","12:97406671|97475083",NA,NA,11
"788","12:97429503|97475083",3,NA,NA
"789","12:97434039|97475083",3,NA,24
"790","12:97473966|97475083",52,16,40
"791","13:1128008|1128626",NA,3,NA
"792","13:1128008|1166036",2,NA,NA
"793","13:1162034|1166036",1,NA,NA
"794","13:12146896|12147215",NA,NA,18
"795","13:12155097|12164226",2,NA,NA
"796","13:12161336|12168230",3,NA,NA
"797","13:12433070|12433636",12,NA,NA
"798","13:12461948|12463523",1,NA,NA
"799","13:12472264|12535572",4,NA,NA
"800","13:13245720|13263230",1,NA,NA
"801","13:1495209|1498960",4,NA,NA
"802","13:15028208|15093432",5,NA,NA
"803","13:15289116|15292339",1,NA,NA
"804","13:1541438|1566355",4,NA,NA
"805","13:15726482|15743181",3,NA,NA
"806","13:19135295|19148209",4,NA,NA
"807","13:2012989|2015089",3,NA,NA
"808","13:22316401|22319903",4,NA,NA
"809","13:22367601|22369150",5,NA,NA
"810","13:23439724|23462481",1,NA,NA
"811","13:23443061|23445790",2,NA,NA
"812","13:23671817|23728507",3,NA,NA
"813","13:2860308|2877229",NA,NA,7
"814","13:2860308|2912406",3,NA,NA
"815","13:2898005|2922379",2,NA,NA
"816","13:2976807|2980250",NA,NA,8
"817","13:3199107|3202973",3,NA,NA
"818","13:3231678|3256834",5,NA,NA
"819","13:3263498|3270714",5,NA,NA
"820","13:35202030|35250231",4,NA,NA
"821","13:35282743|35284608",NA,1,22
"822","13:36052715|36076216",1,NA,NA
"823","13:36060820|36076216",5,NA,NA
"824","13:37420524|37427367",40,NA,NA
"825","13:37440315|37441834",4,NA,NA
"826","13:3840884|3841712",7,NA,NA
"827","13:3840884|3843177",11,NA,NA
"828","13:38494899|38495605",NA,NA,17
"829","13:38578731|38581249",5,NA,NA
"830","13:39268307|39273644",NA,9,NA
"831","13:39366003|39371799",NA,3,NA
"832","13:39437592|39443035",8,NA,NA
"833","13:39437592|39444876",4,NA,NA
"834","13:39437592|39451950",2,NA,NA
"835","13:39463661|39464321",4,NA,NA
"836","13:40245308|40288757",7,NA,NA
"837","13:40260600|40288757",2,NA,NA
"838","13:43661677|43670461",5,NA,NA
"839","13:44220843|44222810",NA,7,NA
"840","13:44662880|44673959",2,NA,NA
"841","13:44788359|44833096",NA,NA,19
"842","13:45381646|45382256",2,NA,NA
"843","13:47263751|47266350",2,NA,16
"844","13:47263751|47267731",9,NA,54
"845","13:47263751|47276587",3,NA,NA
"846","13:47270041|47275276",6,NA,NA
"847","13:47271460|47275276",12,NA,NA
"848","13:47276452|47284772",8,NA,NA
"849","13:47402712|47452146",NA,NA,24
"850","13:47445311|47462587",4,NA,NA
"851","13:47445311|47465507",7,NA,NA
"852","13:47503566|47516862",8,NA,NA
"853","13:4754190|4755432",NA,NA,22
"854","13:47582838|47594379",5,NA,NA
"855","13:47776528|47777223",5,NA,NA
"856","13:47899029|47900792",7,NA,NA
"857","13:48034307|48035648",5,NA,NA
"858","13:48055757|48057700",5,NA,NA
"859","13:4855319|4864741",4,NA,NA
"860","13:50620938|50649691",3,NA,NA
"861","13:5068719|5076162",17,80,17
"862","13:5068719|5077975",NA,51,NA
"863","13:50716474|50716615",NA,20,NA
"864","13:53388215|53401249",7,NA,NA
"865","13:53641097|53644239",6,NA,NA
"866","13:54733854|54734706",7,NA,NA
"867","13:54746153|54747624",NA,20,NA
"868","13:54748968|54751907",4,NA,NA
"869","13:54748968|54755885",31,NA,14
"870","13:54755698|54760799",NA,NA,18
"871","13:54756511|54760799",5,NA,NA
"872","13:54799030|54809809",3,NA,NA
"873","13:54916361|54930950",1,NA,NA
"874","13:60262836|60268201",5,NA,NA
"875","13:60943146|60943865",3,NA,NA
"876","13:60952499|60953645",3,NA,NA
"877","13:61347754|61390284",1,NA,NA
"878","13:61386477|61390284",7,NA,NA
"879","13:6283130|6300371",NA,48,NA
"880","13:63243862|63249691",3,NA,NA
"881","13:63376361|63382228",4,NA,NA
"882","13:64451782|64469073",NA,NA,36
"883","13:64821666|64828966",5,NA,NA
"884","13:64821666|64830769",1,NA,NA
"885","13:64841673|64886874",5,NA,NA
"886","13:65221004|65224330",7,NA,NA
"887","13:65221004|65225686",5,NA,NA
"888","13:65221004|65358711",16,NA,NA
"889","13:66499444|66521304",1,NA,NA
"890","13:66513885|66540932",3,NA,NA
"891","13:66537332|66540932",9,NA,NA
"892","13:69868013|69881368",3,NA,NA
"893","13:70055337|70076357",3,NA,NA
"894","13:70598690|70607282",7,NA,NA
"895","13:71593016|71594000",45,32,NA
"896","13:71643023|71645279",2,NA,NA
"897","13:71913882|71928210",NA,NA,14
"898","13:72463068|72533035",5,NA,NA
"899","13:72485265|72533035",2,NA,NA
"900","13:75393716|75409014",4,NA,NA
"901","13:76298498|76308852",9,NA,NA
"902","13:76311417|76395379",NA,NA,30
"903","13:76331592|76363007",13,NA,NA
"904","13:76385138|76385836",2,NA,NA
"905","13:76385138|76389394",5,NA,NA
"906","13:76426910|76427870",3,NA,NA
"907","13:76428907|76433356",8,NA,NA
"908","13:76451941|76458034",2,NA,NA
"909","13:76469995|76498374",5,NA,NA
"910","13:76487911|76489306",2,NA,NA
"911","13:76963519|76978003",14,NA,NA
"912","13:772939|779830",3,NA,NA
"913","13:77497351|77502657",7,NA,NA
"914","13:77524716|77531773",NA,1,44
"915","13:79764665|79824016",NA,NA,26
"916","13:79809759|79814316",7,NA,NA
"917","13:83339378|83380686",1,NA,NA
"918","13:83347786|83348000",NA,NA,22
"919","13:83347786|83400328",2,NA,NA
"920","13:83369385|83400328",4,NA,NA
"921","13:83380531|83400328",NA,NA,21
"922","13:84246230|84246633",3,NA,NA
"923","13:84258765|84260586",4,NA,NA
"924","13:84281856|84284643",NA,NA,17
"925","13:84318076|84348479",12,NA,26
"926","13:84325650|84348479",4,NA,NA
"927","13:84348322|84348479",6,NA,NA
"928","13:84409615|84430306",19,30,NA
"929","13:84689398|84705536",1,NA,NA
"930","13:85020841|85045805",6,NA,NA
"931","13:85028320|85034113",2,NA,NA
"932","13:85109007|85123267",3,NA,NA
"933","13:85109007|85128031",5,NA,NA
"934","13:85170511|85184827",8,NA,NA
"935","13:85170511|85205880",1,NA,NA
"936","13:85181036|85184827",3,NA,NA
"937","13:85181036|85205880",6,NA,NA
"938","13:85184691|85194124",1,NA,NA
"939","13:88675325|88721160",8,NA,NA
"940","13:91260959|91262509",7,NA,NA
"941","13:931196|950400",NA,5,NA
"942","13:93350471|93537679",NA,NA,33
"943","13:93374119|93422769",4,NA,NA
"944","13:96982406|96984657",10,NA,NA
"945","13:97966516|97967986",NA,NA,8
"946","13:97986627|97997960",4,NA,NA
"947","13:98153216|98159714",5,NA,NA
"948","13:98761457|98774014",1,NA,NA
"949","13:99311227|99321986",4,NA,NA
"950","14:101427160|101427990",2,NA,NA
"951","14:101474696|101483106",23,NA,NA
"952","14:101474696|101555090",2,NA,NA
"953","14:101496444|101510946",3,NA,NA
"954","14:101513383|101575576",3,NA,NA
"955","14:101546175|101569792",2,NA,NA
"956","14:101564344|101569792",2,NA,NA
"957","14:101571192|101586726",7,NA,NA
"958","14:101958123|101958589",7,NA,NA
"959","14:10345846|10346202",NA,20,14
"960","14:10348462|10353110",4,NA,NA
"961","14:10662375|10662851",NA,46,NA
"962","14:106906015|106908375",5,NA,NA
"963","14:106996210|106998004",4,NA,NA
"964","14:109921129|109928019",1,NA,NA
"965","14:110211403|110221487",5,NA,NA
"966","14:111431585|111433430",5,NA,NA
"967","14:111530866|111536223",8,NA,NA
"968","14:111538731|111544873",29,NA,30
"969","14:111540079|111544873",4,NA,NA
"970","14:111556003|111564091",3,NA,NA
"971","14:111658453|111659919",7,NA,NA
"972","14:111658453|111668401",NA,NA,34
"973","14:111823184|111829371",9,NA,NA
"974","14:111851459|111851926",6,15,NA
"975","14:112304486|112357580",2,NA,NA
"976","14:112343675|112357580",NA,47,NA
"977","14:112741498|112745142",13,NA,NA
"978","14:113516286|113540822",3,NA,NA
"979","14:113516286|113542339",3,NA,NA
"980","14:113516286|113549299",6,NA,NA
"981","14:113542263|113545237",3,NA,NA
"982","14:114106447|114114487",19,NA,NA
"983","14:114106447|114121113",37,NA,40
"984","14:11492375|11496431",12,NA,NA
"985","14:116578231|116580195",3,NA,NA
"986","14:118353353|118367929",6,NA,NA
"987","14:121491935|121496772",2,NA,NA
"988","14:12170519|12171005",1,NA,NA
"989","14:121774170|121799624",5,NA,45
"990","14:121774170|121854451",4,NA,NA
"991","14:121794916|121799624",15,NA,NA
"992","14:121852706|121854451",1,NA,NA
"993","14:121852706|121891361",NA,NA,20
"994","14:122155045|122161242",11,57,NA
"995","14:122615589|122617844",2,NA,NA
"996","14:122769387|122770639",16,NA,NA
"997","14:12281878|12282270",NA,NA,23
"998","14:122855217|122855805",69,89,601
"999","14:126782563|126803592",4,NA,NA
"1000","14:12738966|12739485",11,NA,19
"1001","14:12762058|12762974",6,NA,27
"1002","14:12842828|12843545",NA,NA,20
"1003","14:13313756|13315055",6,NA,NA
"1004","14:14243618|14248391",4,NA,NA
"1005","14:14381919|14393008",2,NA,NA
"1006","14:14381919|14400794",18,55,NA
"1007","14:14391700|14400794",2,NA,NA
"1008","14:17957399|17967528",NA,16,NA
"1009","14:18129762|18131498",7,NA,NA
"1010","14:18269240|18271505",1,NA,NA
"1011","14:18269240|18275908",2,NA,NA
"1012","14:18275746|18282154",7,NA,NA
"1013","14:18400958|18402135",1,NA,NA
"1014","14:18948290|18951814",6,NA,NA
"1015","14:18973145|18974517",1,NA,NA
"1016","14:19082645|19083815",2,NA,27
"1017","14:19114549|19120890",3,NA,NA
"1018","14:19334196|19335774",3,10,NA
"1019","14:19452714|19453917",2,NA,NA
"1020","14:19457292|19457876",6,NA,NA
"1021","14:19793652|19808416",3,NA,NA
"1022","14:21637688|21643860",1,NA,NA
"1023","14:28823869|28860042",NA,20,NA
"1024","14:3017634|3035043",7,41,NA
"1025","14:3020882|3035043",2,NA,NA
"1026","14:30268794|30273771",3,NA,NA
"1027","14:3032617|3035043",1,NA,27
"1028","14:30478537|30502599",28,NA,NA
"1029","14:30478537|30509232",NA,NA,16
"1030","14:30489855|30502599",2,NA,NA
"1031","14:30489855|30525632",9,NA,NA
"1032","14:3101624|3104694",3,NA,NA
"1033","14:31367498|31369391",14,NA,NA
"1034","14:31367498|31373450",NA,59,NA
"1035","14:31368891|31369391",12,39,NA
"1036","14:32122555|32123597",4,NA,NA
"1037","14:32135935|32177592",NA,NA,13
"1038","14:32176493|32177592",105,NA,40
"1039","14:32501024|32503603",1,NA,NA
"1040","14:32515863|32524423",5,NA,NA
"1041","14:32838508|32844952",2,NA,NA
"1042","14:32838508|32845473",23,15,NA
"1043","14:33344527|33345876",5,NA,NA
"1044","14:3760037|4012672",3,NA,NA
"1045","14:4311530|4329444",2,NA,NA
"1046","14:4453305|4466651",NA,NA,18
"1047","14:4460386|4462348",14,NA,NA
"1048","14:4480224|4486099",NA,NA,35
"1049","14:45691483|45749151",2,NA,NA
"1050","14:45704254|45749151",1,NA,NA
"1051","14:47234475|47262145",3,NA,NA
"1052","14:48321282|48338524",2,NA,NA
"1053","14:48323756|48338524",3,NA,NA
"1054","14:48331954|48338524",3,NA,NA
"1055","14:48487166|48541807",4,NA,NA
"1056","14:48502273|48512131",1,NA,NA
"1057","14:48519606|48527818",8,NA,NA
"1058","14:48527681|48541807",7,NA,NA
"1059","14:48531539|48538862",6,NA,NA
"1060","14:51116420|51132431",3,NA,NA
"1061","14:51124441|51139399",7,NA,NA
"1062","14:52170539|52178438",13,NA,NA
"1063","14:52695787|52741250",3,NA,NA
"1064","14:53726494|53744092",1,NA,NA
"1065","14:54872323|54872702",3,NA,NA
"1066","14:55669290|55709673",3,NA,NA
"1067","14:55937295|55946392",4,NA,NA
"1068","14:55951863|55959665",2,NA,NA
"1069","14:55951863|55971250",3,NA,NA
"1070","14:56384834|56390311",5,NA,16
"1071","14:56384834|56391532",6,NA,NA
"1072","14:56944537|56949665",NA,NA,19
"1073","14:5861214|5870359",NA,NA,27
"1074","14:6194524|6223024",14,NA,NA
"1075","14:6201714|6219996",22,NA,28
"1076","14:6411117|6419256",4,NA,NA
"1077","14:6428300|6428697",25,NA,NA
"1078","14:64681972|64684355",15,NA,NA
"1079","14:64681972|64689727",5,NA,NA
"1080","14:64689563|64689727",NA,15,NA
"1081","14:64727376|64727564",8,25,20
"1082","14:64757489|64757919",7,NA,NA
"1083","14:64757489|64762184",1,NA,NA
"1084","14:65704148|65708298",NA,NA,5
"1085","14:6579353|6603648",8,NA,NA
"1086","14:6583893|6603648",NA,NA,35
"1087","14:65983631|65996574",3,NA,NA
"1088","14:65983631|66017603",9,NA,NA
"1089","14:660895|662347",4,NA,NA
"1090","14:66443606|66453104",NA,NA,21
"1091","14:66742294|66755700",5,NA,NA
"1092","14:6677842|6677954",NA,NA,6
"1093","14:66941020|66954758",5,NA,NA
"1094","14:67755152|67770891",1,NA,NA
"1095","14:67836241|67868317",5,NA,NA
"1096","14:67860863|67868317",1,NA,NA
"1097","14:68216820|68217011",7,NA,NA
"1098","14:68230663|68236133",NA,NA,28
"1099","14:6909311|6909482",1,NA,NA
"1100","14:69515169|69523759",NA,NA,24
"1101","14:69555981|69588391",2,NA,NA
"1102","14:69573308|69588391",6,NA,NA
"1103","14:69586361|69597901",7,NA,NA
"1104","14:70699640|70703295",NA,NA,28
"1105","14:70699640|70706873",NA,NA,24
"1106","14:70702427|70703295",23,NA,NA
"1107","14:70749336|70761251",2,NA,NA
"1108","14:70749336|70770869",7,NA,NA
"1109","14:70752344|70770869",4,NA,NA
"1110","14:70761141|70770869",3,NA,NA
"1111","14:70762529|70770869",NA,9,NA
"1112","14:70768701|70770869",7,NA,NA
"1113","14:70981113|70994191",NA,NA,29
"1114","14:70991011|71002943",4,NA,NA
"1115","14:71152301|71152445",1,NA,NA
"1116","14:71183895|71205844",NA,NA,7
"1117","14:71200839|71202836",8,NA,NA
"1118","14:71200839|71205844",7,NA,NA
"1119","14:71303600|71307233",4,NA,NA
"1120","14:71542829|71565539",10,NA,NA
"1121","14:7321904|7322083",3,NA,NA
"1122","14:76433965|76439140",2,NA,NA
"1123","14:7702788|7798638",4,NA,NA
"1124","14:7717600|7798638",1,NA,NA
"1125","14:79212883|79222408",NA,NA,22
"1126","14:79212883|79270159",6,NA,NA
"1127","14:79235670|79242009",6,38,NA
"1128","14:79235670|79246132",NA,13,NA
"1129","14:79249356|79270159",14,NA,NA
"1130","14:79260892|79270159",14,NA,15
"1131","14:8064371|8065829",2,NA,NA
"1132","14:86956941|86960813",20,NA,41
"1133","14:86956941|86963579",12,NA,NA
"1134","14:87048216|87055674",6,NA,NA
"1135","14:87662967|87664604",4,NA,NA
"1136","14:88010540|88015849",1,NA,NA
"1137","14:88010540|88048841",NA,NA,27
"1138","14:88014924|88015849",3,NA,NA
"1139","14:88038831|88048841",8,NA,NA
"1140","14:88047371|88077691",1,NA,NA
"1141","14:89056472|89070853",1,NA,NA
"1142","14:89330438|89332049",20,NA,NA
"1143","14:9485175|9485349",11,NA,NA
"1144","14:95636444|95636687",NA,9,NA
"1145","14:96332550|96355808",NA,31,NA
"1146","14:97264972|97269170",NA,11,NA
"1147","15:100885701|100889441",1,NA,NA
"1148","15:100930665|100969637",6,NA,NA
"1149","15:101154475|101157849",5,NA,NA
"1150","15:101170837|101194338",6,NA,NA
"1151","15:101194159|101222387",NA,NA,10
"1152","15:101459056|101461092",1,NA,NA
"1153","15:101466848|101474078",3,NA,NA
"1154","15:102728982|102729204",4,NA,NA
"1155","15:103431267|103471939",1,NA,NA
"1156","15:10419482|10434246",NA,NA,10
"1157","15:104365755|104374416",2,NA,NA
"1158","15:107051419|107064584",1,NA,NA
"1159","15:108428241|108433441",46,45,49
"1160","15:108428241|108455643",2,NA,NA
"1161","15:108428241|108456912",81,24,30
"1162","15:108485592|108501517",6,NA,NA
"1163","15:108519096|108520298",NA,NA,32
"1164","15:108592773|108599338",8,15,NA
"1165","15:111478238|111486801",NA,30,NA
"1166","15:111501657|111503143",2,NA,20
"1167","15:112511766|112678680",12,NA,NA
"1168","15:112556595|112678680",NA,NA,29
"1169","15:112577927|112586539",21,NA,NA
"1170","15:112721434|112721626",2,NA,NA
"1171","15:112746555|112768584",3,NA,NA
"1172","15:112904521|112909091",6,14,NA
"1173","15:11452580|11453264",1,NA,14
"1174","15:12055521|12072216",5,NA,NA
"1175","15:12065472|12072216",4,NA,NA
"1176","15:12410515|12412932",NA,21,NA
"1177","15:12661409|12662184",6,NA,NA
"1178","15:12867672|12868208",NA,18,NA
"1179","15:12867672|12873035",NA,NA,11
"1180","15:13551546|13587619",6,NA,NA
"1181","15:1357279|1357499",NA,NA,16
"1182","15:14971785|14988249",41,NA,NA
"1183","15:15305533|15311005",NA,77,NA
"1184","15:15323767|15324346",NA,NA,18
"1185","15:15755473|15784453",3,NA,NA
"1186","15:16342663|16382309",NA,8,NA
"1187","15:16916760|16928553",2,NA,19
"1188","15:17490970|17501791",1,NA,NA
"1189","15:17501625|17505889",4,NA,NA
"1190","15:17574082|17612275",4,NA,NA
"1191","15:17600568|17606946",6,NA,NA
"1192","15:17600568|17612275",2,NA,NA
"1193","15:17655106|17720179",10,NA,NA
"1194","15:17665870|17680335",1,NA,NA
"1195","15:1780323|1784815",1,NA,NA
"1196","15:17817509|17822977",2,NA,NA
"1197","15:20411668|20423431",4,NA,NA
"1198","15:21542472|21547961",1,NA,NA
"1199","15:21547887|21549118",3,NA,NA
"1200","15:22176003|22196048",1,NA,NA
"1201","15:22238904|22298828",2,NA,NA
"1202","15:22252127|22257294",5,NA,NA
"1203","15:2391408|2392844",110,NA,NA
"1204","15:2408558|2424855",NA,NA,11
"1205","15:28426454|28428516",4,NA,NA
"1206","15:29580790|29581834",NA,NA,56
"1207","15:30255600|30256795",20,NA,25
"1208","15:30528262|30557378",1,NA,NA
"1209","15:30528262|30562706",NA,NA,37
"1210","15:30549148|30557378",8,NA,NA
"1211","15:30557231|30574278",NA,NA,35
"1212","15:30562541|30574278",5,NA,NA
"1213","15:30572390|30574278",5,NA,NA
"1214","15:30896166|30901136",9,NA,NA
"1215","15:31441042|31452124",3,NA,NA
"1216","15:31920468|31921946",70,24,45
"1217","15:31920468|31956537",18,NA,NA
"1218","15:33444932|33473103",NA,NA,31
"1219","15:33461883|33479627",2,NA,NA
"1220","15:33819628|33852537",6,NA,NA
"1221","15:33829852|33860212",3,NA,NA
"1222","15:33837172|33860212",2,NA,NA
"1223","15:33849869|33852537",7,NA,NA
"1224","15:35564725|35588305",4,NA,NA
"1225","15:35577343|35582231",1,NA,NA
"1226","15:35577343|35588305",20,NA,NA
"1227","15:35885090|35917582",3,NA,NA
"1228","15:35885090|35966752",4,NA,NA
"1229","15:35904901|35917582",20,4,27
"1230","15:35954455|35966752",4,NA,NA
"1231","15:37979745|37979903",3,NA,NA
"1232","15:3817270|3831269",3,NA,NA
"1233","15:42583973|42594078",6,NA,NA
"1234","15:42642062|42807737",NA,31,NA
"1235","15:42673434|42807737",2,NA,NA
"1236","15:42888175|42903706",6,NA,NA
"1237","15:42949675|42949913",2,NA,NA
"1238","15:43767887|43788150",10,NA,NA
"1239","15:44756433|44756634",3,NA,NA
"1240","15:44909953|44926970",2,NA,NA
"1241","15:44917151|44926970",2,NA,NA
"1242","15:44922938|44926970",16,NA,NA
"1243","15:450562|487575",9,NA,NA
"1244","15:45564855|45568115",2,NA,NA
"1245","15:46096165|46162527",NA,NA,15
"1246","15:46336383|46337901",2,NA,NA
"1247","15:46796642|46839179",3,NA,NA
"1248","15:46819139|47019511",3,NA,NA
"1249","15:47018880|47019511",NA,NA,18
"1250","15:47481886|47496818",1,NA,NA
"1251","15:47558608|47566416",NA,NA,32
"1252","15:47774124|47774318",1,NA,NA
"1253","15:47774124|47778826",9,19,22
"1254","15:47774124|47789242",2,NA,NA
"1255","15:487018|487575",8,NA,NA
"1256","15:48930978|48934155",2,22,NA
"1257","15:48930978|48948929",17,65,NA
"1258","15:50177349|50198372",3,18,NA
"1259","15:50177349|50201256",17,NA,NA
"1260","15:50177349|50211650",8,NA,18
"1261","15:50177349|50219807",9,NA,NA
"1262","15:50177349|50230826",6,NA,NA
"1263","15:50177349|50238099",16,NA,NA
"1264","15:50177349|50240939",NA,NA,14
"1265","15:50198294|50218266",1,NA,NA
"1266","15:50198294|50219807",1,NA,NA
"1267","15:50227831|50240939",9,NA,NA
"1268","15:50238031|50245838",NA,NA,19
"1269","15:50238031|50250139",14,NA,NA
"1270","15:50240749|50245838",41,NA,NA
"1271","15:50240749|50250139",12,NA,NA
"1272","15:50245624|50245838",8,NA,NA
"1273","15:50245624|50250139",26,NA,NA
"1274","15:50245624|50252893",15,NA,NA
"1275","15:50265247|50266337",NA,36,NA
"1276","15:50298872|50314572",NA,66,NA
"1277","15:56872039|56900572",33,NA,NA
"1278","15:62727169|62750861",3,NA,NA
"1279","15:62840845|62844162",3,NA,NA
"1280","15:62840845|62944117",NA,60,NA
"1281","15:63221591|63256366",1,NA,NA
"1282","15:64203013|64213567",4,NA,27
"1283","15:64329716|64330139",3,NA,NA
"1284","15:64339381|64346313",1,NA,NA
"1285","15:64515326|64515661",NA,NA,6
"1286","15:64523018|64524861",2,NA,NA
"1287","15:64526546|64526837",1,NA,NA
"1288","15:64526837|64526971",NA,NA,1
"1289","15:64526837|64526973",NA,NA,1
"1290","15:64526837|64527049",NA,NA,16
"1291","15:64548204|64575342",3,NA,NA
"1292","15:64556336|64566636",4,NA,NA
"1293","15:64568167|64587467",2,NA,NA
"1294","15:66140142|66149415",NA,22,NA
"1295","15:66140142|66273083",NA,22,NA
"1296","15:66258267|66273083",4,NA,NA
"1297","15:66861129|66871744",NA,11,NA
"1298","15:68074572|68079001",4,NA,NA
"1299","15:68382096|68408234",NA,NA,11
"1300","15:69287506|69288038",6,NA,NA
"1301","15:69287506|69448958",7,13,11
"1302","15:69287506|69475162",18,NA,NA
"1303","15:69417261|69475162",NA,NA,34
"1304","15:69474977|69482545",4,53,8
"1305","15:7436177|7444546",NA,NA,16
"1306","15:76708862|76746166",4,NA,NA
"1307","15:76864794|76877250",10,NA,28
"1308","15:76864794|76904621",10,NA,NA
"1309","15:77263484|77270405",3,NA,NA
"1310","15:77282508|77289110",4,NA,NA
"1311","15:77310337|77348558",5,NA,NA
"1312","15:77335841|77348558",39,7,NA
"1313","15:77348327|77348558",NA,NA,9
"1314","15:77779812|77800890",29,NA,57
"1315","15:77779812|77810643",2,NA,NA
"1316","15:78744863|78766364",4,NA,NA
"1317","15:79547598|79548084",9,NA,NA
"1318","15:79700916|79709125",NA,NA,17
"1319","15:7996997|8002010",NA,NA,9
"1320","15:8086940|8103044",8,NA,NA
"1321","15:81686987|81697833",12,NA,NA
