"","circ_id","mpi1","mpi2","mpi3"
"4153","scaffold0013:13137970|13142037","1.000","10.000","2.000"
"4154","scaffold0013:13164032|13164748","1.000","1.000","1.000"
"4155","scaffold0013:13220790|13243083","9.000","2.000","5.000"
"4156","scaffold0013:13232967|13243083","3.000","7.000","6.000"
"4157","scaffold0013:13407771|13413434","22.000","13.000","20.000"
"4158","scaffold0013:13627919|13634105","16.000","18.000","17.000"
"4159","scaffold0013:13627919|13668742","1.000","2.000","2.000"
"4160","scaffold0013:13668034|13668742","11.000","11.000","5.000"
"4161","scaffold0013:13715797|13729558","4.000","7.000","2.000"
"4162","scaffold0013:14396944|14404476","23.000","34.000","42.000"
"4163","scaffold0013:14475866|14488511","6.000","10.000","2.000"
"4164","scaffold0013:14479322|14480817","10.000","8.000","1.000"
"4165","scaffold0013:14506008|14506823","114.000","126.000","123.000"
"4166","scaffold0013:14517113|14521086","3.000","1.000","1.000"
"4167","scaffold0013:14528670|14539313","4.000","8.000","2.000"
"4168","scaffold0013:14688475|14701966","47.000","81.000","46.000"
"4169","scaffold0013:14698701|14701966","6.000","1.000","1.000"
"4170","scaffold0013:1496212|1496898","5.000","16.000","3.000"
"4171","scaffold0013:16047693|16051334","7.000","2.000","6.000"
"4172","scaffold0013:16148445|16149989","17.000","5.000","9.000"
"4173","scaffold0013:17575740|17584631","12.000","24.000","17.000"
"4174","scaffold0013:17576837|17584631","24.000","20.000","13.000"
"4175","scaffold0013:17583463|17584631","2.000","3.000","14.000"
"4176","scaffold0013:18420442|18543797","4.000","2.000","1.000"
"4177","scaffold0013:18543743|18600353","5.000","9.000","2.000"
"4178","scaffold0013:18567853|18576642","5.000","7.000","3.000"
"4179","scaffold0013:1936458|1978908","2.000","5.000","1.000"
"4180","scaffold0013:19378489|19380637","4.000","2.000","2.000"
"4181","scaffold0013:19502640|19503131","19.000","93.000","34.000"
"4182","scaffold0013:1978449|1978908","13.000","4.000","1.000"
"4183","scaffold0013:2219645|2247273","7.000","11.000","6.000"
"4184","scaffold0013:24547824|24566813","3.000","15.000","7.000"
"4185","scaffold0013:24670179|24670418","3.000","2.000","3.000"
"4186","scaffold0013:24754433|24771953","35.000","42.000","30.000"
"4187","scaffold0013:24754433|24797549","2.000","4.000","3.000"
"4188","scaffold0013:24770981|24771953","1.000","1.000","1.000"
"4189","scaffold0013:24771903|24797549","1.000","8.000","7.000"
"4190","scaffold0013:24995456|24999366","100.000","194.000","76.000"
"4191","scaffold0013:24999261|25002560","5.000","6.000","9.000"
"4192","scaffold0013:24999261|25004427","45.000","53.000","14.000"
"4193","scaffold0013:25002452|25017695","21.000","12.000","1.000"
"4194","scaffold0013:25031053|25038494","4.000","1.000","2.000"
"4195","scaffold0013:25038260|25038494","11.000","11.000","12.000"
"4196","scaffold0013:25387255|25408894","301.000","265.000","6.000"
"4197","scaffold0013:25564861|25567659","20.000","7.000","18.000"
"4198","scaffold0013:25575633|25584037","15.000","9.000","2.000"
"4199","scaffold0013:25575633|25602977","3.000","3.000","12.000"
"4200","scaffold0013:25575633|25613425","1.000","10.000","14.000"
"4201","scaffold0013:25591722|25602977","44.000","103.000","45.000"
"4202","scaffold0013:25591722|25613425","218.000","438.000","254.000"
"4203","scaffold0013:25591722|25619446","13.000","13.000","6.000"
"4204","scaffold0013:25591722|25632628","2.000","3.000","3.000"
"4205","scaffold0013:25602897|25613425","1.000","5.000","8.000"
"4206","scaffold0013:25717553|25726117","5.000","3.000","1.000"
"4207","scaffold0013:25830279|25831096","3.000","5.000","2.000"
"4208","scaffold0013:25973192|25997057","3.000","4.000","1.000"
"4209","scaffold0013:25994039|26000374","14.000","40.000","14.000"
"4210","scaffold0013:26010151|26010988","2.000","7.000","6.000"
"4211","scaffold0013:26189144|26193628","3.000","4.000","13.000"
"4212","scaffold0013:26583154|26583641","12.000","4.000","2.000"
"4213","scaffold0013:268639|271845","5.000","5.000","3.000"
"4214","scaffold0013:27478200|27482833","3.000","18.000","4.000"
"4215","scaffold0013:27833483|27834734","5.000","6.000","3.000"
"4216","scaffold0013:27965287|27966262","3.000","4.000","1.000"
"4217","scaffold0013:28329487|28350685","12.000","11.000","7.000"
"4218","scaffold0013:28386266|28388770","3.000","1.000","3.000"
"4219","scaffold0013:28407157|28407922","4.000","8.000","1.000"
"4220","scaffold0013:28443923|28450522","1.000","2.000","2.000"
"4221","scaffold0013:28470812|28474489","7.000","2.000","1.000"
"4222","scaffold0013:28714938|28845304","3.000","3.000","2.000"
"4223","scaffold0013:28753428|28845304","1.000","3.000","5.000"
"4224","scaffold0013:2897092|2909617","4.000","1.000","2.000"
"4225","scaffold0013:29934936|29938190","85.000","135.000","7.000"
"4226","scaffold0013:29934936|29952511","19.000","27.000","26.000"
"4227","scaffold0013:30030756|30039281","1.000","5.000","2.000"
"4228","scaffold0013:30558179|30569686","2.000","2.000","2.000"
"4229","scaffold0013:30831156|30832168","9.000","6.000","6.000"
"4230","scaffold0013:30991679|31000376","8.000","8.000","9.000"
"4231","scaffold0013:31025560|31026823","4.000","8.000","6.000"
"4232","scaffold0013:31566775|31574915","22.000","25.000","23.000"
"4233","scaffold0013:31586750|31593990","3.000","1.000","13.000"
"4234","scaffold0013:3170377|3190231","12.000","4.000","13.000"
"4235","scaffold0013:3240788|3268130","2.000","5.000","3.000"
"4236","scaffold0013:3242342|3247018","122.000","5.000","38.000"
"4237","scaffold0013:3256279|3268130","35.000","186.000","35.000"
"4238","scaffold0013:32824964|32828749","26.000","34.000","25.000"
"4239","scaffold0013:3349030|3353334","8.000","5.000","6.000"
"4240","scaffold0013:3353250|3364916","65.000","56.000","25.000"
"4241","scaffold0013:3410539|3417114","2.000","2.000","7.000"
"4242","scaffold0013:3421305|3438267","76.000","61.000","69.000"
"4243","scaffold0013:3435244|3438267","23.000","57.000","44.000"
"4244","scaffold0013:34970006|34971420","472.000","589.000","391.000"
"4245","scaffold0013:35045994|35053637","5.000","2.000","1.000"
"4246","scaffold0013:35049353|35053637","2.000","10.000","3.000"
"4247","scaffold0013:35049353|35059719","6.000","2.000","7.000"
"4248","scaffold0013:35056908|35059719","13.000","2.000","6.000"
"4249","scaffold0013:35612817|35652123","11.000","9.000","2.000"
"4250","scaffold0013:35648323|35652123","32.000","10.000","4.000"
"4251","scaffold0013:36498995|36505640","141.000","105.000","29.000"
"4252","scaffold0013:36624690|36625943","3.000","12.000","1.000"
"4253","scaffold0013:36911066|36913912","21.000","59.000","16.000"
"4254","scaffold0013:37023489|37023674","33.000","37.000","22.000"
"4255","scaffold0013:37023489|37068407","1.000","7.000","1.000"
"4256","scaffold0013:38236019|38263386","13.000","7.000","15.000"
"4257","scaffold0013:38261915|38263386","102.000","201.000","228.000"
"4258","scaffold0013:38261918|38263386","67.000","186.000","150.000"
"4259","scaffold0013:38310087|38312145","4.000","9.000","1.000"
"4260","scaffold0013:39594610|39595565","16.000","26.000","13.000"
"4261","scaffold0013:41175697|41176081","2.000","1.000","2.000"
"4262","scaffold0013:41676858|41698915","60.000","70.000","36.000"
"4263","scaffold0013:41689531|41698915","24.000","19.000","11.000"
"4264","scaffold0013:42290283|42303278","7.000","6.000","2.000"
"4265","scaffold0013:42292360|42305143","1.000","5.000","2.000"
"4266","scaffold0013:42318875|42320720","5.000","43.000","16.000"
"4267","scaffold0013:42339267|42345874","2.000","6.000","8.000"
"4268","scaffold0013:42475153|42481252","36.000","19.000","19.000"
"4269","scaffold0013:42559261|42562166","1.000","2.000","2.000"
"4270","scaffold0013:42561840|42562166","108.000","125.000","5.000"
"4271","scaffold0013:42569620|42576250","3.000","11.000","7.000"
"4272","scaffold0013:42579618|42579769","1.000","11.000","7.000"
"4273","scaffold0013:42593400|42599575","35.000","45.000","38.000"
"4274","scaffold0013:43813813|43815950","4.000","5.000","3.000"
"4275","scaffold0013:43957401|43964302","3.000","3.000","5.000"
"4276","scaffold0013:43971323|43976317","20.000","21.000","20.000"
"4277","scaffold0013:44022101|44023372","3.000","12.000","6.000"
"4278","scaffold0013:44042641|44043512","7.000","23.000","4.000"
"4279","scaffold0013:44200718|44214275","17.000","48.000","27.000"
"4280","scaffold0013:44222922|44225598","10.000","10.000","7.000"
"4281","scaffold0013:44255347|44264091","9.000","9.000","5.000"
"4282","scaffold0013:44259635|44279703","21.000","29.000","19.000"
"4283","scaffold0013:44264025|44279703","5.000","9.000","14.000"
"4284","scaffold0013:44278016|44279703","60.000","120.000","129.000"
"4285","scaffold0013:44288881|44291808","365.000","323.000","76.000"
"4286","scaffold0013:44294921|44307316","2.000","1.000","1.000"
"4287","scaffold0013:44372538|44373673","18.000","22.000","8.000"
"4288","scaffold0013:44794573|44795423","1.000","2.000","1.000"
"4289","scaffold0013:45354092|45356801","7.000","8.000","19.000"
"4290","scaffold0013:45454135|45454475","5.000","1.000","11.000"
"4291","scaffold0013:45457722|45457941","7.000","36.000","3.000"
"4292","scaffold0013:45691912|45693752","11.000","1.000","2.000"
"4293","scaffold0013:45753964|45756336","10.000","2.000","12.000"
"4294","scaffold0013:45793115|45800920","61.000","76.000","51.000"
"4295","scaffold0013:45796341|45800920","3.000","14.000","1.000"
"4296","scaffold0013:45816925|45822566","2.000","2.000","6.000"
"4297","scaffold0013:45910538|45916342","27.000","22.000","15.000"
"4298","scaffold0013:45927317|45933783","10.000","11.000","5.000"
"4299","scaffold0013:45933589|45947665","18.000","13.000","20.000"
"4300","scaffold0013:45933589|45970194","1.000","1.000","2.000"
"4301","scaffold0013:45947515|45970194","8.000","8.000","9.000"
"4302","scaffold0013:46315090|46366222","6.000","4.000","25.000"
"4303","scaffold0013:46347610|46351821","4.000","14.000","9.000"
"4304","scaffold0013:46347610|46366222","34.000","46.000","71.000"
"4305","scaffold0013:46351756|46366222","2.000","24.000","21.000"
"4306","scaffold0013:46360241|46366222","7.000","25.000","12.000"
"4307","scaffold0013:46414580|46415210","3.000","6.000","14.000"
"4308","scaffold0013:46621081|46622084","28.000","9.000","7.000"
"4309","scaffold0013:46703633|46705815","17.000","17.000","4.000"
"4310","scaffold0013:46998092|47004391","3.000","9.000","6.000"
"4311","scaffold0013:47582919|47583683","1.000","9.000","2.000"
"4312","scaffold0013:47597294|47601719","16.000","11.000","12.000"
"4313","scaffold0013:47637438|47638884","49.000","106.000","15.000"
"4314","scaffold0013:47890950|47895044","5.000","7.000","3.000"
"4315","scaffold0013:48880657|48895905","5.000","5.000","7.000"
"4316","scaffold0013:49390866|49393940","5.000","54.000","36.000"
"4317","scaffold0013:49549767|49564989","4.000","10.000","5.000"
"4318","scaffold0013:50189047|50192218","1.000","6.000","3.000"
"4319","scaffold0013:51841840|51863732","5.000","9.000","4.000"
"4320","scaffold0013:51891839|51893190","164.000","179.000","185.000"
"4321","scaffold0013:52133975|52137198","1.000","8.000","3.000"
"4322","scaffold0013:52254511|52264257","1.000","2.000","11.000"
"4323","scaffold0013:52412311|52413079","16.000","21.000","15.000"
"4324","scaffold0013:53617210|53618974","65.000","80.000","20.000"
"4325","scaffold0013:53617210|53629533","4.000","37.000","15.000"
"4326","scaffold0013:53765206|53766520","7.000","4.000","1.000"
"4327","scaffold0013:54726790|54727826","1.000","2.000","4.000"
"4328","scaffold0013:54884439|54886455","53.000","125.000","84.000"
"4329","scaffold0013:55485194|55485890","8.000","1.000","22.000"
"4330","scaffold0013:55617350|55619739","3.000","2.000","1.000"
"4331","scaffold0013:55878520|55880992","7.000","14.000","9.000"
"4332","scaffold0013:56122167|56138045","20.000","18.000","10.000"
"4333","scaffold0013:56696914|56697656","6.000","2.000","3.000"
"4334","scaffold0013:56801488|56802387","2.000","5.000","3.000"
"4335","scaffold0013:56801488|56808402","15.000","24.000","17.000"
"4336","scaffold0013:56817081|56827028","9.000","5.000","4.000"
"4337","scaffold0013:56871061|56872136","20.000","75.000","98.000"
"4338","scaffold0013:56871061|56875761","4.000","11.000","21.000"
"4339","scaffold0013:56875340|56876093","2.000","4.000","1.000"
"4340","scaffold0013:56875340|56882844","6.000","5.000","1.000"
"4341","scaffold0013:56892479|56918828","6.000","5.000","9.000"
"4342","scaffold0013:56981657|56984393","1.000","3.000","4.000"
"4343","scaffold0013:56983293|56984393","1.000","9.000","7.000"
"4344","scaffold0013:57195754|57199726","2.000","4.000","9.000"
"4345","scaffold0013:57214811|57228133","9.000","10.000","5.000"
"4346","scaffold0013:57306435|57307200","27.000","21.000","25.000"
"4347","scaffold0013:57398555|57399237","13.000","36.000","16.000"
"4348","scaffold0013:57401750|57405737","14.000","7.000","3.000"
"4349","scaffold0013:58198623|58209327","2.000","1.000","2.000"
"4350","scaffold0013:58376372|58383740","8.000","7.000","6.000"
"4351","scaffold0013:58637864|58657449","2.000","8.000","9.000"
"4352","scaffold0013:58868092|58873969","1.000","7.000","8.000"
"4353","scaffold0013:59062384|59063949","152.000","224.000","71.000"
"4354","scaffold0013:59062384|59064226","5.000","8.000","10.000"
"4355","scaffold0013:59062384|59070732","33.000","76.000","15.000"
"4356","scaffold0013:59082324|59083595","28.000","49.000","50.000"
"4357","scaffold0013:59121399|59122999","32.000","99.000","69.000"
"4358","scaffold0013:59121399|59127583","3.000","6.000","15.000"
"4359","scaffold0013:59142404|59151152","9.000","30.000","14.000"
"4360","scaffold0013:59381066|59388142","5.000","4.000","9.000"
"4361","scaffold0013:59387061|59388142","3.000","29.000","13.000"
"4362","scaffold0013:59535959|59552143","2.000","2.000","10.000"
"4363","scaffold0013:64162231|64167973","8.000","3.000","6.000"
"4364","scaffold0013:64463403|64479937","34.000","45.000","47.000"
"4365","scaffold0013:64744619|64748545","4.000","5.000","1.000"
"4366","scaffold0013:64798626|64809210","91.000","136.000","163.000"
"4367","scaffold0013:64885475|64886127","42.000","44.000","42.000"
"4368","scaffold0013:64901525|64902546","3.000","4.000","4.000"
"4369","scaffold0013:64906652|64913737","1.000","2.000","4.000"
"4370","scaffold0013:64965788|64994270","5.000","10.000","3.000"
"4371","scaffold0013:65007676|65009780","7.000","6.000","3.000"
"4372","scaffold0013:65058897|65062638","2.000","6.000","1.000"
"4373","scaffold0013:65104350|65133623","3.000","2.000","2.000"
"4374","scaffold0013:65158285|65158451","4.000","1.000","4.000"
"4375","scaffold0013:65634724|65642177","53.000","98.000","51.000"
"4376","scaffold0013:65634724|65668998","28.000","35.000","54.000"
"4377","scaffold0013:65634724|65746398","137.000","192.000","179.000"
"4378","scaffold0013:66472064|66472521","1.000","4.000","2.000"
"4379","scaffold0013:66472064|66476498","10.000","28.000","17.000"
"4380","scaffold0013:66595575|66595787","6.000","3.000","5.000"
"4381","scaffold0013:66630403|66630873","12.000","14.000","10.000"
"4382","scaffold0013:66659886|66660960","6.000","3.000","4.000"
"4383","scaffold0013:66728894|66763197","1.000","1.000","4.000"
"4384","scaffold0013:66744066|66763197","7.000","18.000","16.000"
"4385","scaffold0013:66810026|66819694","6.000","3.000","1.000"
"4386","scaffold0013:66865915|66868664","29.000","32.000","10.000"
"4387","scaffold0013:66865915|66871573","70.000","9.000","8.000"
"4388","scaffold0013:66865915|66879203","103.000","129.000","72.000"
"4389","scaffold0013:67060347|67078246","5.000","3.000","2.000"
"4390","scaffold0013:67063722|67078246","11.000","24.000","21.000"
"4391","scaffold0013:67074437|67078246","12.000","22.000","5.000"
"4392","scaffold0013:671093|675484","426.000","374.000","415.000"
"4393","scaffold0013:671093|693476","8.000","39.000","14.000"
"4394","scaffold0013:67357091|67385173","7.000","4.000","2.000"
"4395","scaffold0013:67357091|67394796","2.000","10.000","7.000"
"4396","scaffold0013:67385076|67394796","8.000","6.000","4.000"
"4397","scaffold0013:67392616|67394796","12.000","4.000","13.000"
"4398","scaffold0013:67392616|67421714","62.000","67.000","63.000"
"4399","scaffold0013:67790228|67793584","19.000","37.000","5.000"
"4400","scaffold0013:67790228|67806029","13.000","18.000","15.000"
"4401","scaffold0013:68052943|68056739","5.000","5.000","4.000"
"4402","scaffold0013:68349154|68350449","8.000","20.000","21.000"
"4403","scaffold0013:68404424|68405527","91.000","15.000","26.000"
"4404","scaffold0013:68633661|68636682","62.000","71.000","67.000"
"4405","scaffold0013:68685744|68687467","5.000","2.000","3.000"
"4406","scaffold0013:68699794|68701109","6.000","4.000","3.000"
"4407","scaffold0013:68897732|68899056","3.000","5.000","1.000"
"4408","scaffold0013:68917729|68923281","3.000","8.000","3.000"
"4409","scaffold0013:69056421|69061444","38.000","34.000","30.000"
"4410","scaffold0013:69145298|69145614","2.000","10.000","8.000"
"4411","scaffold0013:69145353|69145614","55.000","64.000","54.000"
"4412","scaffold0013:69176759|69177544","335.000","180.000","299.000"
"4413","scaffold0013:69193685|69194722","3.000","1.000","6.000"
"4414","scaffold0013:69712536|69712935","245.000","304.000","379.000"
"4415","scaffold0013:69797999|69806419","11.000","6.000","12.000"
"4416","scaffold0013:69804927|69817108","10.000","21.000","4.000"
"4417","scaffold0013:69875284|69882399","62.000","119.000","46.000"
"4418","scaffold0013:70386613|70387850","64.000","61.000","56.000"
"4419","scaffold0013:70386613|70397295","13.000","9.000","13.000"
"4420","scaffold0013:70593783|70594175","4.000","3.000","1.000"
"4421","scaffold0013:70744095|70745150","14.000","25.000","20.000"
"4422","scaffold0013:70766310|70768314","25.000","23.000","18.000"
"4423","scaffold0013:70833373|70834975","20.000","12.000","8.000"
"4424","scaffold0013:70843681|70848621","3.000","7.000","6.000"
"4425","scaffold0013:70881189|70890878","18.000","31.000","45.000"
"4426","scaffold0013:71269216|71273865","1.000","1.000","5.000"
"4427","scaffold0013:715426|730366","10.000","2.000","4.000"
"4428","scaffold0013:72145186|72176764","1.000","2.000","2.000"
"4429","scaffold0013:72406570|72410598","18.000","3.000","7.000"
"4430","scaffold0013:72573094|72573550","2.000","2.000","6.000"
"4431","scaffold0013:730113|739837","7.000","1.000","26.000"
"4432","scaffold0013:730113|750352","12.000","6.000","19.000"
"4433","scaffold0013:73052821|73053811","127.000","532.000","675.000"
"4434","scaffold0013:73059066|73059466","17.000","1.000","2.000"
"4435","scaffold0013:73175050|73175658","14.000","4.000","7.000"
"4436","scaffold0013:73348702|73365157","1.000","3.000","7.000"
"4437","scaffold0013:73362053|73362580","36.000","29.000","12.000"
"4438","scaffold0013:73362053|73365157","11.000","42.000","30.000"
"4439","scaffold0013:73362053|73366520","18.000","16.000","46.000"
"4440","scaffold0013:73362053|73373965","1.000","1.000","8.000"
"4441","scaffold0013:73372016|73380491","6.000","2.000","6.000"
"4442","scaffold0013:73508799|73514037","3.000","3.000","5.000"
"4443","scaffold0013:739722|750352","3.000","4.000","9.000"
"4444","scaffold0013:74069219|74070173","7.000","4.000","11.000"
"4445","scaffold0013:744866|750352","1.000","2.000","2.000"
"4446","scaffold0013:8081464|8113732","1.000","4.000","5.000"
"4447","scaffold0013:8113117|8113732","11.000","43.000","18.000"
"4448","scaffold0013:817122|822392","9.000","5.000","7.000"
"4449","scaffold0013:817176|822392","90.000","48.000","71.000"
"4450","scaffold0013:8533810|8534119","2.000","1.000","2.000"
"4451","scaffold0014:10702050|10703179","8.000","7.000","6.000"
"4452","scaffold0014:10702061|10703179","22.000","38.000","19.000"
"4453","scaffold0014:10806619|10817813","20.000","23.000","3.000"
"4454","scaffold0014:11869524|11871841","5.000","17.000","2.000"
"4455","scaffold0014:1582000|1585796","63.000","57.000","69.000"
"4456","scaffold0014:1582000|1590726","77.000","48.000","36.000"
"4457","scaffold0014:16635491|16635980","21.000","30.000","21.000"
"4458","scaffold0014:16644371|16645768","5.000","4.000","2.000"
"4459","scaffold0014:16792380|16801276","1.000","1.000","3.000"
"4460","scaffold0014:16801156|16825166","4.000","5.000","5.000"
"4461","scaffold0014:1695552|1696181","10.000","9.000","8.000"
"4462","scaffold0014:17003540|17005551","1.000","9.000","15.000"
"4463","scaffold0014:17105532|17107175","1.000","2.000","1.000"
"4464","scaffold0014:17165216|17165876","2.000","9.000","8.000"
"4465","scaffold0014:17165216|17165879","1961.000","2280.000","2425.000"
"4466","scaffold0014:17253226|17253554","1.000","1.000","2.000"
"4467","scaffold0014:1730827|1731546","4.000","56.000","59.000"
"4468","scaffold0014:17474256|17476277","7.000","25.000","18.000"
"4469","scaffold0014:17631503|17634451","16.000","22.000","17.000"
"4470","scaffold0014:17648570|17651097","2.000","3.000","7.000"
"4471","scaffold0014:17695778|17703267","19.000","16.000","31.000"
"4472","scaffold0014:17797753|17798210","4.000","1.000","1.000"
"4473","scaffold0014:1785459|1786223","10.000","9.000","33.000"
"4474","scaffold0014:1785459|1803804","45.000","48.000","69.000"
"4475","scaffold0014:17913600|17928214","3.000","3.000","5.000"
"4476","scaffold0014:17919357|17922747","206.000","256.000","147.000"
"4477","scaffold0014:17919357|17928214","525.000","496.000","558.000"
"4478","scaffold0014:17919357|17947263","14.000","12.000","25.000"
"4479","scaffold0014:17919357|17950294","6.000","19.000","4.000"
"4480","scaffold0014:17919357|17967433","18.000","36.000","33.000"
"4481","scaffold0014:1795347|1803804","28.000","8.000","21.000"
"4482","scaffold0014:18037344|18040184","17.000","25.000","16.000"
"4483","scaffold0014:18143893|18152297","12.000","2.000","1.000"
"4484","scaffold0014:1842289|1845817","5.000","4.000","2.000"
"4485","scaffold0014:18530812|18534868","8.000","6.000","3.000"
"4486","scaffold0014:18546421|18547675","10.000","10.000","1.000"
"4487","scaffold0014:1897071|1897922","59.000","85.000","68.000"
"4488","scaffold0014:19068058|19069816","2.000","6.000","8.000"
"4489","scaffold0014:1910808|1915841","11.000","1.000","8.000"
"4490","scaffold0014:19409753|19410628","18.000","20.000","30.000"
"4491","scaffold0014:1949228|1991649","9.000","7.000","13.000"
"4492","scaffold0014:1991545|1994059","4.000","9.000","6.000"
"4493","scaffold0014:20847380|20847702","2.000","3.000","3.000"
"4494","scaffold0014:20921791|20929328","19.000","20.000","12.000"
"4495","scaffold0014:21065574|21065929","24.000","70.000","52.000"
"4496","scaffold0014:21065577|21065929","14.000","59.000","71.000"
"4497","scaffold0014:21437828|21446313","12.000","18.000","2.000"
"4498","scaffold0014:21467085|21467565","1.000","2.000","6.000"
"4499","scaffold0014:21569649|21570066","39.000","27.000","51.000"
"4500","scaffold0014:21615149|21623373","2.000","1.000","2.000"
"4501","scaffold0014:21615149|21626876","1.000","2.000","2.000"
"4502","scaffold0014:21678645|21691671","104.000","95.000","34.000"
"4503","scaffold0014:21949221|21949378","5.000","1.000","8.000"
"4504","scaffold0014:22522281|22535610","2.000","2.000","1.000"
"4505","scaffold0014:22522281|22550120","10.000","7.000","2.000"
"4506","scaffold0014:22563315|22577323","45.000","26.000","8.000"
"4507","scaffold0014:22581037|22586522","14.000","15.000","1.000"
"4508","scaffold0014:22810426|22810711","11.000","11.000","12.000"
"4509","scaffold0014:22898010|22907520","10.000","7.000","3.000"
"4510","scaffold0014:22947427|22948130","5.000","18.000","2.000"
"4511","scaffold0014:2295956|2296394","1.000","13.000","6.000"
"4512","scaffold0014:23736520|23741310","9.000","10.000","3.000"
"4513","scaffold0014:24316523|24321775","9.000","7.000","3.000"
"4514","scaffold0014:24422913|24428407","30.000","25.000","39.000"
"4515","scaffold0014:24422913|24440111","4.000","3.000","3.000"
"4516","scaffold0014:24422913|24440611","11.000","3.000","1.000"
"4517","scaffold0014:24536565|24562983","13.000","9.000","6.000"
"4518","scaffold0014:24560293|24562983","47.000","64.000","35.000"
"4519","scaffold0014:24560293|24588645","1.000","3.000","1.000"
"4520","scaffold0014:24600994|24610611","12.000","5.000","8.000"
"4521","scaffold0014:24684108|24685673","12.000","21.000","10.000"
"4522","scaffold0014:24727918|24733768","2.000","21.000","25.000"
"4523","scaffold0014:24825236|24828667","56.000","53.000","56.000"
"4524","scaffold0014:25205952|25206249","22.000","10.000","12.000"
"4525","scaffold0014:26643511|26644822","2.000","9.000","2.000"
"4526","scaffold0014:27435720|27438766","4.000","2.000","3.000"
"4527","scaffold0014:27443599|27461329","11.000","12.000","10.000"
"4528","scaffold0014:27453139|27461329","21.000","66.000","48.000"
"4529","scaffold0014:2783862|2792458","6.000","9.000","12.000"
"4530","scaffold0014:2815155|2817647","5.000","1.000","5.000"
"4531","scaffold0014:2815155|2830099","76.000","28.000","97.000"
"4532","scaffold0014:2827980|2830099","38.000","61.000","49.000"
"4533","scaffold0014:288221|304322","1.000","4.000","4.000"
"4534","scaffold0014:2947061|2952279","10.000","16.000","12.000"
"4535","scaffold0014:3198869|3204914","13.000","24.000","5.000"
"4536","scaffold0014:3198869|3206330","158.000","163.000","88.000"
"4537","scaffold0014:3215964|3219513","3.000","2.000","6.000"
"4538","scaffold0014:32628911|32637659","9.000","11.000","9.000"
"4539","scaffold0014:33505263|33567682","2.000","2.000","8.000"
"4540","scaffold0014:33525239|33567682","13.000","4.000","7.000"
"4541","scaffold0014:33561416|33567682","8.000","13.000","9.000"
"4542","scaffold0014:33889995|33906791","187.000","305.000","286.000"
"4543","scaffold0014:34675979|34676901","25.000","11.000","31.000"
"4544","scaffold0014:35805702|35814192","6.000","1.000","1.000"
"4545","scaffold0014:35812000|35823680","2.000","1.000","3.000"
"4546","scaffold0014:36643860|36644080","2.000","4.000","4.000"
"4547","scaffold0014:36665372|36666125","3.000","13.000","3.000"
"4548","scaffold0014:36701667|36702278","13.000","15.000","18.000"
"4549","scaffold0014:36710571|36714326","30.000","46.000","50.000"
"4550","scaffold0014:36784078|36857275","7.000","4.000","10.000"
"4551","scaffold0014:36832509|36857275","8.000","8.000","13.000"
"4552","scaffold0014:36857110|36857275","21.000","24.000","30.000"
"4553","scaffold0014:36857110|36864333","30.000","63.000","23.000"
"4554","scaffold0014:36857110|36874221","12.000","1.000","11.000"
"4555","scaffold0014:36857110|36879754","21.000","27.000","24.000"
"4556","scaffold0014:37204610|37208509","9.000","8.000","4.000"
"4557","scaffold0014:39921891|39936862","6.000","19.000","5.000"
"4558","scaffold0014:39938495|39940162","4.000","23.000","4.000"
"4559","scaffold0014:39950278|39950439","7.000","2.000","4.000"
"4560","scaffold0014:39950278|39957275","37.000","54.000","38.000"
"4561","scaffold0014:39950278|39970545","20.000","17.000","22.000"
"4562","scaffold0014:40198915|40201271","5.000","13.000","1.000"
"4563","scaffold0014:40200804|40203459","1.000","6.000","3.000"
"4564","scaffold0014:40216899|40218132","4.000","1.000","5.000"
"4565","scaffold0014:40233600|40234818","7.000","17.000","1.000"
"4566","scaffold0014:40233600|40236914","7.000","16.000","1.000"
"4567","scaffold0014:40241607|40243882","3.000","1.000","1.000"
"4568","scaffold0014:40275220|40276594","3.000","3.000","7.000"
"4569","scaffold0014:40296346|40299386","3.000","1.000","2.000"
"4570","scaffold0014:40456054|40456403","4.000","11.000","6.000"
"4571","scaffold0014:40487613|40488232","110.000","136.000","121.000"
"4572","scaffold0014:40497988|40503400","1.000","4.000","2.000"
"4573","scaffold0014:40501648|40503400","7.000","7.000","4.000"
"4574","scaffold0014:40502983|40503400","9.000","24.000","15.000"
"4575","scaffold0014:40502983|40508052","3.000","4.000","1.000"
"4576","scaffold0014:40634253|40637461","12.000","14.000","4.000"
"4577","scaffold0014:40724984|40729955","1.000","10.000","1.000"
"4578","scaffold0014:40815484|40828293","72.000","159.000","38.000"
"4579","scaffold0014:40815484|40830617","6.000","12.000","2.000"
"4580","scaffold0014:40815484|40832798","6.000","3.000","1.000"
"4581","scaffold0014:40981077|40986191","4.000","1.000","5.000"
"4582","scaffold0014:40990660|40991056","4.000","121.000","11.000"
"4583","scaffold0014:40990660|40992747","10.000","7.000","3.000"
"4584","scaffold0014:41082136|41083583","69.000","85.000","50.000"
"4585","scaffold0014:41586372|41587360","71.000","50.000","124.000"
"4586","scaffold0014:41617864|41623224","33.000","20.000","25.000"
"4587","scaffold0014:42038739|42041028","6.000","12.000","7.000"
"4588","scaffold0014:42038739|42045258","36.000","20.000","29.000"
"4589","scaffold0014:42043678|42052542","5.000","6.000","12.000"
