"","circ_id","mpi1","mpi2","mpi3"
"2214","scaffold0005:96820566|96825424","9.000","2.000","5.000"
"2215","scaffold0005:96891088|96898206","5.000","5.000","4.000"
"2216","scaffold0005:96976326|96985317","1.000","1.000","10.000"
"2217","scaffold0005:97369231|97372254","5.000","7.000","6.000"
"2218","scaffold0005:977687|979768","3.000","4.000","3.000"
"2219","scaffold0005:977687|981038","5.000","10.000","5.000"
"2220","scaffold0005:97895764|97901584","4.000","5.000","1.000"
"2221","scaffold0005:97953552|97958832","14.000","3.000","10.000"
"2222","scaffold0005:98069788|98071958","39.000","2.000","7.000"
"2223","scaffold0005:98069788|98113277","3.000","3.000","1.000"
"2224","scaffold0005:98723465|98724361","113.000","121.000","98.000"
"2225","scaffold0005:98766517|98778767","3.000","1.000","3.000"
"2226","scaffold0005:98772063|98778767","7.000","22.000","10.000"
"2227","scaffold0005:98785580|98786720","2.000","3.000","9.000"
"2228","scaffold0005:98844826|98847228","8.000","4.000","3.000"
"2229","scaffold0005:98845881|98847228","2.000","12.000","6.000"
"2230","scaffold0005:98925136|98925286","1.000","2.000","1.000"
"2231","scaffold0005:99175900|99177749","2.000","17.000","11.000"
"2232","scaffold0005:99268367|99268748","56.000","56.000","72.000"
"2233","scaffold0005:99301674|99305710","1.000","1.000","1.000"
"2234","scaffold0005:99748511|99751242","22.000","14.000","5.000"
"2235","scaffold0006:1186871|1189302","101.000","138.000","164.000"
"2236","scaffold0006:12434194|12466773","4.000","5.000","1.000"
"2237","scaffold0006:1257266|1257512","134.000","31.000","185.000"
"2238","scaffold0006:1257266|1282014","4.000","1.000","4.000"
"2239","scaffold0006:1281167|1282014","22.000","17.000","12.000"
"2240","scaffold0006:1281170|1282014","64.000","113.000","99.000"
"2241","scaffold0006:1281170|1293271","1.000","4.000","8.000"
"2242","scaffold0006:1292264|1293271","3.000","14.000","17.000"
"2243","scaffold0006:1298907|1299340","1.000","5.000","1.000"
"2244","scaffold0006:14239395|14259542","4.000","6.000","1.000"
"2245","scaffold0006:14259348|14265472","26.000","29.000","32.000"
"2246","scaffold0006:14495201|14496910","9.000","9.000","10.000"
"2247","scaffold0006:1457863|1458332","3.000","6.000","3.000"
"2248","scaffold0006:1457863|1459020","8.000","32.000","56.000"
"2249","scaffold0006:14708596|14717121","4.000","10.000","2.000"
"2250","scaffold0006:14824936|14825717","26.000","49.000","8.000"
"2251","scaffold0006:14838207|14839920","4.000","20.000","14.000"
"2252","scaffold0006:14888239|14891735","6.000","36.000","3.000"
"2253","scaffold0006:1496732|1499684","12.000","21.000","11.000"
"2254","scaffold0006:1496732|1506505","12.000","8.000","15.000"
"2255","scaffold0006:1496732|1508492","13.000","10.000","5.000"
"2256","scaffold0006:15108771|15118035","4.000","2.000","3.000"
"2257","scaffold0006:1511648|1515004","7.000","5.000","1.000"
"2258","scaffold0006:1546529|1560093","7.000","6.000","21.000"
"2259","scaffold0006:15573371|15608054","2.000","12.000","3.000"
"2260","scaffold0006:1581404|1591739","3.000","4.000","2.000"
"2261","scaffold0006:1662690|1666918","5.000","6.000","2.000"
"2262","scaffold0006:18722361|18753055","18.000","15.000","5.000"
"2263","scaffold0006:18752956|18757149","2.000","5.000","5.000"
"2264","scaffold0006:22122733|22125711","11.000","1.000","15.000"
"2265","scaffold0006:23028618|23042628","6.000","13.000","12.000"
"2266","scaffold0006:23231664|23232171","50.000","57.000","21.000"
"2267","scaffold0006:23334440|23341191","11.000","16.000","4.000"
"2268","scaffold0006:23334440|23355785","45.000","33.000","20.000"
"2269","scaffold0006:23341080|23351612","4.000","4.000","3.000"
"2270","scaffold0006:23341080|23355785","74.000","55.000","41.000"
"2271","scaffold0006:23401188|23403741","11.000","25.000","48.000"
"2272","scaffold0006:23401188|23417524","3.000","5.000","11.000"
"2273","scaffold0006:23980208|23984216","50.000","116.000","40.000"
"2274","scaffold0006:24099269|24110508","1.000","10.000","3.000"
"2275","scaffold0006:24243476|24246869","7.000","20.000","4.000"
"2276","scaffold0006:24403042|24406320","2.000","5.000","6.000"
"2277","scaffold0006:24435908|24453236","3.000","8.000","1.000"
"2278","scaffold0006:24561283|24573441","167.000","333.000","110.000"
"2279","scaffold0006:24561283|24588420","10.000","37.000","5.000"
"2280","scaffold0006:24626345|24637852","2.000","9.000","6.000"
"2281","scaffold0006:24629850|24631629","3.000","4.000","4.000"
"2282","scaffold0006:24658468|24660297","14.000","12.000","12.000"
"2283","scaffold0006:24663216|24664347","10.000","4.000","1.000"
"2284","scaffold0006:24663216|24673055","2.000","2.000","4.000"
"2285","scaffold0006:24684028|24684232","2.000","6.000","2.000"
"2286","scaffold0006:25308940|25311618","2.000","12.000","11.000"
"2287","scaffold0006:25311037|25319936","5.000","5.000","3.000"
"2288","scaffold0006:25319282|25319936","24.000","29.000","9.000"
"2289","scaffold0006:25415151|25417807","73.000","54.000","44.000"
"2290","scaffold0006:25415151|25437159","24.000","36.000","21.000"
"2291","scaffold0006:26334190|26363081","4.000","1.000","1.000"
"2292","scaffold0006:26341495|26344102","6.000","7.000","30.000"
"2293","scaffold0006:26346280|26349565","15.000","16.000","3.000"
"2294","scaffold0006:26346280|26352783","3.000","2.000","2.000"
"2295","scaffold0006:2662833|2683399","24.000","28.000","19.000"
"2296","scaffold0006:26816704|26824346","3.000","8.000","2.000"
"2297","scaffold0006:2683278|2708891","4.000","2.000","4.000"
"2298","scaffold0006:2708155|2708891","1.000","8.000","3.000"
"2299","scaffold0006:30144501|30144673","2.000","9.000","3.000"
"2300","scaffold0006:30156425|30168280","16.000","33.000","30.000"
"2301","scaffold0006:30390849|30414951","1.000","1.000","2.000"
"2302","scaffold0006:30693830|30695777","26.000","66.000","56.000"
"2303","scaffold0006:30963819|30975755","3.000","1.000","7.000"
"2304","scaffold0006:30963819|30984603","10.000","35.000","6.000"
"2305","scaffold0006:30972458|30984603","7.000","4.000","2.000"
"2306","scaffold0006:31415280|31417872","9.000","6.000","12.000"
"2307","scaffold0006:31436056|31442191","9.000","13.000","12.000"
"2308","scaffold0006:31783430|31805780","7.000","19.000","17.000"
"2309","scaffold0006:31805530|31805780","14.000","29.000","37.000"
"2310","scaffold0006:31865674|31878976","15.000","10.000","1.000"
"2311","scaffold0006:32646184|32649820","3.000","1.000","8.000"
"2312","scaffold0006:33568543|33569650","14.000","13.000","15.000"
"2313","scaffold0006:34049316|34051141","1.000","4.000","3.000"
"2314","scaffold0006:34096149|34097326","14.000","16.000","10.000"
"2315","scaffold0006:34346570|34348938","12.000","10.000","10.000"
"2316","scaffold0006:34445034|34450280","115.000","252.000","12.000"
"2317","scaffold0006:34453510|34457859","1.000","3.000","2.000"
"2318","scaffold0006:34806000|34808845","15.000","26.000","29.000"
"2319","scaffold0006:34809949|34814900","73.000","78.000","54.000"
"2320","scaffold0006:34813586|34814900","1.000","16.000","3.000"
"2321","scaffold0006:38187561|38292524","5.000","3.000","2.000"
"2322","scaffold0006:38192649|38292524","11.000","11.000","6.000"
"2323","scaffold0006:38292455|38398743","13.000","4.000","7.000"
"2324","scaffold0006:3834151|3840197","10.000","8.000","9.000"
"2325","scaffold0006:3849055|3851073","2.000","4.000","3.000"
"2326","scaffold0006:38786276|38792472","14.000","4.000","1.000"
"2327","scaffold0006:3891184|3896540","8.000","3.000","5.000"
"2328","scaffold0006:4093286|4094949","38.000","40.000","10.000"
"2329","scaffold0006:4093286|4099077","20.000","10.000","17.000"
"2330","scaffold0006:42528494|42549808","4.000","3.000","5.000"
"2331","scaffold0006:42537809|42539849","75.000","75.000","41.000"
"2332","scaffold0006:42610818|42616767","2.000","7.000","6.000"
"2333","scaffold0006:43185877|43188598","2.000","10.000","1.000"
"2334","scaffold0006:44687789|44699492","1.000","2.000","2.000"
"2335","scaffold0006:44806632|44810296","1.000","8.000","10.000"
"2336","scaffold0006:44806632|44819999","15.000","51.000","18.000"
"2337","scaffold0006:45114486|45134624","10.000","7.000","9.000"
"2338","scaffold0006:45938215|45938622","58.000","93.000","50.000"
"2339","scaffold0006:46362467|46372819","3.000","4.000","4.000"
"2340","scaffold0006:46372621|46382412","1.000","1.000","3.000"
"2341","scaffold0006:46437163|46442035","10.000","17.000","20.000"
"2342","scaffold0006:46441401|46442035","1.000","2.000","2.000"
"2343","scaffold0006:47337676|47372055","6.000","17.000","10.000"
"2344","scaffold0006:48403402|48410301","29.000","13.000","32.000"
"2345","scaffold0006:48410120|48419221","8.000","3.000","8.000"
"2346","scaffold0006:48512689|48524093","2.000","10.000","20.000"
"2347","scaffold0006:48512689|48529270","13.000","19.000","19.000"
"2348","scaffold0006:48527993|48529270","6.000","1.000","1.000"
"2349","scaffold0006:48650113|48656259","2.000","9.000","7.000"
"2350","scaffold0006:48651210|48656259","22.000","26.000","12.000"
"2351","scaffold0006:48818542|48819260","17.000","7.000","5.000"
"2352","scaffold0006:48861691|48862602","203.000","253.000","219.000"
"2353","scaffold0006:48861691|48862607","244.000","2766.000","2622.000"
"2354","scaffold0006:48869828|48870145","21.000","36.000","33.000"
"2355","scaffold0006:49034274|49037914","3.000","1.000","9.000"
"2356","scaffold0006:49577174|49583564","1.000","3.000","1.000"
"2357","scaffold0006:49966934|49967545","1.000","3.000","4.000"
"2358","scaffold0006:49966934|49972903","4.000","1.000","5.000"
"2359","scaffold0006:49985569|49992749","21.000","26.000","36.000"
"2360","scaffold0006:49985569|50010692","1.000","2.000","2.000"
"2361","scaffold0006:50010602|50044539","1.000","1.000","2.000"
"2362","scaffold0006:50036984|50044539","29.000","39.000","20.000"
"2363","scaffold0006:50135760|50141028","17.000","27.000","9.000"
"2364","scaffold0006:50139956|50141028","2.000","13.000","15.000"
"2365","scaffold0006:50951553|50956746","11.000","19.000","12.000"
"2366","scaffold0006:50964768|51002834","3.000","3.000","5.000"
"2367","scaffold0006:50988111|50996712","40.000","25.000","20.000"
"2368","scaffold0006:51721494|51734358","13.000","2.000","1.000"
"2369","scaffold0006:51825468|51849984","3.000","6.000","1.000"
"2370","scaffold0006:51889461|51891130","5.000","21.000","18.000"
"2371","scaffold0006:53886462|53886792","95.000","137.000","174.000"
"2372","scaffold0006:53910994|53915365","13.000","23.000","15.000"
"2373","scaffold0006:54269575|54272333","2.000","2.000","2.000"
"2374","scaffold0006:54552019|54555191","4.000","9.000","11.000"
"2375","scaffold0006:55859927|55864536","17.000","15.000","6.000"
"2376","scaffold0006:55885399|55901558","4.000","3.000","2.000"
"2377","scaffold0006:55901347|55901558","2.000","11.000","7.000"
"2378","scaffold0006:56053277|56053767","4.000","10.000","2.000"
"2379","scaffold0006:56465642|56585121","4.000","2.000","3.000"
"2380","scaffold0006:56825500|56830353","9.000","13.000","4.000"
"2381","scaffold0006:57370665|57380533","1.000","1.000","3.000"
"2382","scaffold0006:57697230|57698675","21.000","17.000","24.000"
"2383","scaffold0006:57732323|57740704","85.000","61.000","52.000"
"2384","scaffold0006:57732326|57740704","5.000","17.000","8.000"
"2385","scaffold0006:57752465|57761446","1.000","5.000","5.000"
"2386","scaffold0006:57775293|57775898","63.000","91.000","12.000"
"2387","scaffold0006:57991666|58001539","65.000","173.000","94.000"
"2388","scaffold0006:57991666|58008268","80.000","22.000","30.000"
"2389","scaffold0006:58006583|58008268","4.000","6.000","3.000"
"2390","scaffold0006:58488647|58497893","55.000","73.000","39.000"
"2391","scaffold0006:58793781|58855450","6.000","4.000","1.000"
"2392","scaffold0006:58835307|58841657","16.000","10.000","12.000"
"2393","scaffold0006:58839060|58841657","9.000","9.000","4.000"
"2394","scaffold0006:59017306|59024173","22.000","5.000","37.000"
"2395","scaffold0006:59024013|59025799","27.000","22.000","20.000"
"2396","scaffold0006:59024013|59033918","6.000","4.000","2.000"
"2397","scaffold0006:59024013|59035874","2.000","4.000","1.000"
"2398","scaffold0006:59028669|59030849","5.000","2.000","4.000"
"2399","scaffold0006:59032789|59043038","5.000","4.000","2.000"
"2400","scaffold0006:59058406|59063456","2.000","3.000","1.000"
"2401","scaffold0006:59058406|59067606","8.000","8.000","4.000"
"2402","scaffold0006:59227835|59234410","13.000","5.000","7.000"
"2403","scaffold0006:59330600|59341508","8.000","13.000","6.000"
"2404","scaffold0006:6120588|6139025","2.000","3.000","2.000"
"2405","scaffold0006:63644390|63648940","2.000","1.000","1.000"
"2406","scaffold0006:63656402|63665409","7.000","10.000","7.000"
"2407","scaffold0006:63689442|63691780","4.000","4.000","6.000"
"2408","scaffold0006:63704689|63705967","8.000","6.000","5.000"
"2409","scaffold0006:63709344|63711385","1.000","3.000","2.000"
"2410","scaffold0006:64331674|64389529","7.000","9.000","1.000"
"2411","scaffold0006:67561464|67566064","28.000","36.000","10.000"
"2412","scaffold0006:67676326|67682742","12.000","21.000","22.000"
"2413","scaffold0006:67895779|67897896","4.000","11.000","20.000"
"2414","scaffold0006:68346619|68349609","2.000","1.000","2.000"
"2415","scaffold0006:68410968|68412819","59.000","87.000","34.000"
"2416","scaffold0006:69458557|69458758","4.000","20.000","6.000"
"2417","scaffold0006:70081913|70083387","9.000","4.000","3.000"
"2418","scaffold0006:70207272|70216041","3.000","10.000","18.000"
"2419","scaffold0006:70233658|70253275","3.000","2.000","9.000"
"2420","scaffold0006:70414309|70424590","4.000","5.000","5.000"
"2421","scaffold0006:70594101|70607990","360.000","527.000","504.000"
"2422","scaffold0006:70594101|70647224","6.000","5.000","2.000"
"2423","scaffold0006:70599083|70607990","7.000","4.000","7.000"
"2424","scaffold0006:70661013|70665442","4.000","10.000","4.000"
"2425","scaffold0006:70806627|70817906","18.000","5.000","10.000"
"2426","scaffold0006:70813286|70817906","18.000","29.000","33.000"
"2427","scaffold0006:71295041|71318536","1.000","1.000","1.000"
"2428","scaffold0006:71342810|71347313","4.000","1.000","2.000"
"2429","scaffold0006:71477704|71493352","3.000","8.000","13.000"
"2430","scaffold0006:71520086|71534120","19.000","12.000","21.000"
"2431","scaffold0006:71520086|71538195","9.000","24.000","8.000"
"2432","scaffold0006:71546926|71554793","2.000","5.000","2.000"
"2433","scaffold0006:7166560|7177772","44.000","29.000","5.000"
"2434","scaffold0006:7166560|7194080","5.000","5.000","2.000"
"2435","scaffold0006:74791743|74793764","7.000","1.000","3.000"
"2436","scaffold0006:74791743|74797471","7.000","1.000","1.000"
"2437","scaffold0006:75138916|75151431","456.000","944.000","700.000"
"2438","scaffold0006:75148500|75151431","294.000","496.000","465.000"
"2439","scaffold0006:75148503|75151431","30.000","26.000","15.000"
"2440","scaffold0006:75217328|75227008","19.000","38.000","22.000"
"2441","scaffold0006:75266664|75274212","2.000","1.000","7.000"
"2442","scaffold0006:76192191|76193088","20.000","7.000","10.000"
"2443","scaffold0006:76304864|76307865","2.000","8.000","3.000"
"2444","scaffold0006:76304864|76318338","17.000","5.000","1.000"
"2445","scaffold0006:76307698|76318338","22.000","53.000","28.000"
"2446","scaffold0006:76585088|76585460","18.000","18.000","11.000"
"2447","scaffold0006:76683755|76689652","800.000","518.000","321.000"
"2448","scaffold0006:76778896|76780518","11.000","26.000","7.000"
"2449","scaffold0006:76778896|76784770","29.000","33.000","49.000"
"2450","scaffold0006:76778896|76808501","3.000","3.000","8.000"
"2451","scaffold0006:7809705|7820326","1.000","2.000","2.000"
"2452","scaffold0006:80524585|80526357","12.000","6.000","9.000"
"2453","scaffold0006:80524585|80554588","1.000","4.000","4.000"
"2454","scaffold0006:80541466|80546443","21.000","11.000","13.000"
"2455","scaffold0006:80541466|80554588","13.000","8.000","4.000"
"2456","scaffold0006:80724680|80753410","13.000","15.000","18.000"
"2457","scaffold0006:80752437|80753410","26.000","42.000","14.000"
"2458","scaffold0006:80752437|80773024","5.000","7.000","2.000"
"2459","scaffold0006:80772481|80773024","31.000","63.000","56.000"
"2460","scaffold0006:80896726|80897447","9.000","6.000","2.000"
"2461","scaffold0006:81083213|81090175","5.000","4.000","4.000"
"2462","scaffold0006:8117974|8121833","16.000","2.000","1.000"
"2463","scaffold0006:81314848|81324484","7.000","2.000","7.000"
"2464","scaffold0006:81314848|81362102","66.000","46.000","31.000"
"2465","scaffold0006:81360380|81362102","456.000","741.000","462.000"
"2466","scaffold0006:8169747|8181663","10.000","3.000","8.000"
"2467","scaffold0006:82964325|82967136","53.000","52.000","22.000"
"2468","scaffold0006:83565788|83567047","2.000","3.000","14.000"
"2469","scaffold0006:83692761|83694623","13.000","7.000","14.000"
"2470","scaffold0006:83694512|83697315","2.000","2.000","1.000"
"2471","scaffold0006:83695864|83697315","13.000","14.000","4.000"
"2472","scaffold0006:83699571|83700526","3.000","12.000","9.000"
"2473","scaffold0006:83710982|83713806","6.000","16.000","5.000"
"2474","scaffold0006:83744887|83745637","1.000","4.000","4.000"
"2475","scaffold0006:83744887|83750425","1.000","1.000","5.000"
"2476","scaffold0006:85009125|85016187","2.000","11.000","21.000"
"2477","scaffold0006:85019922|85028464","1.000","1.000","6.000"
"2478","scaffold0006:85019922|85029171","3.000","18.000","13.000"
"2479","scaffold0006:85025996|85029171","2.000","16.000","20.000"
"2480","scaffold0006:85338549|85356141","7.000","11.000","8.000"
"2481","scaffold0006:85347575|85356141","5.000","8.000","6.000"
"2482","scaffold0006:86495313|86501243","1.000","9.000","3.000"
"2483","scaffold0006:86549537|86555176","22.000","10.000","13.000"
"2484","scaffold0006:86551098|86555176","8.000","6.000","7.000"
"2485","scaffold0006:86589216|86601026","1.000","1.000","2.000"
"2486","scaffold0006:8698850|8700284","6.000","8.000","7.000"
"2487","scaffold0006:87233127|87260559","7.000","11.000","4.000"
"2488","scaffold0006:87241249|87260559","13.000","13.000","1.000"
"2489","scaffold0006:87253408|87260559","1.000","3.000","3.000"
"2490","scaffold0006:87394837|87398496","2.000","2.000","2.000"
"2491","scaffold0006:8886690|8887150","15.000","59.000","16.000"
"2492","scaffold0006:8886690|8887158","2.000","26.000","3.000"
"2493","scaffold0006:8886690|8896132","20.000","11.000","2.000"
"2494","scaffold0006:89927329|89934367","5.000","1.000","1.000"
"2495","scaffold0006:89927329|89937983","2.000","15.000","17.000"
"2496","scaffold0006:90025408|90027323","2.000","19.000","20.000"
"2497","scaffold0006:90123084|90131053","16.000","55.000","12.000"
"2498","scaffold0006:90141791|90143268","1.000","11.000","1.000"
"2499","scaffold0006:90154610|90154810","1.000","2.000","2.000"
"2500","scaffold0006:90252474|90257178","13.000","12.000","1.000"
"2501","scaffold0006:90263838|90268356","2.000","8.000","5.000"
"2502","scaffold0006:90288963|90290200","13.000","39.000","31.000"
"2503","scaffold0006:910574|912802","47.000","31.000","28.000"
"2504","scaffold0006:910574|916720","17.000","11.000","7.000"
"2505","scaffold0006:910574|924354","91.000","74.000","109.000"
"2506","scaffold0006:910574|937810","16.000","2.000","3.000"
"2507","scaffold0006:91758587|91764683","17.000","3.000","2.000"
"2508","scaffold0006:91848853|91864176","13.000","8.000","11.000"
"2509","scaffold0006:91945056|91950462","21.000","2.000","17.000"
"2510","scaffold0006:919747|924354","61.000","38.000","88.000"
"2511","scaffold0006:92149109|92149393","4.000","6.000","7.000"
"2512","scaffold0006:94215291|94224889","38.000","40.000","53.000"
"2513","scaffold0006:94215291|94231261","2.000","8.000","2.000"
"2514","scaffold0006:94215291|94255407","3.000","34.000","5.000"
"2515","scaffold0006:94242813|94255407","9.000","17.000","5.000"
"2516","scaffold0006:94255243|94256875","38.000","28.000","14.000"
"2517","scaffold0006:94393131|94409265","115.000","164.000","85.000"
"2518","scaffold0006:94409086|94442195","3.000","6.000","1.000"
"2519","scaffold0006:94475329|94511517","3.000","6.000","5.000"
"2520","scaffold0006:94507143|94511517","2.000","16.000","13.000"
"2521","scaffold0006:97065653|97070750","2.000","11.000","8.000"
"2522","scaffold0006:97100441|97106880","34.000","68.000","18.000"
"2523","scaffold0006:97100441|97108006","3.000","12.000","2.000"
"2524","scaffold0006:98798336|98801554","13.000","18.000","18.000"
"2525","scaffold0006:98801077|98801554","4.000","1.000","3.000"
"2526","scaffold0007:10756641|10761473","6.000","6.000","6.000"
"2527","scaffold0007:10758514|10759681","3.000","12.000","5.000"
"2528","scaffold0007:11223086|11223664","6.000","7.000","9.000"
"2529","scaffold0007:11414054|11417009","2.000","3.000","2.000"
"2530","scaffold0007:11492235|11494934","3.000","4.000","1.000"
"2531","scaffold0007:11803773|11863295","19.000","6.000","5.000"
"2532","scaffold0007:12056616|12056876","17.000","8.000","24.000"
"2533","scaffold0007:12104364|12106149","5.000","3.000","6.000"
"2534","scaffold0007:12141095|12141883","1.000","3.000","3.000"
"2535","scaffold0007:12141095|12143440","11.000","47.000","15.000"
"2536","scaffold0007:12307040|12308714","5.000","2.000","14.000"
"2537","scaffold0007:12717511|12752447","6.000","2.000","7.000"
"2538","scaffold0007:12737948|12740739","48.000","115.000","78.000"
"2539","scaffold0007:12737948|12752447","6.000","1.000","3.000"
"2540","scaffold0007:12745346|12745986","114.000","231.000","174.000"
"2541","scaffold0007:12745346|12752447","3.000","3.000","6.000"
"2542","scaffold0007:12882729|12883995","7.000","12.000","5.000"
"2543","scaffold0007:12904558|12914591","14.000","4.000","9.000"
"2544","scaffold0007:12925125|12926020","52.000","107.000","40.000"
"2545","scaffold0007:13437597|13440292","3.000","16.000","15.000"
"2546","scaffold0007:14120371|14147102","10.000","3.000","5.000"
"2547","scaffold0007:14539747|14545830","80.000","140.000","87.000"
"2548","scaffold0007:15005455|15011166","1.000","6.000","3.000"
"2549","scaffold0007:15005455|15015609","16.000","16.000","11.000"
"2550","scaffold0007:15011040|15015609","3.000","7.000","1.000"
"2551","scaffold0007:15176183|15177851","38.000","56.000","15.000"
"2552","scaffold0007:16134413|16134642","6.000","4.000","3.000"
"2553","scaffold0007:16155361|16179527","2.000","2.000","6.000"
"2554","scaffold0007:16176800|16179527","32.000","31.000","31.000"
"2555","scaffold0007:16324423|16347047","23.000","29.000","21.000"
"2556","scaffold0007:16380438|16382239","6.000","9.000","10.000"
"2557","scaffold0007:16496078|16496412","33.000","71.000","40.000"
"2558","scaffold0007:16535622|16538481","20.000","51.000","28.000"
"2559","scaffold0007:1699617|1700945","1.000","8.000","8.000"
"2560","scaffold0007:1763648|1764797","7.000","8.000","1.000"
"2561","scaffold0007:1795119|1796013","2.000","9.000","8.000"
"2562","scaffold0007:1810903|1811238","2.000","1.000","10.000"
"2563","scaffold0007:1889182|1889348","3.000","2.000","4.000"
"2564","scaffold0007:1949069|1949574","137.000","200.000","175.000"
"2565","scaffold0007:19946463|19953647","7.000","1.000","3.000"
"2566","scaffold0007:2006713|2007010","159.000","199.000","183.000"
"2567","scaffold0007:20730067|20733450","8.000","2.000","6.000"
"2568","scaffold0007:21538349|21543226","7.000","16.000","2.000"
"2569","scaffold0007:23745748|23750095","52.000","20.000","25.000"
"2570","scaffold0007:24237919|24243618","10.000","15.000","6.000"
"2571","scaffold0007:24267397|24282268","5.000","8.000","5.000"
"2572","scaffold0007:24306181|24317827","4.000","2.000","3.000"
"2573","scaffold0007:24594419|24619842","1.000","4.000","6.000"
"2574","scaffold0007:24614935|24619842","1.000","1.000","7.000"
"2575","scaffold0007:26687107|26687376","129.000","24.000","39.000"
"2576","scaffold0007:26687107|26719584","138.000","137.000","43.000"
"2577","scaffold0007:30936349|30937839","3.000","1.000","1.000"
"2578","scaffold0007:31564064|31572215","46.000","40.000","15.000"
"2579","scaffold0007:31602753|31604744","3.000","2.000","4.000"
"2580","scaffold0007:31750795|31759344","5.000","6.000","9.000"
"2581","scaffold0007:31778526|31791276","8.000","10.000","3.000"
"2582","scaffold0007:31802414|31822735","6.000","13.000","3.000"
"2583","scaffold0007:3208814|3209644","264.000","273.000","305.000"
"2584","scaffold0007:32916898|32950596","8.000","3.000","3.000"
"2585","scaffold0007:33865765|33866142","4.000","10.000","9.000"
"2586","scaffold0007:33865765|33866161","263.000","389.000","364.000"
"2587","scaffold0007:3491428|3491705","5.000","6.000","9.000"
"2588","scaffold0007:35469568|35471157","5.000","28.000","23.000"
"2589","scaffold0007:35518806|35520484","1.000","12.000","4.000"
"2590","scaffold0007:35621725|35632734","2.000","3.000","1.000"
"2591","scaffold0007:3599169|3599758","7.000","7.000","8.000"
"2592","scaffold0007:37605203|37612928","7.000","1.000","6.000"
"2593","scaffold0007:37693424|37714385","78.000","79.000","73.000"
"2594","scaffold0007:37714042|37714385","283.000","472.000","420.000"
"2595","scaffold0007:38071874|38077797","1.000","3.000","1.000"
"2596","scaffold0007:38586609|38589408","4.000","24.000","9.000"
"2597","scaffold0007:38612492|38615162","1.000","2.000","1.000"
"2598","scaffold0007:3994699|3994969","5.000","12.000","4.000"
"2599","scaffold0007:40128840|40130415","10.000","4.000","4.000"
"2600","scaffold0007:40736177|40739875","2.000","3.000","6.000"
"2601","scaffold0007:40800955|40803392","68.000","138.000","74.000"
"2602","scaffold0007:41377726|41397318","1.000","2.000","2.000"
"2603","scaffold0007:41412348|41417274","6.000","49.000","24.000"
"2604","scaffold0007:41423150|41428824","18.000","26.000","6.000"
"2605","scaffold0007:42687486|42688935","28.000","63.000","47.000"
"2606","scaffold0007:43418614|43423722","8.000","3.000","3.000"
"2607","scaffold0007:43420889|43423722","45.000","79.000","43.000"
"2608","scaffold0007:43632021|43635296","15.000","13.000","14.000"
"2609","scaffold0007:43687046|43689699","1.000","10.000","1.000"
"2610","scaffold0007:4401407|4402294","3.000","5.000","5.000"
"2611","scaffold0007:44661931|44670139","5.000","17.000","13.000"
"2612","scaffold0007:44810657|44814806","6.000","2.000","4.000"
"2613","scaffold0007:44897897|44906949","7.000","6.000","2.000"
"2614","scaffold0007:44906034|44906949","3.000","12.000","9.000"
"2615","scaffold0007:4523775|4524939","22.000","1.000","20.000"
"2616","scaffold0007:4523775|4552654","140.000","149.000","78.000"
"2617","scaffold0007:45260305|45261052","63.000","35.000","90.000"
"2618","scaffold0007:45260305|45263762","9.000","10.000","6.000"
"2619","scaffold0007:45442220|45442475","16.000","20.000","29.000"
"2620","scaffold0007:45442220|45502904","2.000","5.000","11.000"
"2621","scaffold0007:45502766|45511067","2.000","8.000","20.000"
"2622","scaffold0007:45624316|45625845","6.000","4.000","5.000"
"2623","scaffold0007:45624316|45646616","21.000","20.000","28.000"
"2624","scaffold0007:45624316|45674869","9.000","9.000","11.000"
"2625","scaffold0007:45935233|45936092","9.000","193.000","12.000"
"2626","scaffold0007:4779552|4779881","22.000","60.000","35.000"
"2627","scaffold0007:4806189|4806387","23.000","56.000","45.000"
"2628","scaffold0007:4806189|4812729","107.000","194.000","110.000"
"2629","scaffold0007:4945844|4946919","70.000","90.000","82.000"
"2630","scaffold0007:49717396|49717978","19.000","19.000","13.000"
"2631","scaffold0007:50331047|50331428","4.000","21.000","16.000"
"2632","scaffold0007:5078368|5082003","66.000","82.000","55.000"
"2633","scaffold0007:5078368|5090940","64.000","28.000","41.000"
"2634","scaffold0007:52510298|52521456","13.000","8.000","5.000"
"2635","scaffold0007:52582436|52588053","72.000","73.000","39.000"
"2636","scaffold0007:52621246|52627005","4.000","3.000","6.000"
"2637","scaffold0007:53389399|53389841","2.000","8.000","6.000"
"2638","scaffold0007:53389399|53402164","3.000","2.000","2.000"
"2639","scaffold0007:56210034|56217388","8.000","1.000","3.000"
"2640","scaffold0007:5622980|5635858","9.000","19.000","15.000"
"2641","scaffold0007:5622980|5664334","6.000","20.000","8.000"
"2642","scaffold0007:5622980|5704670","11.000","9.000","3.000"
"2643","scaffold0007:56249364|56255976","7.000","27.000","6.000"
"2644","scaffold0007:5634355|5664334","2.000","3.000","4.000"
"2645","scaffold0007:57410372|57468765","2.000","2.000","3.000"
"2646","scaffold0007:57437617|57474411","41.000","23.000","12.000"
"2647","scaffold0007:57468637|57474411","7.000","19.000","13.000"
"2648","scaffold0007:57713368|57728674","5.000","6.000","2.000"
"2649","scaffold0007:57726651|57728674","5.000","2.000","4.000"
"2650","scaffold0007:5851864|5869349","18.000","6.000","24.000"
