"","circ_id","hsa1","hsa2","hsa3"
"3440","2:2025149|2025323",NA,NA,"1.000"
"3441","2:202558356|202558529",NA,"2.000",NA
"3442","2:20265868|20266043",NA,NA,"1.000"
"3443","2:203110160|203138315",NA,"3.000",NA
"3444","2:20318536|20333063",NA,"10.000",NA
"3445","2:204117866|204118058",NA,"2.000",NA
"3446","2:204230346|204230490",NA,NA,"2.000"
"3447","2:204236752|204237092",NA,"1.000",NA
"3448","2:204242774|204242965",NA,"4.000",NA
"3449","2:205440369|205440672",NA,"13.000",NA
"3450","2:205582374|205583133","1.000",NA,NA
"3451","2:205615792|205616048","2.000",NA,NA
"3452","2:205688798|205689026","2.000",NA,NA
"3453","2:206127796|206130242",NA,NA,"2.000"
"3454","2:206279539|206297373",NA,NA,"1.000"
"3455","2:206638621|206638785",NA,NA,"1.000"
"3456","2:206690062|206690226",NA,NA,"1.000"
"3457","2:206732994|206733170",NA,NA,"1.000"
"3458","2:206841106|206881891",NA,NA,"1.000"
"3459","2:206855675|206855837","1.000",NA,NA
"3460","2:207110319|207110478",NA,"2.000",NA
"3461","2:207976650|207977586",NA,"1.000",NA
"3462","2:20961863|20962072",NA,NA,"4.000"
"3463","2:209695428|209695598",NA,NA,"4.000"
"3464","2:210324824|210325183","1.000",NA,NA
"3465","2:210615145|210615333",NA,"4.000",NA
"3466","2:21070306|21070486",NA,"4.000",NA
"3467","2:211204135|211204317",NA,NA,"2.000"
"3468","2:211722392|211725194",NA,"1.000",NA
"3469","2:213082921|213083277",NA,NA,"3.000"
"3470","2:213767355|213767557",NA,"2.000",NA
"3471","2:214810461|214810658",NA,"2.000",NA
"3472","2:214958865|214959166",NA,"1.000",NA
"3473","2:215925282|215925582","4.000",NA,NA
"3474","2:216527302|216527484",NA,NA,"1.000"
"3475","2:216742673|216742856",NA,"2.000",NA
"3476","2:216916989|216917217",NA,NA,"2.000"
"3477","2:21744836|21744972",NA,NA,"3.000"
"3478","2:217472943|217473303",NA,"4.000",NA
"3479","2:21854546|21854831","1.000",NA,NA
"3480","2:21898693|21898866",NA,"4.000",NA
"3481","2:219136370|219136519",NA,"1.000",NA
"3482","2:219334445|219334617",NA,NA,"3.000"
"3483","2:21949827|21950004",NA,NA,"2.000"
"3484","2:220929662|220929828",NA,NA,"1.000"
"3485","2:221048535|221048679",NA,"2.000",NA
"3486","2:221385548|221385883","1.000",NA,NA
"3487","2:221482351|221501172",NA,"1.000",NA
"3488","2:222738466|222738673",NA,"4.000",NA
"3489","2:22276953|22277137",NA,"1.000",NA
"3490","2:223894233|223895630",NA,"2.000",NA
"3491","2:224109796|224110061",NA,"1.000",NA
"3492","2:224431484|224431637",NA,"3.000",NA
"3493","2:224509301|224509471",NA,"5.000",NA
"3494","2:22475968|22476107",NA,NA,"5.000"
"3495","2:22497985|22498177",NA,"6.000",NA
"3496","2:225390846|225390983",NA,NA,"1.000"
"3497","2:225622119|225622276",NA,"1.000",NA
"3498","2:226332139|226332484",NA,NA,"1.000"
"3499","2:226906792|226914351",NA,"5.000","2.000"
"3500","2:22782345|22782562",NA,"1.000",NA
"3501","2:228459923|228460092",NA,NA,"1.000"
"3502","2:228769976|228770253","1.000",NA,NA
"3503","2:22951750|22951976","1.000",NA,NA
"3504","2:229628245|229628419",NA,NA,"1.000"
"3505","2:229768615|229771632",NA,"2.000",NA
"3506","2:229898805|229898951",NA,"3.000",NA
"3507","2:230350841|230350994",NA,"1.000",NA
"3508","2:230370907|230372136",NA,NA,"2.000"
"3509","2:231460151|231460866",NA,NA,"1.000"
"3510","2:231568760|231568896",NA,"2.000",NA
"3511","2:231803538|231803729",NA,"2.000",NA
"3512","2:232130618|232163632",NA,"2.000",NA
"3513","2:232135472|232135629",NA,NA,"1.000"
"3514","2:232190598|232190756",NA,NA,"1.000"
"3515","2:233388256|233398449",NA,"6.000",NA
"3516","2:233892792|233893089",NA,NA,"1.000"
"3517","2:234137185|234137364",NA,NA,"2.000"
"3518","2:23420139|23420276",NA,"3.000",NA
"3519","2:234376846|234377006",NA,"3.000",NA
"3520","2:234933059|234933252",NA,NA,"1.000"
"3521","2:23539955|23540093",NA,"2.000",NA
"3522","2:235585724|235590023",NA,"3.000",NA
"3523","2:235711861|235712050",NA,NA,"2.000"
"3524","2:235727044|235727254","1.000",NA,NA
"3525","2:235740962|235750488",NA,NA,"1.000"
"3526","2:235883344|235908906",NA,"2.000","1.000"
"3527","2:235984064|235984228",NA,"1.000",NA
"3528","2:236399683|236399860",NA,NA,"1.000"
"3529","2:236934974|236935142",NA,NA,"1.000"
"3530","2:237642647|237642786",NA,"1.000",NA
"3531","2:237717761|237720822",NA,"5.000",NA
"3532","2:238093860|238094522",NA,NA,"1.000"
"3533","2:238130098|238130241","1.000",NA,NA
"3534","2:23823257|23823569",NA,"14.000","4.000"
"3535","2:238433312|238433695",NA,NA,"3.000"
"3536","2:238813150|238813381",NA,"1.000",NA
"3537","2:23895818|23905516",NA,NA,"2.000"
"3538","2:239176412|239352918",NA,"2.000",NA
"3539","2:23958300|23984831",NA,"6.000","1.000"
"3540","2:23982895|23984831",NA,NA,"1.000"
"3541","2:239990073|240007370",NA,NA,"1.000"
"3542","2:241342991|241348191",NA,"1.000",NA
"3543","2:241343751|241348191",NA,"4.000","1.000"
"3544","2:241434157|241436538",NA,NA,"2.000"
"3545","2:241690248|241690424","1.000",NA,NA
"3546","2:241815659|241816044",NA,"6.000",NA
"3547","2:241878605|241878857",NA,"2.000",NA
"3548","2:24273260|24273446",NA,"2.000",NA
"3549","2:2446017|2446169",NA,NA,"1.000"
"3550","2:24460682|24460820",NA,"2.000",NA
"3551","2:24554388|24564430",NA,"1.000",NA
"3552","2:24556014|24584560",NA,NA,"2.000"
"3553","2:24564294|24584560",NA,NA,"2.000"
"3554","2:24564294|24593721",NA,"2.000",NA
"3555","2:24826654|24826818",NA,NA,"1.000"
"3556","2:24842003|24842179","1.000",NA,NA
"3557","2:24992248|24992402","1.000",NA,NA
"3558","2:25576837|25580826",NA,"18.000",NA
"3559","2:25576837|25596240",NA,"2.000",NA
"3560","2:25607235|25628384",NA,"1.000",NA
"3561","2:25799384|25806337",NA,NA,"3.000"
"3562","2:25980372|25982475",NA,"6.000",NA
"3563","2:26098661|26109906",NA,NA,"4.000"
"3564","2:26269952|26277160",NA,"1.000",NA
"3565","2:26373366|26375148",NA,"2.000",NA
"3566","2:26496593|26496739",NA,"1.000",NA
"3567","2:26889764|26889966","2.000",NA,NA
"3568","2:27005222|27005599",NA,"1.000",NA
"3569","2:27374782|27375140",NA,NA,"2.000"
"3570","2:27541852|27542021",NA,NA,"3.000"
"3571","2:28470952|28471088",NA,"1.000",NA
"3572","2:28531889|28532236",NA,NA,"2.000"
"3573","2:28783906|28788809",NA,"2.000",NA
"3574","2:28844221|28844397",NA,"5.000",NA
"3575","2:29731799|29731997",NA,NA,"1.000"
"3576","2:30121837|30121973",NA,NA,"2.000"
"3577","2:30525586|30533314",NA,"6.000",NA
"3578","2:3068915|3069185","1.000",NA,NA
"3579","2:31164151|31164359",NA,"4.000",NA
"3580","2:31334957|31335112",NA,"4.000",NA
"3581","2:31339488|31355139",NA,"4.000",NA
"3582","2:31375379|31377237",NA,"9.000",NA
"3583","2:31379866|31383847",NA,"4.000",NA
"3584","2:31387810|31398699",NA,"1.000",NA
"3585","2:31403047|31409002",NA,"15.000",NA
"3586","2:31403047|31414842",NA,"5.000",NA
"3587","2:31405906|31409002",NA,NA,"1.000"
"3588","2:32023421|32029736",NA,"2.000",NA
"3589","2:32087494|32089605",NA,"4.000",NA
"3590","2:32114637|32116212",NA,"3.000",NA
"3591","2:32510525|32513154",NA,NA,"2.000"
"3592","2:32632721|32632885",NA,NA,"5.000"
"3593","2:33005409|33005593","1.000",NA,NA
"3594","2:33379352|33379499",NA,NA,"1.000"
"3595","2:33832876|33833151","1.000",NA,NA
"3596","2:34318598|34318739",NA,"4.000",NA
"3597","2:34660039|34660201","1.000",NA,NA
"3598","2:35814804|35815007",NA,"5.000",NA
"3599","2:36441257|36442735",NA,"3.000",NA
"3600","2:36441257|36464655",NA,"1.000",NA
"3601","2:37013840|37019877",NA,"1.000",NA
"3602","2:37037854|37041292",NA,"2.000",NA
"3603","2:37049652|37057480",NA,"7.000",NA
"3604","2:37056439|37057480",NA,"3.000",NA
"3605","2:37119958|37122664",NA,"3.000","1.000"
"3606","2:37179764|37180025",NA,"1.000",NA
"3607","2:38880178|38881578",NA,"1.000",NA
"3608","2:38900670|38900862",NA,"3.000",NA
"3609","2:39331916|39337581",NA,"3.000",NA
"3610","2:3975563|3975706",NA,"4.000",NA
"3611","2:40674192|40674582","2.000",NA,NA
"3612","2:41512831|41513018",NA,NA,"1.000"
"3613","2:41701672|41701830",NA,"4.000",NA
"3614","2:42339909|42340068",NA,NA,"1.000"
"3615","2:42563096|42563256",NA,NA,"2.000"
"3616","2:42718987|42723035",NA,"2.000",NA
"3617","2:42794886|42795086",NA,NA,"4.000"
"3618","2:43018090|43018240",NA,"1.000",NA
"3619","2:43428099|43430302",NA,"2.000",NA
"3620","2:43428099|43485325",NA,"2.000",NA
"3621","2:43505621|43527988",NA,"6.000",NA
"3622","2:43789632|43794643",NA,"2.000",NA
"3623","2:43912431|43918398",NA,"6.000",NA
"3624","2:44174761|44180397",NA,"3.000",NA
"3625","2:44209209|44218537",NA,"1.000",NA
"3626","2:44456567|44505730",NA,NA,"2.000"
"3627","2:44456567|44549728",NA,NA,"1.000"
"3628","2:44704282|44715353",NA,"4.000",NA
"3629","2:45697940|45701491",NA,NA,"6.000"
"3630","2:45772798|45772955",NA,"3.000",NA
"3631","2:45840379|45843063",NA,"3.000","2.000"
"3632","2:4674238|4674403","1.000",NA,NA
"3633","2:46974972|46978907",NA,"3.000",NA
"3634","2:47005921|47029384",NA,"1.000",NA
"3635","2:47160351|47160537",NA,"1.000",NA
"3636","2:47373462|47375299",NA,NA,"6.000"
"3637","2:47378952|47379969",NA,"9.000",NA
"3638","2:47659785|47667740","1.000",NA,NA
"3639","2:47822217|47823360",NA,"6.000",NA
"3640","2:48231965|48232138",NA,NA,"1.000"
"3641","2:48587374|48587545",NA,"3.000",NA
"3642","2:48587531|48587668",NA,NA,"2.000"
"3643","2:4969968|4970174",NA,NA,"1.000"
"3644","2:4984582|4984729",NA,"3.000",NA
"3645","2:50113337|50113700",NA,"4.000",NA
"3646","2:5076994|5077139",NA,NA,"3.000"
"3647","2:51518612|51518766","3.000",NA,NA
"3648","2:51678107|51678250",NA,"3.000",NA
"3649","2:52434472|52434610",NA,"3.000",NA
"3650","2:52650201|52650394",NA,"4.000",NA
"3651","2:5331668|5331811",NA,NA,"3.000"
"3652","2:53321826|53321970",NA,NA,"1.000"
"3653","2:53668733|53669068",NA,NA,"1.000"
"3654","2:53794344|53796013",NA,"4.000",NA
"3655","2:53866084|53869538",NA,"5.000",NA
"3656","2:53869375|53873850",NA,"3.000",NA
"3657","2:54009321|54009503",NA,NA,"1.000"
"3658","2:54525327|54525464",NA,NA,"2.000"
"3659","2:54948881|54950779",NA,"3.000",NA
"3660","2:55073961|55074117","1.000",NA,NA
"3661","2:55308808|55309254",NA,"4.000",NA
"3662","2:55647346|55662026",NA,"1.000",NA
"3663","2:56171487|56171721",NA,NA,"1.000"
"3664","2:57035836|57035978",NA,NA,"1.000"
"3665","2:57168344|57168512",NA,NA,"1.000"
"3666","2:57229956|57230210","1.000",NA,NA
"3667","2:5740577|5740746",NA,NA,"2.000"
"3668","2:57412570|57412731",NA,"3.000",NA
"3669","2:57852773|57852942",NA,NA,"1.000"
"3670","2:57857906|57858076",NA,NA,"2.000"
"3671","2:58198593|58232112",NA,"4.000",NA
"3672","2:58221941|58232112",NA,"19.000","1.000"
"3673","2:5843073|5843253",NA,"3.000",NA
"3674","2:58472565|58472756",NA,"3.000",NA
"3675","2:58810419|58810580",NA,NA,"2.000"
"3676","2:59367268|59367526",NA,"1.000",NA
"3677","2:5967109|5967267",NA,"1.000",NA
"3678","2:59740116|59740336",NA,NA,"2.000"
"3679","2:59931669|59931830",NA,NA,"1.000"
"3680","2:60041383|60041592",NA,"2.000",NA
"3681","2:60058915|60069745",NA,"5.000",NA
"3682","2:60374357|60374975",NA,NA,"2.000"
"3683","2:60432724|60432872",NA,NA,"1.000"
"3684","2:61113769|61118116",NA,"2.000","1.000"
"3685","2:61115978|61118116",NA,"5.000",NA
"3686","2:61178980|61186497",NA,"9.000",NA
"3687","2:61300950|61301454",NA,"3.000",NA
"3688","2:61522610|61526521",NA,"6.000",NA
"3689","2:61522610|61533903",NA,"6.000",NA
"3690","2:61735753|61735959","3.000",NA,NA
"3691","2:61883458|61885072",NA,"1.000",NA
"3692","2:61938088|61938431",NA,NA,"2.000"
"3693","2:62707163|62859291","1.000",NA,NA
"3694","2:63640330|63650838",NA,"3.000",NA
"3695","2:63856305|63857936",NA,"50.000","10.000"
"3696","2:6386660|6386827",NA,NA,"2.000"
"3697","2:63949036|63965966",NA,"5.000",NA
"3698","2:64695012|64695181",NA,NA,"1.000"
"3699","2:64930496|64930823","1.000",NA,NA
"3700","2:65001447|65010763",NA,"7.000",NA
"3701","2:65502769|65502939",NA,NA,"1.000"
"3702","2:65504469|65504613",NA,NA,"1.000"
"3703","2:65554728|65554895",NA,NA,"2.000"
"3704","2:65556265|65556401",NA,"5.000","1.000"
"3705","2:65974950|65975284",NA,NA,"2.000"
"3706","2:66528541|66528687","1.000",NA,NA
"3707","2:66560348|66560515",NA,"3.000",NA
"3708","2:66819102|66819831",NA,NA,"1.000"
"3709","2:66831219|66831375",NA,NA,"1.000"
"3710","2:67235092|67235266","1.000",NA,NA
"3711","2:67576989|67577133",NA,NA,"3.000"
"3712","2:67796868|67797034",NA,"2.000",NA
"3713","2:6812020|6812175","1.000",NA,NA
"3714","2:68386501|68394176",NA,"2.000",NA
"3715","2:68567340|68578003",NA,"4.000",NA
"3716","2:68797633|68797782",NA,NA,"2.000"
"3717","2:69050088|69050228",NA,"2.000",NA
"3718","2:6910523|6910694",NA,NA,"2.000"
"3719","2:69363544|69374113",NA,NA,"1.000"
"3720","2:69539311|69542665",NA,"3.000",NA
"3721","2:69861277|69864975",NA,"2.000",NA
"3722","2:69988741|69996888",NA,"1.000",NA
"3723","2:71189844|71190021",NA,NA,"4.000"
"3724","2:71236194|71236340",NA,NA,"2.000"
"3725","2:7132638|7132817",NA,"4.000",NA
"3726","2:7144394|7144581","1.000",NA,NA
"3727","2:71503598|71503786",NA,NA,"2.000"
"3728","2:71526219|71528401",NA,"3.000",NA
"3729","2:71777335|71777541","1.000",NA,NA
"3730","2:72641900|72642082",NA,NA,"2.000"
"3731","2:72718102|72733118",NA,"1.000",NA
"3732","2:72731006|72733118",NA,"5.000",NA
"3733","2:73410014|73410157",NA,NA,"2.000"
"3734","2:73760095|73760245",NA,NA,"1.000"
"3735","2:73920999|73921140",NA,NA,"1.000"
"3736","2:74073548|74080591",NA,"2.000","2.000"
"3737","2:74083195|74083392","1.000",NA,NA
"3738","2:75475344|75475714",NA,NA,"1.000"
"3739","2:75518055|75522487",NA,NA,"1.000"
"3740","2:7621358|7621721",NA,NA,"2.000"
"3741","2:7814741|7814966","3.000",NA,NA
"3742","2:79068115|79068279",NA,NA,"1.000"
"3743","2:79780482|79780633","1.000",NA,NA
"3744","2:84840022|84840162",NA,NA,"6.000"
"3745","2:84840745|84840931",NA,NA,"1.000"
"3746","2:85121888|85122110",NA,"2.000",NA
"3747","2:85493759|85493961","1.000",NA,NA
"3748","2:85647929|85649203",NA,NA,"2.000"
"3749","2:85752444|85752609","1.000",NA,NA
"3750","2:85884537|85884849",NA,"3.000",NA
"3751","2:86509613|86509798",NA,NA,"2.000"
"3752","2:86615026|86615163",NA,NA,"2.000"
"3753","2:86642636|86642781",NA,NA,"1.000"
"3754","2:8666966|8667185",NA,"1.000",NA
"3755","2:88371368|88371512",NA,NA,"2.000"
"3756","2:88677631|88677905",NA,NA,"1.000"
"3757","2:88683012|88683188",NA,NA,"1.000"
"3758","2:893454|893597",NA,NA,"1.000"
"3759","2:8939820|8958642",NA,"1.000",NA
"3760","2:91443968|91444471",NA,NA,"3.000"
"3761","2:9161393|9162877","1.000",NA,NA
"3762","2:9448197|9454226",NA,"5.000",NA
"3763","2:9521202|9523338",NA,"3.000",NA
"3764","2:95397493|95397696",NA,NA,"1.000"
"3765","2:95484139|95484307",NA,NA,"1.000"
"3766","2:96230945|96231105",NA,NA,"1.000"
"3767","2:9749408|9749671",NA,NA,"2.000"
"3768","2:9767760|9767992",NA,NA,"4.000"
"3769","2:97716368|97716526",NA,NA,"2.000"
"3770","2:97737845|97738012","1.000",NA,NA
"3771","2:98291549|98292272",NA,"1.000",NA
"3772","2:98335346|98335517",NA,NA,"2.000"
"3773","2:98526699|98526875",NA,NA,"2.000"
"3774","2:98705383|98705526",NA,NA,"1.000"
"3775","2:99169549|99171429",NA,"2.000","5.000"
"3776","2:99194750|99195756",NA,"4.000",NA
"3777","2:99369391|99371730",NA,NA,"1.000"
"3778","2:99462495|99464985",NA,"6.000",NA
"3779","2:9995878|9999029",NA,"7.000",NA
"3780","20:10194956|10195129",NA,"1.000",NA
"3781","20:10254370|10254538",NA,NA,"1.000"
"3782","20:10305313|10305478",NA,"2.000",NA
"3783","20:11987247|11987485",NA,"1.000",NA
"3784","20:12088694|12088871",NA,NA,"1.000"
"3785","20:13528445|13569586",NA,NA,"4.000"
"3786","20:13569506|13587370",NA,NA,"4.000"
"3787","20:13687093|13687244",NA,"2.000",NA
"3788","20:13814288|13814515","2.000",NA,NA
"3789","20:1434646|1434794",NA,"4.000",NA
"3790","20:15964475|15964657",NA,NA,"1.000"
"3791","20:16780414|16780559",NA,NA,"3.000"
"3792","20:1781880|1782016",NA,NA,"1.000"
"3793","20:18203671|18203837","1.000",NA,NA
"3794","20:18551088|18554390",NA,"4.000",NA
"3795","20:1862382|1862616","2.000",NA,NA
"3796","20:1903756|1903901",NA,NA,"1.000"
"3797","20:19494544|19494727",NA,NA,"2.000"
"3798","20:19560293|19560470",NA,NA,"1.000"
"3799","20:19956614|19960811",NA,NA,"1.000"
"3800","20:19990005|19992299",NA,"1.000",NA
"3801","20:2001775|2001961",NA,"5.000",NA
"3802","20:21149820|21150113",NA,"1.000",NA
"3803","20:21322880|21323764",NA,"2.000",NA
"3804","20:21340720|21346550",NA,"3.000",NA
"3805","20:21365420|21368590",NA,"7.000",NA
"3806","20:21490599|21490762",NA,"1.000",NA
"3807","20:21674189|21674393","4.000",NA,NA
"3808","20:21694232|21694601",NA,"7.000",NA
"3809","20:21757903|21758056",NA,"4.000",NA
"3810","20:22843086|22843222",NA,NA,"1.000"
"3811","20:23671320|23671539",NA,NA,"3.000"
"3812","20:23689094|23751143",NA,"2.000",NA
"3813","20:23949477|23949656","3.000",NA,NA
"3814","20:24041984|24042127",NA,"2.000",NA
"3815","20:24136858|24137037",NA,NA,"3.000"
"3816","20:25030758|25040586",NA,"5.000",NA
"3817","20:2534516|2535089",NA,"1.000",NA
"3818","20:2964271|2965202",NA,"1.000",NA
"3819","20:2986764|2988474",NA,"2.000",NA
"3820","20:29868727|29869055",NA,NA,"1.000"
"3821","20:3178166|3178339",NA,NA,"1.000"
"3822","20:31987802|31988123",NA,"2.000",NA
"3823","20:321738|322565",NA,"3.000",NA
"3824","20:32353490|32353719",NA,"2.000",NA
"3825","20:32366383|32369123",NA,NA,"1.000"
"3826","20:32366383|32371874",NA,"4.000",NA
"3827","20:32366383|32402032",NA,NA,"2.000"
"3828","20:32506845|32507038","1.000",NA,NA
"3829","20:32788853|32792770",NA,NA,"4.000"
"3830","20:32961039|32961184",NA,"3.000",NA
"3831","20:32965206|32965343",NA,NA,"1.000"
"3832","20:33198979|33199137",NA,NA,"2.000"
"3833","20:33573973|33574261",NA,"2.000",NA
"3834","20:33619516|33623296",NA,"1.000","2.000"
"3835","20:33628349|33629914",NA,NA,"2.000"
"3836","20:33915845|33915993",NA,NA,"2.000"
"3837","20:34072065|34078553",NA,NA,"4.000"
"3838","20:34198720|34198920",NA,NA,"2.000"
"3839","20:35016007|35021356",NA,"1.000",NA
"3840","20:35508942|35510054",NA,NA,"4.000"
"3841","20:35630438|35631034",NA,"2.000",NA
"3842","20:35655201|35658982",NA,"2.000",NA
"3843","20:35655201|35659014",NA,"5.000",NA
"3844","20:35729311|35732135",NA,"9.000","1.000"
"3845","20:35801490|35847434",NA,NA,"5.000"
"3846","20:35842572|35858381",NA,"3.000",NA
"3847","20:35913248|35914197",NA,NA,"3.000"
"3848","20:36108385|36108650",NA,"4.000",NA
"3849","20:36175550|36178672",NA,NA,"5.000"
"3850","20:36405055|36405191","1.000",NA,NA
"3851","20:36442777|36442926",NA,NA,"2.000"
"3852","20:36607714|36609730",NA,"9.000",NA
"3853","20:37047052|37055656",NA,"2.000",NA
"3854","20:37804145|37804286",NA,NA,"2.000"
"3855","20:38215275|38215442",NA,NA,"2.000"
"3856","20:38644914|38647137",NA,NA,"4.000"
"3857","20:38726079|38726255",NA,NA,"1.000"
"3858","20:39199959|39200209",NA,NA,"1.000"
"3859","20:39476456|39476630",NA,NA,"1.000"
"3860","20:41102750|41103042","1.000",NA,NA
"3861","20:41112781|41114155",NA,NA,"3.000"
"3862","20:41267462|41269083",NA,"7.000",NA
"3863","20:41470223|41470376",NA,NA,"2.000"
"3864","20:41512845|41514952",NA,"5.000","1.000"
"3865","20:41512845|41533570",NA,NA,"1.000"
"3866","20:41770369|41771332",NA,NA,"1.000"
"3867","20:41941092|41941270",NA,"1.000",NA
"3868","20:41969397|41991270",NA,"6.000",NA
"3869","20:42654369|42654539","1.000",NA,NA
"3870","20:43116198|43116382",NA,NA,"1.000"
"3871","20:43982130|43982266",NA,NA,"2.000"
"3872","20:4412428|4412608",NA,"6.000",NA
"3873","20:44305803|44305973",NA,NA,"1.000"
"3874","20:443905|444077","1.000",NA,NA
"3875","20:4440464|4440602",NA,NA,"1.000"
"3876","20:44440727|44440993","1.000",NA,NA
"3877","20:44602624|44602770",NA,"4.000",NA
"3878","20:45804290|45804447",NA,NA,"1.000"
"3879","20:4582157|4582346",NA,"1.000",NA
"3880","20:45919968|45920353",NA,NA,"1.000"
"3881","20:45965357|45965774",NA,NA,"1.000"
"3882","20:46012591|46012759",NA,NA,"3.000"
"3883","20:46254317|46254490",NA,NA,"1.000"
"3884","20:46297069|46297229","1.000",NA,NA
"3885","20:46389038|46393601",NA,NA,"4.000"
"3886","20:46393092|46394503",NA,"5.000","2.000"
"3887","20:47122897|47123057",NA,NA,"1.000"
"3888","20:47180495|47180717","2.000",NA,NA
"3889","20:47395982|47396155",NA,NA,"3.000"
"3890","20:47736702|47757463",NA,"5.000",NA
"3891","20:47852843|47852984",NA,NA,"1.000"
"3892","20:48341322|48341483",NA,"1.000",NA
"3893","20:48694305|48694525","1.000",NA,NA
"3894","20:48953555|48963898",NA,"6.000","1.000"
"3895","20:49146464|49146632",NA,"2.000",NA
"3896","20:49251526|49275887",NA,NA,"1.000"
"3897","20:4927746|4930269",NA,"3.000",NA
"3898","20:49279103|49280570",NA,NA,"1.000"
"3899","20:49945381|49949355",NA,"3.000",NA
"3900","20:50609273|50609477",NA,NA,"1.000"
"3901","20:50893635|50893890",NA,"1.000",NA
"3902","20:51191528|51191679",NA,NA,"1.000"
"3903","20:51414252|51414394",NA,"1.000",NA
"3904","20:51504483|51504693",NA,NA,"1.000"
"3905","20:51712965|51729978",NA,"2.000",NA
"3906","20:52461948|52462101",NA,NA,"2.000"
"3907","20:53399477|53399803",NA,NA,"1.000"
"3908","20:53400732|53400904",NA,NA,"4.000"
"3909","20:53707504|53707643","1.000",NA,NA
"3910","20:54034936|54035105",NA,"2.000",NA
"3911","20:54458913|54459088","1.000",NA,NA
"3912","20:5484839|5485034",NA,NA,"2.000"
"3913","20:56710635|56710929",NA,NA,"1.000"
"3914","20:56945654|56945793",NA,"6.000",NA
"3915","20:57036346|57036531",NA,NA,"1.000"
"3916","20:57151644|57151798",NA,NA,"1.000"
"3917","20:572480|572668",NA,"3.000",NA
"3918","20:57437859|57438022","1.000",NA,NA
"3919","20:58059335|58059548",NA,"1.000",NA
"3920","20:58438944|58441083",NA,"11.000","2.000"
"3921","20:58829304|58829526",NA,"5.000",NA
"3922","20:59926655|59926800",NA,"2.000",NA
"3923","20:60204689|60204877",NA,NA,"1.000"
"3924","20:60904635|60904803",NA,NA,"2.000"
"3925","20:61606611|61606801",NA,NA,"2.000"
"3926","20:62070960|62071106","2.000",NA,NA
"3927","20:62139074|62140944",NA,"1.000",NA
"3928","20:62159211|62159500",NA,"2.000",NA
"3929","20:62242810|62242954",NA,"1.000",NA
"3930","20:62286582|62289330",NA,"5.000","1.000"
"3931","20:62524060|62524237",NA,"2.000",NA
"3932","20:63114012|63114233","1.000",NA,NA
"3933","20:63775677|63790790",NA,"5.000",NA
"3934","20:6890302|6890514",NA,NA,"1.000"
"3935","20:7679742|7679891",NA,NA,"1.000"
"3936","20:7972389|7972576",NA,NA,"2.000"
"3937","20:7996025|8010315",NA,NA,"1.000"
"3938","20:8000447|8000629",NA,NA,"2.000"
"3939","20:8193440|8193603",NA,"3.000",NA
"3940","20:9278205|9278342","1.000",NA,NA
"3941","20:9451821|9452027",NA,"9.000",NA
"3942","21:10414972|10415120",NA,NA,"1.000"
"3943","21:10543854|10544061",NA,NA,"2.000"
"3944","21:14899150|14899319",NA,NA,"1.000"
"3945","21:14968296|15043574",NA,"2.000",NA
"3946","21:15014343|15043574",NA,"2.000",NA
"3947","21:15014343|15045323",NA,NA,"1.000"
"3948","21:15213529|15213731",NA,NA,"3.000"
"3949","21:15430996|15431180",NA,NA,"1.000"
"3950","21:15762890|15766141",NA,NA,"1.000"
"3951","21:15762890|15791664",NA,"2.000",NA
"3952","21:15771193|15771399","1.000",NA,NA
"3953","21:16234592|16234796",NA,NA,"1.000"
"3954","21:18028465|18028634",NA,"3.000",NA
"3955","21:19224829|19224981",NA,NA,"3.000"
"3956","21:22753598|22753784",NA,NA,"1.000"
"3957","21:24042595|24042742",NA,NA,"2.000"
"3958","21:25584464|25584601",NA,"6.000",NA
"3959","21:25829794|25829999",NA,NA,"1.000"
"3960","21:26021839|26022042",NA,"3.000",NA
"3961","21:26021839|26053348",NA,"3.000",NA
"3962","21:26050999|26112146",NA,"3.000",NA
"3963","21:26282079|26282258",NA,NA,"1.000"
"3964","21:26327691|26327913",NA,NA,"2.000"
"3965","21:26860447|26860624",NA,NA,"2.000"
"3966","21:27557112|27557345","3.000",NA,NA
"3967","21:27787616|27787755",NA,NA,"2.000"
"3968","21:28144917|28145073",NA,"1.000",NA
"3969","21:28496915|28497097",NA,"2.000",NA
"3970","21:29156856|29157028",NA,NA,"1.000"
"3971","21:29319493|29319751",NA,NA,"2.000"
"3972","21:29321220|29321514",NA,"3.000",NA
"3973","21:29397549|29397828",NA,NA,"1.000"
"3974","21:29477851|29478022",NA,"2.000",NA
"3975","21:30154293|30154605",NA,"4.000",NA
"3976","21:30263645|30263808","2.000",NA,NA
"3977","21:32531876|32532057",NA,NA,"2.000"
"3978","21:33086321|33086502",NA,"3.000",NA
"3979","21:33406167|33406310",NA,"2.000",NA
"3980","21:33432176|33432871",NA,"8.000",NA
"3981","21:33447017|33448903",NA,"1.000",NA
"3982","21:33700165|33700310",NA,NA,"1.000"
"3983","21:33750911|33751237",NA,"5.000",NA
"3984","21:33818266|33829745",NA,"5.000",NA
"3985","21:34062832|34063140",NA,NA,"1.000"
"3986","21:34834409|34859578",NA,"2.000",NA
"3987","21:34946594|34946751",NA,"2.000",NA
"3988","21:35121108|35121299",NA,NA,"1.000"
"3989","21:35506490|35506679",NA,NA,"2.000"
"3990","21:36247516|36248568",NA,"5.000","1.000"
