"","circ_id","hsa1","hsa2","hsa3"
"1550","12:91978547|91978724",NA,NA,"1.000"
"1551","12:92667356|92667503",NA,"1.000",NA
"1552","12:931219|933076",NA,"2.000",NA
"1553","12:93190266|93215679",NA,"7.000",NA
"1554","12:93788081|93788278",NA,NA,"1.000"
"1555","12:94877161|94877296","1.000",NA,NA
"1556","12:94900256|94900444",NA,"2.000",NA
"1557","12:95040475|95049233",NA,"3.000",NA
"1558","12:95134738|95141539",NA,"4.000",NA
"1559","12:95682706|95683711",NA,"6.000",NA
"1560","12:95942796|95942981",NA,NA,"2.000"
"1561","12:96156402|96156586",NA,NA,"1.000"
"1562","12:96323947|96334865",NA,NA,"1.000"
"1563","12:9671179|9671343",NA,NA,"1.000"
"1564","12:97009178|97009362",NA,"1.000",NA
"1565","12:97085674|97085864",NA,NA,"4.000"
"1566","12:97271817|97271991",NA,NA,"2.000"
"1567","12:97352681|97352894",NA,NA,"2.000"
"1568","12:9776365|9776523",NA,NA,"1.000"
"1569","12:97907791|97907974",NA,NA,"1.000"
"1570","12:9962489|9962645",NA,"1.000",NA
"1571","12:99655066|99696512",NA,NA,"1.000"
"1572","12:99772921|99782097",NA,NA,"2.000"
"1573","12:99863847|99864016",NA,NA,"6.000"
"1574","13:100209331|100262831",NA,NA,"1.000"
"1575","13:100253343|100253510",NA,NA,"1.000"
"1576","13:100257594|100273346",NA,"2.000","1.000"
"1577","13:100309832|100368574",NA,NA,"1.000"
"1578","13:100330560|100340259",NA,"2.000","1.000"
"1579","13:100425632|100449305",NA,"4.000","2.000"
"1580","13:100437750|100438790",NA,NA,"1.000"
"1581","13:100733820|100733969",NA,NA,"2.000"
"1582","13:101258442|101292366",NA,"5.000","1.000"
"1583","13:101283932|101292366",NA,"5.000",NA
"1584","13:101395182|101399165",NA,"2.000",NA
"1585","13:102622876|102627924",NA,"1.000",NA
"1586","13:105392024|105392176","1.000",NA,NA
"1587","13:105967422|105967594",NA,NA,"3.000"
"1588","13:106099383|106099550","1.000",NA,NA
"1589","13:107104220|107104390",NA,NA,"2.000"
"1590","13:107490432|107490571",NA,"4.000",NA
"1591","13:108376033|108376216",NA,"1.000",NA
"1592","13:110564121|110564277",NA,NA,"1.000"
"1593","13:111467784|111469191",NA,NA,"1.000"
"1594","13:112060863|112061199",NA,"4.000",NA
"1595","13:112565110|112569259",NA,"1.000",NA
"1596","13:112854278|112862575",NA,NA,"2.000"
"1597","13:113112432|113112952",NA,NA,"7.000"
"1598","13:113327142|113327301",NA,NA,"5.000"
"1599","13:113510237|113520733",NA,"3.000",NA
"1600","13:113608606|113608751",NA,"2.000",NA
"1601","13:114040999|114073837",NA,"1.000",NA
"1602","13:19166321|19166488",NA,"4.000",NA
"1603","13:19664441|19664596",NA,NA,"2.000"
"1604","13:19759322|19759693",NA,"4.000",NA
"1605","13:19905903|19906062",NA,NA,"1.000"
"1606","13:20112964|20113141","1.000",NA,NA
"1607","13:21331738|21331914",NA,NA,"1.000"
"1608","13:21460850|21461027",NA,"3.000",NA
"1609","13:21759554|21759733",NA,"1.000",NA
"1610","13:21811444|21811650","1.000",NA,NA
"1611","13:24469023|24475596",NA,"4.000",NA
"1612","13:24518422|24518596",NA,"1.000",NA
"1613","13:24738687|24738873",NA,"3.000",NA
"1614","13:24886154|24886338",NA,NA,"1.000"
"1615","13:25529412|25529554","1.000",NA,NA
"1616","13:25763200|25763403",NA,"2.000",NA
"1617","13:25922571|25922905",NA,NA,"1.000"
"1618","13:26400452|26401624",NA,"1.000",NA
"1619","13:26967158|26967339",NA,NA,"1.000"
"1620","13:28174271|28177935",NA,"7.000",NA
"1621","13:28251975|28252175",NA,NA,"2.000"
"1622","13:28256291|28261458",NA,"10.000",NA
"1623","13:28376856|28377180",NA,NA,"1.000"
"1624","13:29000741|29000905",NA,NA,"1.000"
"1625","13:29028544|29028689",NA,NA,"2.000"
"1626","13:29536440|29536788",NA,"2.000",NA
"1627","13:29720219|29720379",NA,NA,"1.000"
"1628","13:30852456|30852625",NA,"2.000",NA
"1629","13:32432788|32521449",NA,"4.000",NA
"1630","13:32517856|32527532",NA,"8.000",NA
"1631","13:33709085|33709278",NA,NA,"1.000"
"1632","13:34247099|34247413",NA,"1.000",NA
"1633","13:34600813|34600966",NA,NA,"1.000"
"1634","13:34630392|34631091",NA,"8.000",NA
"1635","13:34630887|34631074","1.000",NA,NA
"1636","13:36139323|36139624",NA,NA,"1.000"
"1637","13:36220134|36220295",NA,"1.000",NA
"1638","13:36312144|36312477",NA,"7.000",NA
"1639","13:36965574|36985740",NA,"4.000",NA
"1640","13:37769294|37769569",NA,"1.000",NA
"1641","13:37773297|37773456","3.000",NA,NA
"1642","13:37969848|37970058",NA,NA,"1.000"
"1643","13:38240746|38241106","1.000",NA,NA
"1644","13:39931222|39931560",NA,"4.000",NA
"1645","13:40070705|40070907",NA,"3.000",NA
"1646","13:40320108|40320469",NA,NA,"1.000"
"1647","13:40568850|40569175",NA,NA,"4.000"
"1648","13:40836596|40851461",NA,"3.000",NA
"1649","13:41466822|41468838",NA,NA,"2.000"
"1650","13:41865735|41868477",NA,"8.000",NA
"1651","13:42005961|42006101",NA,"2.000",NA
"1652","13:45151686|45207505",NA,"2.000",NA
"1653","13:45516142|45519094",NA,NA,"1.000"
"1654","13:45516142|45530780",NA,"4.000",NA
"1655","13:45704133|45704335",NA,"2.000",NA
"1656","13:46356431|46359631",NA,NA,"2.000"
"1657","13:46526299|46526511","1.000",NA,NA
"1658","13:46723220|46733998",NA,"20.000","8.000"
"1659","13:47463490|47463757",NA,"4.000",NA
"1660","13:48252561|48252730",NA,NA,"1.000"
"1661","13:48539447|48539711",NA,"1.000",NA
"1662","13:48574405|48574588",NA,NA,"2.000"
"1663","13:48820716|48820882",NA,NA,"1.000"
"1664","13:48919983|48920163",NA,"5.000",NA
"1665","13:48994471|49006289",NA,"1.000",NA
"1666","13:49451552|49451909",NA,"2.000",NA
"1667","13:49588533|49588673",NA,NA,"1.000"
"1668","13:49703264|49703412",NA,"2.000",NA
"1669","13:49705620|49706372",NA,"1.000","2.000"
"1670","13:51017697|51017833",NA,NA,"1.000"
"1671","13:51286712|51286909",NA,NA,"1.000"
"1672","13:51286759|51286958","1.000",NA,NA
"1673","13:51383328|51395483",NA,NA,"1.000"
"1674","13:52395542|52395698",NA,NA,"1.000"
"1675","13:52675096|52675369","3.000",NA,NA
"1676","13:52964678|52964843",NA,"3.000",NA
"1677","13:53731250|53731450",NA,"6.000",NA
"1678","13:53769215|53769383",NA,NA,"1.000"
"1679","13:54465343|54465489",NA,NA,"1.000"
"1680","13:55603523|55603777","2.000",NA,NA
"1681","13:55608062|55608467",NA,NA,"2.000"
"1682","13:58252455|58252626",NA,NA,"1.000"
"1683","13:59314560|59315517",NA,NA,"2.000"
"1684","13:59368802|59368937",NA,NA,"1.000"
"1685","13:59375987|59376181","1.000",NA,NA
"1686","13:59738779|59739202",NA,NA,"2.000"
"1687","13:59774188|59810923",NA,"2.000","1.000"
"1688","13:60305457|60305636",NA,NA,"4.000"
"1689","13:60439687|60460540",NA,NA,"1.000"
"1690","13:60439687|60467379",NA,NA,"1.000"
"1691","13:64421823|64422054","1.000",NA,NA
"1692","13:64993863|64994011",NA,"4.000",NA
"1693","13:66212155|66212457",NA,NA,"1.000"
"1694","13:66468150|66468323",NA,NA,"2.000"
"1695","13:66620243|66621156",NA,NA,"1.000"
"1696","13:68005081|68005240","1.000",NA,NA
"1697","13:68200480|68200696",NA,NA,"2.000"
"1698","13:68231301|68231459",NA,NA,"4.000"
"1699","13:68614160|68614335",NA,"4.000",NA
"1700","13:69393878|69394089",NA,NA,"1.000"
"1701","13:70912588|70912777",NA,"3.000",NA
"1702","13:71948545|71948717",NA,"1.000",NA
"1703","13:72458824|72459355",NA,NA,"4.000"
"1704","13:72763943|72764081",NA,NA,"1.000"
"1705","13:72850297|72850449",NA,NA,"1.000"
"1706","13:72968816|72968970",NA,NA,"1.000"
"1707","13:73015349|73015563","2.000",NA,NA
"1708","13:73878689|73878862",NA,"1.000",NA
"1709","13:74075798|74076528",NA,NA,"1.000"
"1710","13:74805828|74806037","2.000",NA,NA
"1711","13:75498721|75498931",NA,NA,"1.000"
"1712","13:75560752|75569507",NA,"4.000","1.000"
"1713","13:75621762|75761038",NA,NA,"1.000"
"1714","13:76215875|76216100",NA,"1.000",NA
"1715","13:77018599|77021861",NA,"4.000",NA
"1716","13:77176496|77180318",NA,NA,"1.000"
"1717","13:77581894|77582039","2.000",NA,NA
"1718","13:82067359|82067507","1.000",NA,NA
"1719","13:82769916|82770067",NA,"2.000",NA
"1720","13:83832240|83832454","3.000",NA,NA
"1721","13:83936387|83936544",NA,NA,"2.000"
"1722","13:86556435|86556610",NA,NA,"2.000"
"1723","13:86812026|86812194",NA,NA,"1.000"
"1724","13:87593980|87594157",NA,NA,"3.000"
"1725","13:88989566|88989726",NA,NA,"1.000"
"1726","13:90104780|90104917",NA,NA,"1.000"
"1727","13:90794546|90794869","1.000",NA,NA
"1728","13:91319820|91320009",NA,"2.000",NA
"1729","13:91611723|91611866",NA,"2.000",NA
"1730","13:91860591|91860750",NA,"6.000",NA
"1731","13:94762020|94762184",NA,"2.000",NA
"1732","13:95208259|95208427",NA,"1.000",NA
"1733","13:95255506|95255667",NA,"4.000",NA
"1734","13:95312839|95312975","1.000",NA,NA
"1735","13:95539883|95540068",NA,NA,"2.000"
"1736","13:95638248|95638393",NA,NA,"2.000"
"1737","13:95723241|95725252",NA,"9.000",NA
"1738","13:95832926|95837202",NA,"2.000",NA
"1739","13:95853542|95867423",NA,"2.000",NA
"1740","13:96064717|96064921",NA,NA,"1.000"
"1741","13:96284417|96284627",NA,NA,"3.000"
"1742","13:96819691|96819840",NA,"3.000",NA
"1743","13:97079082|97079259",NA,NA,"2.000"
"1744","13:98177790|98213413",NA,"1.000",NA
"1745","13:98409337|98412034",NA,NA,"1.000"
"1746","13:98686699|98686839","1.000",NA,NA
"1747","13:98761040|98761201",NA,NA,"6.000"
"1748","14:100084423|100084855",NA,NA,"4.000"
"1749","14:100124907|100125063",NA,NA,"5.000"
"1750","14:101019149|101019321",NA,"4.000",NA
"1751","14:101043086|101043370",NA,"1.000",NA
"1752","14:102019892|102022880",NA,"4.000",NA
"1753","14:102040235|102040673",NA,"20.000","4.000"
"1754","14:102193462|102195120",NA,"1.000",NA
"1755","14:102194937|102197847",NA,NA,"1.000"
"1756","14:102376649|102376940",NA,"2.000",NA
"1757","14:102743477|102743710",NA,"3.000",NA
"1758","14:102968252|102970261",NA,"3.000",NA
"1759","14:102972455|102972624",NA,"3.000",NA
"1760","14:103003927|103012188",NA,NA,"3.000"
"1761","14:103302019|103302249",NA,NA,"3.000"
"1762","14:103456411|103456568",NA,"4.000",NA
"1763","14:103571622|103574170",NA,"5.000",NA
"1764","14:103662115|103662927",NA,NA,"5.000"
"1765","14:103778744|103797518",NA,"12.000","3.000"
"1766","14:104022156|104026939","1.000",NA,NA
"1767","14:104871066|104871314",NA,NA,"1.000"
"1768","14:105125750|105126420",NA,NA,"1.000"
"1769","14:105702808|105703508","2.000",NA,NA
"1770","14:105766458|105766627",NA,NA,"2.000"
"1771","14:105854209|105854398",NA,NA,"4.000"
"1772","14:105859628|105859770",NA,NA,"2.000"
"1773","14:105908555|105908726",NA,NA,"1.000"
"1774","14:106342442|106367255",NA,NA,"2.000"
"1775","14:106389682|106586834",NA,NA,"1.000"
"1776","14:19834564|19834706",NA,"3.000",NA
"1777","14:19886085|19886260",NA,NA,"2.000"
"1778","14:20161296|20161479","1.000",NA,NA
"1779","14:20343123|20343395",NA,NA,"8.000"
"1780","14:20395449|20395949",NA,NA,"1.000"
"1781","14:21444570|21444745",NA,"2.000",NA
"1782","14:21535146|21535519",NA,NA,"7.000"
"1783","14:22458632|22458812","2.000",NA,NA
"1784","14:22551420|22551757",NA,NA,"4.000"
"1785","14:22571878|22575233",NA,"1.000",NA
"1786","14:22593096|22593294",NA,NA,"2.000"
"1787","14:22654029|22657949",NA,NA,"5.000"
"1788","14:22895285|22895488","1.000",NA,NA
"1789","14:22906194|22911403",NA,"7.000","1.000"
"1790","14:22909482|22911403",NA,"28.000","10.000"
"1791","14:22926132|22927660",NA,"9.000",NA
"1792","14:22955043|22955284","1.000",NA,NA
"1793","14:23061083|23061622",NA,"3.000",NA
"1794","14:23137920|23143204",NA,"2.000",NA
"1795","14:23324137|23324289",NA,"3.000",NA
"1796","14:23338926|23339125",NA,NA,"2.000"
"1797","14:24173247|24173411",NA,NA,"1.000"
"1798","14:24210347|24210768",NA,NA,"4.000"
"1799","14:24679940|24680116","1.000",NA,NA
"1800","14:24904767|24904984","3.000",NA,NA
"1801","14:24965906|24967740",NA,"1.000",NA
"1802","14:25550210|25550362","1.000",NA,NA
"1803","14:25805279|25805454",NA,NA,"1.000"
"1804","14:26494753|26494919","1.000",NA,NA
"1805","14:27324786|27324960",NA,"3.000",NA
"1806","14:28489104|28489267",NA,NA,"3.000"
"1807","14:29746335|29746495",NA,"3.000",NA
"1808","14:30670255|30675065",NA,"7.000",NA
"1809","14:31000776|31000954",NA,NA,"2.000"
"1810","14:31133237|31133675",NA,"4.000",NA
"1811","14:31778128|31778288",NA,NA,"1.000"
"1812","14:31979431|31979702","1.000",NA,NA
"1813","14:32090501|32117287",NA,"1.000",NA
"1814","14:32879194|32879351",NA,"5.000",NA
"1815","14:33448316|33448490","1.000",NA,NA
"1816","14:33805137|33805509",NA,"1.000",NA
"1817","14:33886699|33886972",NA,NA,"1.000"
"1818","14:34241326|34241636",NA,NA,"2.000"
"1819","14:34551713|34554912",NA,"2.000",NA
"1820","14:34608029|34609742",NA,NA,"1.000"
"1821","14:34758703|34762223",NA,NA,"1.000"
"1822","14:34862043|34862322",NA,"5.000",NA
"1823","14:34969169|34972064",NA,"3.000",NA
"1824","14:35007282|35008831",NA,NA,"5.000"
"1825","14:35018691|35019074",NA,"6.000",NA
"1826","14:35126734|35180777",NA,NA,"2.000"
"1827","14:35542920|35543104",NA,"5.000",NA
"1828","14:35819956|35820604",NA,"4.000",NA
"1829","14:35832977|35834923",NA,NA,"4.000"
"1830","14:36379603|36379787","2.000",NA,NA
"1831","14:36887760|36887932",NA,NA,"1.000"
"1832","14:38230977|38231146",NA,NA,"1.000"
"1833","14:38982653|38982829",NA,NA,"4.000"
"1834","14:39070549|39071277","1.000",NA,NA
"1835","14:39158284|39159550",NA,"2.000",NA
"1836","14:39179090|39179462",NA,"3.000","4.000"
"1837","14:39276933|39279537",NA,"11.000","2.000"
"1838","14:39296857|39297025","1.000",NA,NA
"1839","14:40859651|40859863",NA,NA,"2.000"
"1840","14:42791373|42791540",NA,"2.000",NA
"1841","14:42827619|42827787","1.000",NA,NA
"1842","14:45435263|45435436",NA,"4.000",NA
"1843","14:45748615|45748776",NA,NA,"3.000"
"1844","14:45811295|45811652",NA,"6.000",NA
"1845","14:46377808|46377966","1.000",NA,NA
"1846","14:46898400|46898540","2.000",NA,NA
"1847","14:47553829|47554143",NA,NA,"2.000"
"1848","14:49181621|49181790",NA,NA,"1.000"
"1849","14:49374115|49374344",NA,"4.000",NA
"1850","14:49586578|49586838",NA,"16.000",NA
"1851","14:49663314|49666413",NA,"1.000",NA
"1852","14:49709158|49710381",NA,"2.000","1.000"
"1853","14:49825866|49831361",NA,"6.000",NA
"1854","14:50044573|50044898",NA,NA,"3.000"
"1855","14:50148284|50150230",NA,"1.000",NA
"1856","14:50150007|50150230",NA,NA,"1.000"
"1857","14:50448101|50448237",NA,NA,"1.000"
"1858","14:51446251|51446423",NA,NA,"2.000"
"1859","14:52099670|52099812",NA,"5.000",NA
"1860","14:52370029|52370183",NA,"1.000",NA
"1861","14:52711100|52711524",NA,"2.000",NA
"1862","14:52872798|52874226",NA,"1.000",NA
"1863","14:53207784|53207990",NA,NA,"1.000"
"1864","14:53564715|53564910",NA,"3.000",NA
"1865","14:53971628|53971814",NA,NA,"1.000"
"1866","14:55093498|55093663",NA,NA,"1.000"
"1867","14:55382434|55382600",NA,NA,"2.000"
"1868","14:55656041|55658614",NA,"1.000",NA
"1869","14:56218609|56218908","1.000",NA,NA
"1870","14:57246710|57247712",NA,"2.000",NA
"1871","14:57386317|57386484",NA,NA,"1.000"
"1872","14:57389049|57389366",NA,"1.000",NA
"1873","14:57637144|57637373","1.000",NA,NA
"1874","14:58215204|58223856",NA,"1.000",NA
"1875","14:58286639|58291707",NA,"5.000",NA
"1876","14:58440562|58440707",NA,NA,"3.000"
"1877","14:58875438|58875587",NA,"2.000",NA
"1878","14:59004717|59004855",NA,NA,"2.000"
"1879","14:59018585|59018765",NA,NA,"3.000"
"1880","14:59440277|59440460",NA,"2.000",NA
"1881","14:60392079|60392255",NA,"3.000",NA
"1882","14:60838429|60838599",NA,"2.000",NA
"1883","14:61226881|61227027",NA,"4.000",NA
"1884","14:61393970|61394338",NA,NA,"1.000"
"1885","14:61457208|61457374",NA,NA,"3.000"
"1886","14:61720381|61721823",NA,"4.000",NA
"1887","14:61930171|61931012",NA,"2.000",NA
"1888","14:63124457|63124631",NA,NA,"1.000"
"1889","14:63480552|63480748",NA,"1.000",NA
"1890","14:63539251|63539511","1.000",NA,NA
"1891","14:64251113|64251341",NA,"1.000",NA
"1892","14:64432915|64433055",NA,"1.000",NA
"1893","14:64487792|64487942",NA,NA,"1.000"
"1894","14:65090592|65090768",NA,NA,"2.000"
"1895","14:66058192|66058350",NA,NA,"2.000"
"1896","14:66121388|66121555",NA,NA,"3.000"
"1897","14:67345767|67347453",NA,NA,"2.000"
"1898","14:67467103|67467865",NA,"2.000",NA
"1899","14:67485266|67485468",NA,NA,"2.000"
"1900","14:67685014|67690421",NA,"4.000",NA
"1901","14:67767703|67769730",NA,"3.000","1.000"
"1902","14:68208662|68209002",NA,"3.000",NA
"1903","14:68470979|68471127",NA,NA,"2.000"
"1904","14:68546212|68546349",NA,NA,"1.000"
"1905","14:68626132|68626322",NA,NA,"4.000"
"1906","14:68890138|68893747",NA,"3.000",NA
"1907","14:69122216|69149503",NA,"5.000",NA
"1908","14:69703394|69704742",NA,"7.000",NA
"1909","14:70317579|70317717",NA,"4.000",NA
"1910","14:70349958|70350114","1.000",NA,NA
"1911","14:70475021|70475560",NA,NA,"3.000"
"1912","14:70742350|70742591",NA,"1.000","3.000"
"1913","14:72138388|72138614",NA,"3.000",NA
"1914","14:72144775|72144962",NA,"1.000",NA
"1915","14:72290439|72290623",NA,NA,"2.000"
"1916","14:72334497|72334701",NA,NA,"1.000"
"1917","14:72674239|72693213",NA,"1.000",NA
"1918","14:72714422|72731934",NA,"20.000",NA
"1919","14:72993142|72993357",NA,"3.000",NA
"1920","14:73105638|73105793",NA,NA,"1.000"
"1921","14:73129510|73129704",NA,"4.000",NA
"1922","14:73147794|73148094",NA,"1.000",NA
"1923","14:73475998|73640905","1.000",NA,NA
"1924","14:73731101|73731255","1.000",NA,NA
"1925","14:74459292|74459439","1.000",NA,NA
"1926","14:74481700|74481851",NA,NA,"1.000"
"1927","14:75087017|75088641",NA,"7.000",NA
"1928","14:75109684|75110371",NA,"4.000","2.000"
"1929","14:75137789|75137939",NA,"2.000",NA
"1930","14:75283980|75284120",NA,NA,"2.000"
"1931","14:75496444|75496620",NA,NA,"1.000"
"1932","14:75750456|75750698",NA,"1.000",NA
"1933","14:75999933|76022394",NA,NA,"1.000"
"1934","14:76166662|76180849",NA,"2.000",NA
"1935","14:76171842|76180849",NA,"5.000",NA
"1936","14:76827342|76827517",NA,NA,"1.000"
"1937","14:76866400|76866644",NA,NA,"1.000"
"1938","14:77797749|77797975",NA,NA,"1.000"
"1939","14:77839563|77839706",NA,NA,"1.000"
"1940","14:78105925|78106581",NA,"7.000",NA
"1941","14:79475566|79475868","2.000",NA,NA
"1942","14:80261818|80261996",NA,"2.000",NA
"1943","14:80376914|80377080",NA,"4.000",NA
"1944","14:80497468|80530886",NA,"6.000","1.000"
"1945","14:80782016|80782157",NA,"2.000",NA
"1946","14:80933801|80933976",NA,NA,"1.000"
"1947","14:81491099|81491459","2.000",NA,NA
"1948","14:82224428|82224568","2.000",NA,NA
"1949","14:83308789|83308952","3.000",NA,NA
"1950","14:83722746|83722926",NA,"3.000",NA
"1951","14:84056617|84056997",NA,NA,"2.000"
"1952","14:84158929|84159097",NA,NA,"2.000"
"1953","14:84735628|84735918","2.000",NA,NA
"1954","14:85145501|85145661",NA,NA,"3.000"
"1955","14:85234370|85234569",NA,"1.000",NA
"1956","14:85303478|85303648",NA,"2.000",NA
"1957","14:86525725|86526053",NA,NA,"1.000"
"1958","14:87033207|87033900",NA,"3.000",NA
"1959","14:87119339|87119518",NA,"3.000",NA
"1960","14:88995193|88995426","1.000",NA,NA
"1961","14:89030475|89030630",NA,"1.000",NA
"1962","14:89161700|89190449",NA,"4.000",NA
"1963","14:89234819|89234996","1.000",NA,NA
"1964","14:89301947|89302203",NA,NA,"4.000"
"1965","14:89321050|89321226",NA,NA,"2.000"
"1966","14:89448678|89448816","1.000",NA,NA
"1967","14:89766228|89766370",NA,NA,"4.000"
"1968","14:89924512|89932627",NA,"2.000",NA
"1969","14:90070927|90071275",NA,NA,"2.000"
"1970","14:90100622|90100787",NA,NA,"2.000"
"1971","14:90698944|90699849",NA,NA,"1.000"
"1972","14:90943077|91001159",NA,"7.000",NA
"1973","14:91297304|91303978",NA,"3.000",NA
"1974","14:91342379|91343657",NA,"18.000",NA
"1975","14:91708140|91729479",NA,"8.000","1.000"
"1976","14:91770958|91771110",NA,"4.000",NA
"1977","14:91809754|91809934",NA,NA,"2.000"
"1978","14:91982224|91982574",NA,"2.000",NA
"1979","14:92529330|92529496",NA,NA,"1.000"
"1980","14:92889567|92889725",NA,NA,"4.000"
"1981","14:92969174|92969326",NA,NA,"2.000"
"1982","14:94054524|94054863",NA,"2.000",NA
"1983","14:94685809|94686079","3.000",NA,NA
"1984","14:94903773|94903927",NA,"4.000",NA
"1985","14:95025105|95025294",NA,"2.000",NA
"1986","14:95445467|95445699",NA,"1.000",NA
"1987","14:95671289|95671487","1.000",NA,NA
"1988","14:95798565|95798859","1.000",NA,NA
"1989","14:95973610|95973798",NA,"3.000",NA
"1990","14:96078759|96078936",NA,"1.000",NA
"1991","14:96520054|96521072",NA,"3.000",NA
"1992","14:96716504|96716724","1.000",NA,NA
"1993","14:96769759|96770010","2.000",NA,NA
"1994","14:97670623|97671373",NA,NA,"1.000"
"1995","14:98460077|98460230",NA,"1.000",NA
"1996","14:98562375|98562552",NA,"2.000",NA
"1997","14:98858133|98858294",NA,"4.000",NA
"1998","14:98927253|98927389",NA,"1.000",NA
"1999","14:99262216|99262383",NA,NA,"1.000"
"2000","14:99458278|99465813",NA,"2.000","4.000"
"2001","14:99708264|99708749","1.000",NA,NA
"2002","14:99813960|99814366",NA,"1.000",NA
"2003","15:100152611|100155320",NA,"1.000",NA
"2004","15:100348692|100348865",NA,NA,"2.000"
"2005","15:101015325|101022478",NA,NA,"3.000"
"2006","15:101230186|101230466",NA,NA,"1.000"
"2007","15:101235081|101235577",NA,"9.000","8.000"
"2008","15:101364998|101370523",NA,"6.000","2.000"
"2009","15:101380260|101380400",NA,NA,"2.000"
"2010","15:101427891|101443660",NA,NA,"2.000"
"2011","15:101475573|101475716",NA,"1.000",NA
"2012","15:20257956|20289074","2.000",NA,NA
"2013","15:20304633|20304952","1.000",NA,NA
"2014","15:21261129|21261274",NA,NA,"1.000"
"2015","15:22872824|22873729",NA,"5.000",NA
"2016","15:23037291|23037432",NA,"3.000",NA
"2017","15:25393745|25411971",NA,"3.000",NA
"2018","15:25405460|25411971",NA,"36.000","17.000"
"2019","15:25691714|25702100",NA,"5.000",NA
"2020","15:26167192|26167365",NA,NA,"1.000"
"2021","15:26654622|26654777",NA,NA,"1.000"
"2022","15:26717054|26717412","1.000",NA,NA
"2023","15:28143872|28146344",NA,"3.000",NA
"2024","15:29172824|29172990",NA,NA,"1.000"
"2025","15:29345194|29345405",NA,"8.000",NA
"2026","15:29526388|29526570",NA,NA,"2.000"
"2027","15:29948953|29949113",NA,NA,"2.000"
"2028","15:30701591|30701786","1.000",NA,NA
"2029","15:31313433|31313729",NA,"1.000",NA
"2030","15:31453358|31453505",NA,"4.000",NA
"2031","15:32860085|32860223",NA,NA,"1.000"
"2032","15:33064956|33092203",NA,"2.000","2.000"
"2033","15:33081852|33082020",NA,NA,"2.000"
"2034","15:33676414|33676587",NA,NA,"2.000"
"2035","15:34003031|34023497",NA,"1.000",NA
"2036","15:34256228|34261020",NA,"1.000",NA
"2037","15:34667681|34668053",NA,NA,"1.000"
"2038","15:34684631|34684897",NA,NA,"1.000"
"2039","15:35118247|35145138",NA,NA,"2.000"
"2040","15:35472344|35472607",NA,"7.000",NA
"2041","15:35818790|35819139",NA,"5.000",NA
"2042","15:37036813|37083885",NA,"2.000",NA
"2043","15:37613508|37613672",NA,NA,"3.000"
"2044","15:37921498|37921665",NA,"2.000",NA
"2045","15:38856862|38857031",NA,NA,"1.000"
"2046","15:40044412|40044597",NA,NA,"1.000"
"2047","15:40417989|40418139","1.000",NA,NA
"2048","15:40744046|40745259",NA,"5.000","2.000"
"2049","15:40787721|40787886",NA,NA,"1.000"
"2050","15:41073890|41074271","1.000",NA,NA
"2051","15:41101344|41101480",NA,NA,"2.000"
"2052","15:41131727|41134040",NA,NA,"1.000"
"2053","15:41213617|41213770",NA,NA,"1.000"
"2054","15:41243666|41262883",NA,"6.000","3.000"
"2055","15:41256807|41256990",NA,"2.000",NA
"2056","15:41417539|41417692",NA,NA,"1.000"
"2057","15:41456559|41456719",NA,NA,"2.000"
"2058","15:41676329|41676649",NA,NA,"1.000"
"2059","15:42012614|42012763",NA,NA,"6.000"
"2060","15:42260957|42268032",NA,"13.000",NA
"2061","15:42287690|42292917",NA,"4.000",NA
"2062","15:42287690|42297656",NA,"2.000",NA
"2063","15:42811687|42817097",NA,NA,"3.000"
"2064","15:43334944|43335826",NA,NA,"2.000"
"2065","15:43814500|43815074",NA,"4.000",NA
"2066","15:44496379|44497138",NA,"2.000",NA
"2067","15:44550875|44551522",NA,"6.000",NA
"2068","15:44550875|44554667",NA,NA,"3.000"
"2069","15:44616987|44617165",NA,NA,"1.000"
"2070","15:44939275|44939442",NA,NA,"3.000"
"2071","15:45026269|45026434",NA,NA,"1.000"
"2072","15:45159417|45159583","1.000",NA,NA
"2073","15:45719271|45719444",NA,"2.000",NA
"2074","15:46714481|46714716",NA,NA,"1.000"
"2075","15:47480635|47480896","1.000",NA,NA
"2076","15:48001739|48001913",NA,"6.000",NA
"2077","15:49180673|49180827",NA,NA,"1.000"
"2078","15:49235850|49239367",NA,"16.000","5.000"
"2079","15:49588015|49611268",NA,NA,"5.000"
"2080","15:50038767|50047464",NA,"1.000",NA
"2081","15:50286067|50314670",NA,NA,"1.000"
"2082","15:50300788|50301368",NA,"10.000",NA
"2083","15:50439008|50441493",NA,NA,"1.000"
"2084","15:50458999|50459162",NA,NA,"2.000"
"2085","15:50465046|50471795",NA,"2.000",NA
"2086","15:50586391|50592626",NA,"1.000",NA
"2087","15:51232263|51232489","1.000",NA,NA
"2088","15:52487191|52487345",NA,"5.000",NA
"2089","15:52869811|52870071",NA,"2.000",NA
"2090","15:54039915|54040077",NA,"2.000",NA
"2091","15:55246794|55247081",NA,NA,"3.000"
"2092","15:55276473|55277419",NA,"4.000",NA
"2093","15:55886535|55886693","1.000",NA,NA
"2094","15:55903144|55903341",NA,NA,"1.000"
"2095","15:57091788|57095163",NA,NA,"2.000"
"2096","15:57365782|57366025",NA,NA,"1.000"
"2097","15:57437984|57442478",NA,"4.000",NA
"2098","15:57451499|57461892",NA,"3.000",NA
"2099","15:57461679|57461892",NA,"3.000",NA
