"","circ_id","mma1","mma2","mma3"
"666","11:405123|415703",3,NA,NA
"667","11:40931873|40953384",3,NA,NA
"668","11:41490101|41506212",12,NA,NA
"669","11:41604159|41604424",3,NA,NA
"670","11:41604159|41604485",11,NA,NA
"671","11:41604205|41604424",2,NA,NA
"672","11:41785400|41798812",NA,6,NA
"673","11:45345490|45369799",8,NA,NA
"674","11:45434872|45435219",21,NA,NA
"675","11:45436278|45438996",23,NA,28
"676","11:45764444|45774823",5,NA,NA
"677","11:45774607|45778298",14,NA,NA
"678","11:46688497|46733961",2,NA,NA
"679","11:46729711|46733961",NA,NA,29
"680","11:47935089|47935413",7,NA,NA
"681","11:48173830|48174003",NA,NA,32
"682","11:48173999|48176141",NA,NA,55
"683","11:48545330|48547569",NA,48,NA
"684","11:48612965|48613943",NA,NA,21
"685","11:48661115|48661358",NA,NA,21
"686","11:48661466|48661709",8,NA,NA
"687","11:48661670|48661832",NA,46,NA
"688","11:48661844|48662030",4,NA,NA
"689","11:48661925|48662186",22,NA,NA
"690","11:48663884|48664047",NA,NA,24
"691","11:48938780|48939295",NA,55,NA
"692","11:49439346|49439765",2,NA,NA
"693","11:49604706|49623676",6,NA,NA
"694","11:50045461|50048664",18,NA,47
"695","11:50045461|50054011",5,NA,NA
"696","11:50045461|50056869",18,NA,NA
"697","11:50045461|50060195",NA,NA,20
"698","11:50073562|50081638",NA,19,NA
"699","11:50342307|50346806",6,NA,NA
"700","11:50411580|50441884",3,NA,NA
"701","11:50411580|50446685",26,NA,NA
"702","11:50555562|50555801",8,NA,NA
"703","11:50675846|50676515",9,NA,NA
"704","11:50688458|50688755",3,NA,NA
"705","11:52622575|52622794",NA,NA,33
"706","11:52626413|52626563",4,NA,NA
"707","11:52626675|52626866",2,NA,NA
"708","11:52979643|52979843",10,NA,NA
"709","11:53032485|53050526",NA,NA,42
"710","11:53846969|53847187",6,NA,NA
"711","11:55731103|55731785",12,NA,NA
"712","11:56187933|56194143",NA,NA,22
"713","11:56741791|56742108",7,NA,NA
"714","11:56759173|56759328",6,NA,NA
"715","11:56765880|56766117",3,NA,NA
"716","11:56826449|56866592",7,NA,NA
"717","11:56849392|56853487",7,NA,NA
"718","11:57072953|57073420",8,NA,NA
"719","11:57301448|57307068",3,NA,NA
"720","11:57412473|57415714",4,NA,NA
"721","11:57534706|57540817",6,NA,NA
"722","11:57535771|57540817",3,NA,NA
"723","11:62092970|62095574",2,NA,NA
"724","11:62189297|62250723",7,NA,NA
"725","11:62203533|62206414",2,NA,NA
"726","11:62213674|62250723",2,NA,NA
"727","11:62261998|62262197",2,NA,NA
"728","11:63654709|63672147",4,NA,NA
"729","11:63843736|63871688",NA,NA,18
"730","11:63855821|63884244",6,NA,20
"731","11:64278061|64301215",10,NA,NA
"732","11:64286128|64296751",NA,NA,44
"733","11:64430027|64432307",8,NA,NA
"734","11:64778971|64809654",5,NA,NA
"735","11:65773821|65797524",4,74,NA
"736","11:65773824|65797524",10,NA,NA
"737","11:66072257|66143207",NA,NA,40
"738","11:6673047|6673287",7,NA,NA
"739","11:66833235|66843134",2,NA,NA
"740","11:67211438|67211822",NA,NA,27
"741","11:6733226|6747186",4,NA,NA
"742","11:6826823|6831230",2,NA,NA
"743","11:6828542|6831230",7,NA,NA
"744","11:6830264|6831125",4,NA,NA
"745","11:68778829|68790791",48,NA,NA
"746","11:68786828|68790791",4,NA,NA
"747","11:68787065|68787230",NA,9,NA
"748","11:69294399|69295669",11,NA,34
"749","11:69294399|69318676",2,NA,NA
"750","11:69294399|69329304",16,NA,NA
"751","11:7107103|7107277",7,NA,NA
"752","11:71172691|71179519",11,NA,NA
"753","11:71488922|71492242",3,NA,NA
"754","11:75928663|75933818",5,NA,NA
"755","11:76361685|76386449",NA,8,NA
"756","11:77537256|77539739",5,NA,NA
"757","11:8054845|8056447",4,NA,NA
"758","11:80721906|80767396",3,NA,NA
"759","11:84757505|84780490",2,NA,NA
"760","11:872916|901525",NA,18,NA
"761","11:880306|883830",4,NA,NA
"762","11:92026619|92046049",5,NA,NA
"763","11:92586844|92611285",4,NA,NA
"764","11:92606734|92637874",NA,36,NA
"765","11:92610946|92637874",NA,NA,54
"766","11:92635968|92637874",5,NA,NA
"767","11:94017018|94034021",5,NA,NA
"768","11:9487296|9493583",5,NA,NA
"769","11:95015891|95018379",4,NA,NA
"770","11:95015951|95018379",24,NA,38
"771","11:95302066|95304083",5,NA,NA
"772","11:95836290|95836440",NA,31,NA
"773","11:99874399|99886982",2,NA,NA
"774","11:99910803|99936996",2,NA,NA
"775","12:100648353|100701160",6,NA,NA
"776","12:100649563|100723512",9,NA,NA
"777","12:100663916|100701160",13,NA,NA
"778","12:102524502|102524915",2,NA,NA
"779","12:102709777|102712652",18,NA,NA
"780","12:103355788|103377784",2,NA,NA
"781","12:103503672|103506062",9,NA,NA
"782","12:103520074|103527113",7,NA,9
"783","12:103573434|103582789",NA,2,NA
"784","12:105257752|105257922",NA,21,NA
"785","12:105744789|105747125",3,NA,NA
"786","12:105802913|105806640",6,NA,NA
"787","12:105925064|105925479",12,NA,NA
"788","12:105973138|105980573",NA,28,NA
"789","12:106012491|106014193",2,NA,NA
"790","12:106612639|106612860",8,NA,NA
"791","12:10813642|10825313",8,NA,NA
"792","12:10932995|10962557",NA,NA,56
"793","12:110043955|110062441",5,NA,NA
"794","12:110141799|110142921",3,NA,34
"795","12:110141799|110148718",7,NA,64
"796","12:11027584|11028894",2,NA,NA
"797","12:111331736|111334311",2,NA,NA
"798","12:11142629|11165803",5,NA,NA
"799","12:111940287|111959528",6,NA,NA
"800","12:111980354|112002451",32,NA,NA
"801","12:11224232|11302577",2,NA,NA
"802","12:112282473|112283251",NA,101,NA
"803","12:114311731|114360419",5,NA,NA
"804","12:115343690|115352747",6,NA,NA
"805","12:117271633|117315309",13,NA,NA
"806","12:117294132|117315309",12,NA,NA
"807","12:117806142|117820555",NA,27,NA
"808","12:11780738|11786756",5,NA,NA
"809","12:117978123|117978281",5,NA,NA
"810","12:118158265|118169309",NA,NA,17
"811","12:118644695|118669325",5,NA,NA
"812","12:118706980|118712827",2,NA,NA
"813","12:119546546|119567424",6,NA,NA
"814","12:120219254|120227078",6,NA,NA
"815","12:120219258|120228358",11,65,NA
"816","12:120245349|120273606",4,NA,NA
"817","12:120638213|120643932",3,NA,NA
"818","12:120838978|120841219",7,NA,NA
"819","12:120987741|121014865",4,NA,NA
"820","12:121007249|121009666",35,NA,20
"821","12:121045263|121046400",29,NA,NA
"822","12:123120096|123164249",7,NA,NA
"823","12:123210570|123219590",NA,NA,95
"824","12:123300399|123327515",NA,NA,27
"825","12:123300399|123386675",4,NA,NA
"826","12:123327346|123349945",NA,NA,30
"827","12:123349786|123386675",5,NA,55
"828","12:125574375|125588578",5,NA,NA
"829","12:125750845|125762824",4,NA,NA
"830","12:125951926|125952175",6,NA,NA
"831","12:126751957|126752198",3,118,NA
"832","12:128131869|128132063",8,NA,NA
"833","12:128741881|128742055",2,NA,NA
"834","12:129045863|129067312",2,NA,NA
"835","12:129690751|129699294",7,NA,NA
"836","12:17379034|17379247",NA,52,NA
"837","12:17439061|17444366",11,NA,NA
"838","12:19412168|19412548",14,NA,NA
"839","12:20298173|20304088",7,NA,NA
"840","12:20306619|20307347",5,NA,NA
"841","12:20752006|20755152",6,32,NA
"842","12:20772110|20832455",8,NA,NA
"843","12:20782168|20802813",8,NA,NA
"844","12:20812289|20832455",2,NA,NA
"845","12:20861582|20862371",7,NA,NA
"846","12:20900390|20908552",2,NA,NA
"847","12:2737242|2744135",10,NA,NA
"848","12:2898680|2898983",6,NA,NA
"849","12:31440517|31444300",7,NA,NA
"850","12:31548147|31548499",7,NA,NA
"851","12:31551534|31554445",5,NA,NA
"852","12:3422696|3426563",2,NA,NA
"853","12:35062119|35065715",9,57,45
"854","12:35137829|35141060",27,NA,18
"855","12:37042392|37047924",NA,NA,34
"856","12:37647613|37652940",3,NA,NA
"857","12:38426393|38430646",6,NA,NA
"858","12:38607819|38641876",2,NA,NA
"859","12:39518711|39518949",NA,32,NA
"860","12:39642067|39680009",7,NA,NA
"861","12:39789682|39790826",3,NA,NA
"862","12:41125700|41222122",4,NA,16
"863","12:41508255|41531018",NA,NA,38
"864","12:43595256|43612823",3,NA,NA
"865","12:44821354|44822666",4,NA,NA
"866","12:45710449|45719755",7,NA,NA
"867","12:46174553|46188912",8,NA,NA
"868","12:46293475|46322012",4,NA,NA
"869","12:46304563|46322012",2,NA,NA
"870","12:46785351|46808348",8,NA,NA
"871","12:46799386|46814884",8,NA,NA
"872","12:47219579|47224475",14,NA,NA
"873","12:47334424|47348149",8,NA,NA
"874","12:47348069|47415332",NA,5,NA
"875","12:47415156|47417810",7,NA,NA
"876","12:48073176|48074221",10,NA,NA
"877","12:51861676|51870052",2,NA,22
"878","12:55825300|55848779",2,NA,NA
"879","12:56637615|56658497",8,NA,NA
"880","12:56988046|56992078",2,NA,NA
"881","12:57118996|57179824",2,NA,NA
"882","12:57140996|57179824",3,NA,NA
"883","12:59660678|59664272",8,NA,NA
"884","12:59666492|59696896",NA,NA,34
"885","12:60447354|60447591",6,NA,NA
"886","12:61044332|61045692",24,36,59
"887","12:76885737|76899408",NA,4,NA
"888","12:76962939|76982848",11,NA,NA
"889","12:77628437|77630028",7,36,NA
"890","12:77628437|77637115",10,NA,NA
"891","12:77866696|77867534",7,NA,NA
"892","12:77866696|77876965",7,NA,NA
"893","12:77866696|77879641",15,NA,20
"894","12:807377|807809",NA,NA,33
"895","12:827230|831782",NA,NA,29
"896","12:82812451|82816315",7,NA,NA
"897","12:83911879|83912748",13,NA,NA
"898","12:84516964|84517202",NA,NA,34
"899","12:87520842|87521089",7,NA,NA
"900","12:88118128|88126102",5,NA,NA
"901","12:88120902|88121210",2,NA,NA
"902","12:88406403|88411055",3,NA,NA
"903","12:88911780|88916649",2,NA,NA
"904","12:90116173|90118147",7,NA,NA
"905","12:90116173|90120378",5,91,NA
"906","12:90322693|90364806",4,NA,NA
"907","12:90334332|90353821",2,NA,NA
"908","12:90352007|90364806",2,NA,NA
"909","12:90444589|90445921",8,NA,NA
"910","12:90630599|90651756",4,NA,NA
"911","12:90657770|90663354",4,NA,NA
"912","12:90839047|90841309",4,NA,NA
"913","12:90871990|90887332",NA,NA,82
"914","12:90885615|90887332",16,NA,NA
"915","12:92510290|92594125",2,NA,NA
"916","12:9330400|9334682",4,NA,NA
"917","12:9482744|9532409",3,NA,NA
"918","12:95401825|95402761",15,32,36
"919","12:95684863|95687398",4,NA,NA
"920","12:95684863|95691370",13,26,NA
"921","12:95684863|95702450",5,NA,NA
"922","12:95687248|95717899",2,NA,NA
"923","12:9654008|9673629",6,NA,NA
"924","12:97406671|97475083",NA,NA,22
"925","12:97429503|97475083",3,NA,NA
"926","12:97434039|97475083",3,NA,48
"927","12:97473966|97475083",47,31,48
"928","12:98931488|98940963",3,NA,NA
"929","12:99267691|99312537",10,NA,NA
"930","13:100036804|100036991",3,NA,NA
"931","13:105464037|105464369",2,NA,NA
"932","13:1128008|1128626",NA,41,NA
"933","13:12146896|12147215",NA,NA,34
"934","13:12155097|12164226",2,NA,NA
"935","13:12161336|12168230",3,NA,NA
"936","13:12433070|12433636",2,NA,NA
"937","13:12445019|12445331",3,NA,NA
"938","13:12461948|12463523",2,NA,NA
"939","13:12472264|12535572",4,NA,NA
"940","13:13245720|13263230",2,NA,NA
"941","13:14547020|14572630",5,NA,NA
"942","13:1495209|1498960",5,NA,NA
"943","13:15028208|15093432",5,NA,NA
"944","13:15186423|15196795",NA,60,NA
"945","13:15289116|15292339",2,NA,NA
"946","13:1541438|1566355",4,NA,NA
"947","13:15462650|15464603",NA,NA,23
"948","13:15726482|15743181",6,NA,NA
"949","13:19033448|19035321",NA,NA,29
"950","13:19135295|19148209",5,NA,NA
"951","13:2012989|2015089",3,NA,NA
"952","13:22316401|22319903",8,NA,NA
"953","13:22367601|22369150",5,NA,NA
"954","13:22378888|22379197",4,NA,NA
"955","13:23154150|23154360",NA,49,NA
"956","13:23443061|23445790",4,NA,NA
"957","13:23454346|23455178",7,NA,NA
"958","13:23671817|23728507",6,NA,NA
"959","13:2860308|2877229",NA,NA,14
"960","13:2860308|2912406",5,NA,NA
"961","13:2898005|2922379",4,NA,NA
"962","13:291064|294790",NA,NA,27
"963","13:2976807|2980250",NA,NA,16
"964","13:3199107|3202973",3,NA,NA
"965","13:3221779|3233882",4,NA,NA
"966","13:3263498|3270714",10,NA,NA
"967","13:33828089|33828261",5,NA,NA
"968","13:34355340|34355459",NA,68,NA
"969","13:35202030|35250231",8,NA,NA
"970","13:35282743|35284608",NA,2,43
"971","13:35688449|35695610",8,NA,NA
"972","13:36052715|36076216",2,NA,NA
"973","13:36060820|36076216",4,NA,NA
"974","13:37420524|37427367",3,NA,NA
"975","13:37420524|37442160",5,NA,NA
"976","13:37440315|37441834",4,NA,NA
"977","13:3840884|3841712",7,NA,NA
"978","13:3840884|3843177",15,NA,NA
"979","13:3840884|3845823",10,NA,NA
"980","13:38494899|38495605",NA,NA,34
"981","13:38578731|38581249",5,NA,NA
"982","13:38809323|38858545",8,NA,NA
"983","13:38924800|38925008",3,NA,NA
"984","13:39268307|39273644",NA,18,NA
"985","13:39366003|39371799",NA,6,NA
"986","13:39437592|39443035",8,NA,NA
"987","13:39437592|39451950",3,NA,NA
"988","13:39463661|39464321",8,NA,NA
"989","13:40245308|40288757",11,NA,NA
"990","13:40260600|40288757",2,NA,NA
"991","13:44136948|44137252",7,NA,NA
"992","13:44139417|44140358",6,NA,NA
"993","13:44220843|44222810",NA,14,NA
"994","13:44662880|44673959",2,NA,NA
"995","13:44788359|44833096",NA,NA,19
"996","13:44897363|44946359",NA,NA,33
"997","13:44921401|44931398",2,NA,NA
"998","13:45381646|45382256",4,NA,NA
"999","13:47238835|47245916",NA,NA,48
"1000","13:47263751|47267731",18,NA,58
"1001","13:47263751|47276587",3,NA,NA
"1002","13:47270041|47275276",7,NA,NA
"1003","13:47271460|47275276",11,NA,NA
"1004","13:47276452|47284772",12,NA,NA
"1005","13:47402712|47452146",NA,NA,45
"1006","13:47445311|47462587",4,NA,NA
"1007","13:47445311|47465507",7,NA,NA
"1008","13:47503566|47516862",7,NA,NA
"1009","13:4754190|4755432",NA,NA,22
"1010","13:47582838|47594379",5,NA,NA
"1011","13:47776528|47777223",10,NA,NA
"1012","13:47899029|47900792",14,NA,NA
"1013","13:48034307|48035648",3,NA,NA
"1014","13:4855319|4864741",8,NA,NA
"1015","13:49976170|50035642",NA,NA,60
"1016","13:50035235|50035642",NA,NA,18
"1017","13:50035235|50041818",NA,NA,33
"1018","13:50533672|50543869",18,NA,NA
"1019","13:50620938|50649691",6,NA,NA
"1020","13:5068719|5076162",14,106,34
"1021","13:5068719|5077975",NA,51,NA
"1022","13:5073072|5076162",NA,NA,29
"1023","13:53641097|53644239",5,NA,NA
"1024","13:54733854|54734706",14,NA,NA
"1025","13:54746153|54747624",NA,37,NA
"1026","13:54748968|54751907",4,NA,NA
"1027","13:54748968|54755885",29,NA,14
"1028","13:54755698|54760799",NA,NA,35
"1029","13:54756511|54760799",4,NA,NA
"1030","13:54799030|54809809",3,NA,NA
"1031","13:5668765|5672905",5,NA,NA
"1032","13:60262836|60268201",7,NA,NA
"1033","13:60943146|60943865",3,NA,NA
"1034","13:60952499|60953645",3,NA,NA
"1035","13:61321839|61370820",5,NA,NA
"1036","13:61386477|61390284",7,NA,NA
"1037","13:61950659|61951569",NA,NA,39
"1038","13:6283130|6300371",NA,47,NA
"1039","13:63243862|63249691",3,NA,NA
"1040","13:63376361|63382228",4,NA,NA
"1041","13:64451782|64469073",NA,NA,36
"1042","13:64821666|64828966",5,NA,NA
"1043","13:64841673|64886874",5,NA,NA
"1044","13:65221004|65224330",11,NA,NA
"1045","13:65221004|65225686",5,NA,NA
"1046","13:65369879|65370003",6,NA,NA
"1047","13:65390156|65391485",NA,NA,25
"1048","13:66513885|66540932",3,NA,NA
"1049","13:68447929|68449761",8,NA,NA
"1050","13:68447932|68449761",10,NA,NA
"1051","13:697917|699145",NA,NA,37
"1052","13:69868013|69881368",3,NA,NA
"1053","13:70055337|70076357",3,NA,NA
"1054","13:70598690|70607282",14,NA,NA
"1055","13:71593016|71594000",41,36,NA
"1056","13:71643023|71645279",2,NA,NA
"1057","13:71910813|71919333",8,37,NA
"1058","13:71913882|71928210",NA,NA,27
"1059","13:71917126|71919333",9,NA,NA
"1060","13:72463068|72533035",5,NA,NA
"1061","13:72485265|72533035",2,NA,NA
"1062","13:75393716|75409014",4,NA,NA
"1063","13:76029265|76060365",13,NA,NA
"1064","13:76298498|76308852",17,NA,NA
"1065","13:76298552|76306872",4,NA,NA
"1066","13:76308634|76363007",4,NA,NA
"1067","13:76311417|76395379",NA,NA,30
"1068","13:76331592|76363007",8,NA,NA
"1069","13:76423750|76427870",10,NA,NA
"1070","13:76426910|76427870",3,NA,NA
"1071","13:76428907|76433356",11,NA,NA
"1072","13:76437055|76437305",2,NA,NA
"1073","13:76451941|76458034",2,NA,NA
"1074","13:76469995|76498374",4,NA,NA
"1075","13:76487911|76489306",4,NA,NA
"1076","13:76975140|77031974",3,NA,NA
"1077","13:77497351|77502657",7,NA,NA
"1078","13:77524716|77531773",NA,2,84
"1079","13:79764665|79824016",NA,NA,52
"1080","13:79809759|79814316",7,NA,NA
"1081","13:79809759|79824016",3,NA,NA
"1082","13:79994443|80016218",4,NA,NA
"1083","13:80145247|80151027",6,NA,NA
"1084","13:80180456|80187069",2,NA,NA
"1085","13:80652100|80652254",NA,NA,58
"1086","13:82852219|82852608",2,NA,NA
"1087","13:82955740|82965097",3,NA,NA
"1088","13:83347786|83400328",3,NA,NA
"1089","13:83380531|83400328",NA,NA,15
"1090","13:84246230|84246633",6,NA,NA
"1091","13:84258765|84260586",4,NA,NA
"1092","13:84281856|84284643",NA,NA,34
"1093","13:84318076|84348479",4,NA,25
"1094","13:84325650|84348479",8,NA,NA
"1095","13:84348322|84348479",7,NA,NA
"1096","13:84409615|84430306",11,57,NA
"1097","13:84422623|84430306",4,NA,NA
"1098","13:85020841|85045805",6,NA,NA
"1099","13:85028320|85034113",4,NA,NA
"1100","13:85109007|85123267",3,NA,NA
"1101","13:85109007|85128031",4,NA,NA
"1102","13:85170511|85184827",7,NA,NA
"1103","13:85170511|85205880",2,NA,NA
"1104","13:85181036|85184827",6,NA,NA
"1105","13:85181036|85205880",12,NA,NA
"1106","13:88531252|88532050",NA,NA,35
"1107","13:88675325|88721160",5,NA,NA
"1108","13:91260959|91262509",6,NA,NA
"1109","13:916102|935637",5,NA,NA
"1110","13:931196|950400",NA,10,NA
"1111","13:93374119|93422769",7,NA,NA
"1112","13:96982406|96984657",14,NA,NA
"1113","13:97037739|97038018",NA,NA,25
"1114","13:97551960|97556991",NA,NA,24
"1115","13:97966516|97967986",NA,NA,16
"1116","13:97986627|97997960",4,NA,NA
"1117","13:98758648|98773983",2,NA,NA
"1118","13:99311227|99321986",6,NA,NA
"1119","14:101427160|101427990",4,NA,NA
"1120","14:101474696|101483106",33,NA,NA
"1121","14:101474696|101555090",2,NA,NA
"1122","14:101496444|101510946",3,NA,NA
"1123","14:101513383|101575576",2,NA,NA
"1124","14:101546175|101569792",4,NA,NA
"1125","14:101564344|101569792",2,NA,NA
"1126","14:101958123|101958589",6,NA,NA
"1127","14:10220926|10222597",3,NA,NA
"1128","14:103317163|103317915",4,NA,NA
"1129","14:10345846|10346202",NA,40,28
"1130","14:10348462|10353110",5,NA,NA
"1131","14:104920977|104929659",NA,NA,28
"1132","14:106906015|106908375",10,NA,NA
"1133","14:106996210|106998004",8,NA,NA
"1134","14:109921129|109928019",2,NA,NA
"1135","14:111431585|111433430",5,NA,NA
"1136","14:111530866|111536223",3,NA,NA
"1137","14:111538731|111544873",27,NA,59
"1138","14:111540079|111544873",4,NA,NA
"1139","14:111556003|111564091",5,NA,NA
"1140","14:111658453|111659919",8,NA,NA
"1141","14:111658453|111668401",NA,NA,34
"1142","14:111851459|111851926",9,29,NA
"1143","14:112110984|112111468",9,NA,NA
"1144","14:112304486|112357580",2,NA,NA
"1145","14:112343675|112357580",NA,47,NA
"1146","14:112741498|112745142",25,NA,NA
"1147","14:113516286|113540822",6,NA,NA
"1148","14:113516286|113542339",3,NA,NA
"1149","14:113516286|113549299",12,NA,NA
"1150","14:113542263|113545237",6,NA,NA
"1151","14:114106447|114114487",22,NA,NA
"1152","14:114106447|114121113",21,NA,59
"1153","14:114154144|114173397",23,NA,2
"1154","14:114154144|114186444",6,NA,NA
"1155","14:114561060|114562391",4,NA,NA
"1156","14:11492375|11496431",12,NA,NA
"1157","14:115759923|115762353",6,NA,NA
"1158","14:115801673|115801836",2,NA,NA
"1159","14:116578231|116580195",3,NA,NA
"1160","14:11677039|11677177",8,NA,NA
"1161","14:11679991|11680375",7,NA,NA
"1162","14:11680676|11681114",NA,38,NA
"1163","14:118353353|118367929",5,NA,NA
"1164","14:118811710|118815052",2,NA,NA
"1165","14:121491935|121496772",2,NA,NA
"1166","14:12161344|12163313",7,NA,NA
"1167","14:121774170|121799624",NA,NA,48
"1168","14:121774170|121854451",4,NA,NA
"1169","14:121794916|121799624",7,NA,NA
"1170","14:121852706|121856854",NA,NA,9
"1171","14:121852706|121891361",NA,NA,19
"1172","14:122155045|122161242",11,57,NA
"1173","14:122615589|122617844",3,NA,NA
"1174","14:122769387|122770639",7,NA,NA
"1175","14:12281878|12282270",NA,NA,23
"1176","14:122855217|122855805",58,135,614
"1177","14:122855269|122855805",NA,NA,39
"1178","14:126782563|126803592",8,NA,NA
"1179","14:12738966|12739485",22,NA,38
"1180","14:12762058|12762974",12,NA,53
"1181","14:12842828|12843545",NA,NA,40
"1182","14:13313756|13315055",12,NA,NA
"1183","14:14243618|14248391",4,NA,NA
"1184","14:14381919|14393008",2,NA,NA
"1185","14:14381919|14400794",23,54,NA
"1186","14:15850121|15852276",6,NA,NA
"1187","14:17750977|17751141",10,NA,NA
"1188","14:17957399|17967528",NA,32,NA
"1189","14:18129762|18131498",14,NA,NA
"1190","14:18269240|18275908",4,NA,NA
"1191","14:18275746|18282154",7,NA,NA
"1192","14:1831493|1831637",6,NA,NA
"1193","14:18400958|18402135",2,NA,NA
"1194","14:18948290|18951814",6,NA,NA
"1195","14:18973145|18974517",2,NA,NA
"1196","14:19082645|19083815",2,NA,47
"1197","14:19099066|19105131",NA,NA,33
"1198","14:19114549|19120890",4,NA,NA
"1199","14:19248330|19248560",8,NA,NA
"1200","14:19334196|19335774",3,NA,NA
"1201","14:19401241|19418429",7,NA,NA
"1202","14:19452714|19453917",4,NA,NA
"1203","14:19457292|19457876",6,NA,NA
"1204","14:1969278|1969641",5,NA,NA
"1205","14:19793652|19808416",3,NA,NA
"1206","14:19865006|19865277",14,NA,NA
"1207","14:21622193|21643860",6,NA,NA
"1208","14:21637688|21643860",2,NA,NA
"1209","14:2460710|2461038",4,NA,NA
"1210","14:28823869|28860042",NA,40,NA
"1211","14:29382669|29393799",9,NA,NA
"1212","14:3017634|3035043",6,30,NA
"1213","14:30241352|30241583",2,NA,NA
"1214","14:30268794|30273771",6,NA,NA
"1215","14:3032617|3035043",NA,NA,27
"1216","14:30478537|30493493",NA,28,NA
"1217","14:30478537|30502599",34,NA,NA
"1218","14:30478537|30509232",NA,NA,30
"1219","14:30489855|30502599",2,NA,NA
"1220","14:30489855|30525632",2,NA,NA
"1221","14:30797843|30814965",3,NA,NA
"1222","14:30798277|30798459",15,NA,NA
"1223","14:3101624|3104694",3,NA,NA
"1224","14:31368891|31369391",11,74,NA
"1225","14:32122555|32123597",4,NA,NA
"1226","14:32135935|32177592",NA,NA,26
"1227","14:32176493|32177592",120,NA,43
"1228","14:32501024|32503603",2,NA,NA
"1229","14:32515863|32524423",5,NA,NA
"1230","14:32838508|32844952",2,NA,NA
"1231","14:32838508|32845473",6,30,NA
"1232","14:33344527|33345876",10,NA,NA
"1233","14:4311530|4329444",2,NA,NA
"1234","14:4322289|4329444",NA,NA,20
"1235","14:4453305|4466651",NA,NA,18
"1236","14:4460386|4462348",16,NA,NA
"1237","14:4480224|4486099",NA,NA,45
"1238","14:4485617|4486099",2,NA,NA
"1239","14:45691483|45749151",2,NA,NA
"1240","14:45704254|45749151",2,NA,NA
"1241","14:48296768|48297338",5,NA,NA
"1242","14:48321282|48338524",2,NA,NA
"1243","14:48323756|48338524",3,NA,NA
"1244","14:48331954|48338524",6,NA,NA
"1245","14:48337636|48338524",NA,40,NA
"1246","14:48487166|48541807",7,NA,NA
"1247","14:48519606|48527818",8,NA,NA
"1248","14:48527681|48541807",7,NA,NA
"1249","14:48531539|48538862",6,NA,NA
"1250","14:49524414|49540685",NA,58,NA
"1251","14:49586350|49595539",4,NA,NA
"1252","14:51116420|51132431",3,NA,NA
"1253","14:51124441|51139399",7,NA,NA
"1254","14:52170539|52178438",7,NA,NA
"1255","14:52695787|52741250",6,NA,NA
"1256","14:53726494|53744092",2,NA,NA
"1257","14:54872323|54872702",2,NA,NA
"1258","14:55669290|55709673",3,NA,NA
"1259","14:55937295|55946392",4,NA,NA
"1260","14:55951863|55959665",2,NA,NA
"1261","14:55951863|55971250",3,NA,NA
"1262","14:56384834|56390311",5,NA,32
"1263","14:56384834|56391532",6,NA,NA
"1264","14:56444515|56444802",3,NA,NA
"1265","14:56944537|56949665",NA,NA,36
"1266","14:5861214|5870359",NA,NA,53
"1267","14:58802001|58810057",NA,NA,21
"1268","14:6194524|6223024",21,NA,NA
"1269","14:6201714|6219996",7,NA,NA
"1270","14:635606|636195",2,NA,NA
"1271","14:6411117|6419256",8,NA,NA
"1272","14:6428300|6428697",25,NA,NA
"1273","14:64621293|64621487",2,NA,NA
"1274","14:64681972|64684355",9,NA,NA
"1275","14:64681972|64689727",8,NA,NA
"1276","14:64689563|64689727",NA,30,NA
"1277","14:64727376|64727564",8,50,19
"1278","14:64757489|64757919",14,NA,NA
"1279","14:6491379|6491896",8,NA,NA
"1280","14:65389552|65393116",NA,18,NA
"1281","14:65679486|65679764",4,NA,NA
"1282","14:65704148|65708298",NA,NA,10
"1283","14:6579353|6603648",15,NA,NA
"1284","14:6583893|6603648",NA,NA,15
"1285","14:65983631|65988379",2,NA,NA
"1286","14:65983631|65996574",3,NA,NA
"1287","14:65983631|66017603",8,NA,NA
"1288","14:660895|662347",4,NA,NA
"1289","14:66443606|66453104",NA,NA,41
"1290","14:6677842|6677954",NA,NA,7
"1291","14:67030726|67030916",4,NA,NA
"1292","14:67762858|67765514",8,NA,NA
"1293","14:67783005|67783209",NA,NA,20
"1294","14:67836241|67868317",5,NA,NA
"1295","14:67860863|67868317",2,NA,NA
"1296","14:68216820|68217011",11,NA,NA
"1297","14:68230663|68236133",NA,NA,28
"1298","14:6909311|6909482",2,NA,NA
"1299","14:69515169|69523759",NA,NA,24
"1300","14:69555981|69588391",2,NA,NA
"1301","14:69573308|69588391",6,NA,NA
"1302","14:69586361|69597901",7,NA,NA
"1303","14:70699640|70706873",NA,NA,36
"1304","14:70702427|70703295",18,NA,NA
"1305","14:70749336|70761251",4,NA,NA
"1306","14:70749336|70770869",14,NA,NA
"1307","14:70752344|70770869",4,NA,NA
"1308","14:70761141|70770869",6,NA,NA
"1309","14:70762529|70770869",NA,17,NA
"1310","14:70768701|70770869",10,NA,NA
"1311","14:70981113|70994191",3,NA,NA
"1312","14:70991011|71002943",4,NA,NA
"1313","14:71152301|71152445",2,NA,NA
"1314","14:71183895|71205844",NA,NA,14
"1315","14:71200839|71202836",9,NA,NA
"1316","14:71200839|71205844",14,NA,NA
"1317","14:71492488|71492911",13,NA,NA
"1318","14:71542829|71565539",11,NA,NA
"1319","14:7272441|7273070",5,NA,NA
